"GSP Group ID","Market Participant ID","Market Participant Role Code","Effective From Settlement Date (MPR)","BM Unit ID","Effective From Settlement Date (BMUIGG)","Effective To Settlement Date (BMUIGG)","Default BM Unit Flag"
"_D","REGE","X","18/09/2013","C__DREGE014","23/10/2019","","F"
"_D","RENC","X","01/04/1996","2__DRENC000","01/09/2000","","T"
"_D","RHOD","X","18/02/2015","2__DRHOD000","18/02/2015","","T"
"_D","ROSE","X","17/08/2016","2__DROSE000","17/08/2016","22/02/2023","T"
"_D","RUTH","X","15/02/2017","2__DRUTH000","15/02/2017","","T"
"_D","RUTL","X","22/09/2021","2__DRUTL000","22/09/2021","","T"
"_D","RWED","X","22/02/2002","2__DRWED000","22/02/2002","","T"
"_D","RWED","X","22/02/2002","C__DRWED001","15/06/2016","","F"
"_D","RWED","X","22/02/2002","C__DRWED010","20/03/2019","","F"
"_D","RWED","X","22/02/2002","C__DRWED014","23/10/2019","","F"
"_D","SANT","X","17/08/2016","2__DSANT000","17/08/2016","","T"
"_D","SAPH","X","15/03/2017","2__DSAPH000","15/03/2017","","T"
"_D","SAPH","X","15/03/2017","C__DSAPH001","20/03/2019","","F"
"_D","SAPH","X","15/03/2017","C__DSAPH010","20/03/2019","","F"
"_D","SAPH","X","15/03/2017","C__DSAPH014","23/10/2019","","F"
"_D","SATU","X","15/03/2017","2__DSATU000","15/03/2017","21/05/2020","T"
"_D","SCAF","X","17/10/2018","2__DSCAF000","17/10/2018","","T"
"_D","SCEL","X","20/11/2024","2__DSCEL000","20/11/2024","","T"
"_D","SCOR","X","21/04/2021","2__DSCOR000","21/04/2021","","T"
"_D","SEEB","X","01/04/1996","2__DSEEB000","01/09/2000","","T"
"_D","SEEE","X","19/09/2018","2__DSEEE000","19/09/2018","","T"
"_D","SIMC","X","20/02/2019","2__DSIMC000","20/02/2019","","T"
"_D","SING","X","19/10/2016","2__DSING000","19/10/2016","","T"
"_D","SINQ","X","16/09/2015","2__DSINQ000","16/09/2015","","T"
"_D","SIRO","X","14/08/2013","2__DSIRO000","14/08/2013","16/10/2024","T"
"_D","SKID","X","18/12/2019","2__DSKID000","18/12/2019","","T"
"_D","SKLN","X","11/04/2018","2__DSKLN000","11/04/2018","21/04/2021","T"
"_D","SLVR","X","17/06/2015","2__DSLVR000","17/06/2015","01/09/2024","T"
"_D","SMAE","X","17/02/2021","2__DSMAE000","17/02/2021","","T"
"_D","SMAE","X","17/02/2021","2__DSMAE001","17/02/2021","","F"
"_D","SMAE","X","17/02/2021","2__DSMAE002","08/09/2021","","F"
"_D","SMAL","X","20/06/2012","2__DSMAL000","14/11/2003","15/12/2010","T"
"_D","SMAL","X","20/06/2012","2__DSMAL000","20/06/2012","16/03/2016","T"
"_D","SMAR","X","18/01/2002","2__DSMAR000","18/01/2002","","T"
"_D","SMAR","X","18/01/2002","2__DSMAR001","17/07/2019","20/04/2022","F"
"_D","SMAR","X","18/01/2002","C__DSMAR001","15/06/2016","","F"
"_D","SMAR","X","18/01/2002","C__DSMAR010","20/03/2019","","F"
"_D","SMAR","X","18/01/2002","C__DSMAR014","23/10/2019","","F"
"_D","SNFR","X","17/08/2016","2__DSNFR000","17/08/2016","22/01/2020","T"
"_D","SOUT","X","01/04/1996","2__DSOUT000","08/09/2000","","T"
"_D","SOUT","X","01/04/1996","C__DSOUT001","15/06/2016","","F"
"_D","SOUT","X","01/04/1996","C__DSOUT010","20/03/2019","","F"
"_D","SOUT","X","01/04/1996","C__DSOUT014","23/10/2019","","F"
"_D","SPAL","X","15/03/2017","2__DSPAL000","15/03/2017","","T"
"_D","SPOW","X","01/04/1996","2__DSPOW000","21/11/2000","","T"
"_D","SPOW","X","01/04/1996","C__DSPOW001","15/06/2016","","F"
"_D","SPOW","X","01/04/1996","C__DSPOW010","20/03/2019","","F"
"_D","SPOW","X","01/04/1996","C__DSPOW014","23/10/2019","","F"
"_D","SPRK","X","11/01/2008","2__DSPRK000","11/01/2008","22/11/2023","T"
"_D","SQKY","X","17/07/2019","2__DSQKY000","17/07/2019","","T"
"_D","SQKY","X","17/07/2019","2__DSQKY001","17/04/2024","","F"
"_D","STAT","X","20/10/2010","2__DSTAT000","20/10/2010","","T"
"_D","STAT","X","20/10/2010","2__DSTAT001","18/03/2020","","F"
"_D","STAT","X","20/10/2010","2__DSTAT002","21/07/2021","","F"
"_D","STAT","X","20/10/2010","2__DSTAT003","02/11/2021","","F"
"_D","STAT","X","20/10/2010","2__DSTAT004","02/11/2021","","F"
"_D","STAT","X","20/10/2010","2__DSTAT005","20/03/2024","","F"
"_D","STAT","X","20/10/2010","2__DSTAT006","20/03/2024","","F"
"_D","STAT","X","20/10/2010","2__DSTAT007","22/01/2025","","F"
"_D","STAT","X","20/10/2010","C__DSTAT001","15/06/2016","","F"
"_D","STAT","X","20/10/2010","C__DSTAT010","20/03/2019","","F"
"_D","STAT","X","20/10/2010","C__DSTAT014","23/10/2019","","F"
"_D","SWAE","X","01/04/1996","2__DSWAE000","08/09/2000","","T"
"_D","SWDP","X","16/03/2016","2__DSWDP000","16/03/2016","","T"
"_D","SWEB","X","01/04/1996","2__DSWEB000","07/09/2000","","T"
"_D","SWEL","X","14/03/2018","2__DSWEL000","14/03/2018","23/05/2022","T"
"_D","SYMB","X","29/11/2012","2__DSYMB000","29/11/2012","22/02/2023","T"
"_D","TANA","X","11/04/2018","2__DTANA000","11/04/2018","17/07/2019","T"
"_D","TEAM","X","20/02/2004","2__DTEAM000","20/02/2004","03/05/2018","T"
"_D","TEGP","X","19/03/2025","2__DTEGP000","19/03/2025","","T"
"_D","TEMP","X","21/12/2016","2__DTEMP000","21/12/2016","23/04/2020","T"
"_D","TEXA","X","15/11/2017","2__DTEXA000","15/11/2017","","T"
"_D","TGPL","X","20/10/2000","2__DTGPL000","05/02/2001","","T"
"_D","TGPL","X","20/10/2000","C__DTGPL001","15/06/2016","","F"
"_D","TGPL","X","20/10/2000","C__DTGPL010","20/03/2019","","F"
"_D","TGPL","X","20/10/2000","C__DTGPL014","23/10/2019","","F"
"_D","THLE","X","17/08/2016","2__DTHLE000","17/08/2016","","T"
"_D","THRE","X","22/01/2014","2__DTHRE000","22/01/2014","","T"
"_D","TILL","X","20/02/2019","2__DTILL000","20/02/2019","","T"
"_D","TLWD","X","18/11/2015","2__DTLWD000","18/11/2015","","T"
"_D","TNDO","X","18/11/2015","2__DTNDO000","18/11/2015","","T"
"_D","TOGO","X","20/12/2017","2__DTOGO000","20/12/2017","","T"
"_D","TONB","X","23/01/2019","2__DTONB000","23/01/2019","","T"
"_D","TOTO","X","18/10/2017","2__DTOTO000","18/10/2017","20/07/2022","T"
"_D","TRAM","X","16/09/2015","2__DTRAM000","16/09/2015","","T"
"_D","TREX","X","07/12/2007","2__DTREX000","07/12/2007","20/07/2022","T"
"_D","TULP","X","16/03/2016","2__DTULP000","16/03/2016","","T"
"_D","UCGO","X","22/07/2020","2__DUCGO000","22/07/2020","","T"
"_D","UGAP","X","21/04/2021","2__DUGAP000","21/04/2021","","T"
"_D","UKPR","X","20/04/2016","2__DUKPR000","20/04/2016","","T"
"_D","UKPR","X","20/04/2016","2__DUKPR001","22/04/2020","","F"
"_D","UTAH","X","20/01/2021","2__DUTAH000","20/01/2021","17/08/2022","T"
"_D","UWBE","X","19/03/2025","2__DUWBE000","19/03/2025","","T"
"_D","UWDS","X","19/03/2025","2__DUWDS000","19/03/2025","","T"
"_D","VAVU","X","19/11/2014","2__DVAVU000","19/11/2014","21/08/2019","T"
"_D","VERM","X","15/08/2018","2__DVERM000","15/08/2018","","T"
"_D","VETS","X","22/01/2014","2__DVETS000","22/01/2014","","T"
"_D","VETS","X","22/01/2014","C__DVETS001","16/11/2016","","F"
"_D","VETS","X","22/01/2014","C__DVETS010","20/03/2019","","F"
"_D","VETS","X","22/01/2014","C__DVETS014","23/10/2019","","F"
"_D","VIPR","X","11/04/2018","2__DVIPR000","11/04/2018","20/07/2022","T"
"_D","VIRG","X","15/08/2018","2__DVIRG000","15/08/2018","","T"
"_D","VITA","X","21/04/2021","2__DVITA000","21/04/2021","20/07/2022","T"
"_D","VNGA","X","11/04/2018","2__DVNGA000","11/04/2018","24/01/2024","T"
"_D","VNQT","X","11/04/2018","2__DVNQT000","11/04/2018","","T"
"_D","VOLT","X","18/11/2009","2__DVOLT000","18/11/2009","","T"
"_D","VOLT","X","18/11/2009","C__DVOLT001","15/06/2016","","F"
"_D","VOLT","X","18/11/2009","C__DVOLT010","20/03/2019","","F"
"_D","VOLT","X","18/11/2009","C__DVOLT014","23/10/2019","","F"
"_D","WASH","X","15/11/2017","2__DWASH000","15/11/2017","","T"
"_D","WILL","X","20/02/2019","2__DWILL000","20/02/2019","17/06/2020","T"
"_D","YELG","X","01/04/1996","2__DYELG000","31/08/2000","01/10/2021","T"
"_D","YELG","X","01/04/1996","2__DYELG001","27/04/2001","19/10/2001","F"
"_D","YNRG","X","19/06/2019","2__DYNRG000","19/06/2019","","T"
"_D","ZOGE","X","18/11/2020","2__DZOGE000","18/11/2020","20/07/2022","T"
"_D","ZPYR","X","18/11/2015","2__DZPYR000","18/11/2015","","T"
"_D","ZYTH","X","20/02/2019","2__DZYTH000","20/02/2019","17/06/2020","T"
"_E","ALAB","X","15/08/2018","2__EALAB000","15/08/2018","","T"
"_E","ALAS","X","15/08/2018","2__EALAS000","15/08/2018","21/07/2023","T"
"_E","ALBU","X","11/04/2018","2__EALBU000","11/04/2018","17/07/2019","T"
"_E","ALTI","X","14/08/2013","2__EALTI000","14/08/2013","","T"
"_E","AMPE","X","15/06/2011","2__EAMPE000","15/06/2011","16/05/2012","T"
"_E","ANGE","X","20/03/2013","2__EANGE000","20/03/2013","","T"
"_E","ANGE","X","20/03/2013","2__EANGE001","15/08/2018","","F"
"_E","ANGE","X","20/03/2013","2__EANGE002","20/03/2019","","F"
"_E","ANGE","X","20/03/2013","2__EANGE003","20/11/2019","","F"
"_E","ANGE","X","20/03/2013","C__EANGE019","18/12/2024","","F"
"_E","ANGE","X","20/03/2013","C__EANGE027","19/03/2025","","F"
"_E","ANGE","X","20/03/2013","C__EANGE028","19/03/2025","","F"
"_E","ANGE","X","20/03/2013","C__EANGE035","21/05/2025","","F"
"_E","ARIZ","X","15/11/2017","2__EARIZ000","15/11/2017","18/12/2024","T"
"_E","ARRU","X","15/11/2017","2__EARRU000","15/11/2017","","T"
"_E","AVRO","X","18/11/2015","2__EAVRO000","18/11/2015","","T"
"_E","AXIS","X","16/05/2012","2__EAXIS000","16/05/2012","18/03/2020","T"
"_E","AXPO","X","15/05/2013","2__EAXPO000","15/05/2013","","T"
"_E","AXPO","X","15/05/2013","C__EAXPO019","18/12/2024","","F"
"_E","AXPO","X","15/05/2013","C__EAXPO027","19/03/2025","","F"
"_E","AXPO","X","15/05/2013","C__EAXPO028","19/03/2025","","F"
"_E","AXPO","X","15/05/2013","C__EAXPO035","21/05/2025","","F"
"_E","AZAC","X","16/11/2016","2__EAZAC000","16/11/2016","","T"
"_E","BARB","X","18/09/2013","2__EBARB000","18/09/2013","","T"
"_E","BAYS","X","20/03/2013","2__EBAYS000","20/03/2013","19/08/2020","T"
"_E","BCFC","X","21/09/2016","2__EBCFC000","21/09/2016","","T"
"_E","BELS","X","20/03/2019","2__EBELS000","20/03/2019","","T"
"_E","BETH","X","19/08/2015","2__EBETH000","19/08/2015","","T"
"_E","BGAS","X","01/04/1996","2__EBGAS000","01/09/2000","","T"
"_E","BIZZ","X","07/07/2000","2__EBIZZ000","01/09/2000","","T"
"_E","BLBL","X","17/08/2016","2__EBLBL000","17/08/2016","21/09/2022","T"
"_E","BNRG","X","05/11/2004","2__EBNRG000","05/11/2004","","T"
"_E","BORE","X","16/11/2016","2__EBORE000","16/11/2016","","T"
"_E","BORO","X","20/03/2019","2__EBORO000","20/03/2019","","T"
"_E","BOWF","X","18/12/2019","2__EBOWF000","18/12/2019","","T"
"_E","BPGL","X","17/02/2021","2__EBPGL000","17/02/2021","","T"
"_E","BPGM","X","17/04/2019","2__EBPGM000","17/04/2019","","T"
"_E","BREZ","X","18/11/2015","2__EBREZ000","18/11/2015","22/01/2025","T"
"_E","BRKG","X","19/08/2020","2__EBRKG000","19/08/2020","","T"
"_E","BRZE","X","17/06/2015","2__EBRZE000","17/06/2015","","T"
"_E","BULN","X","16/11/2016","2__EBULN000","16/11/2016","","T"
"_E","CALA","X","18/03/2020","2__ECALA000","18/03/2020","21/09/2022","T"
"_E","CALI","X","15/11/2017","2__ECALI000","15/11/2017","21/11/2019","T"
"_E","CALL","X","17/10/2012","2__ECALL000","17/10/2012","","T"
"_E","CAST","X","21/04/2021","2__ECAST000","21/04/2021","","T"
"_E","CBRA","X","11/04/2018","2__ECBRA000","11/04/2018","","T"
"_E","CFWR","X","16/03/2016","2__ECFWR000","16/03/2016","22/01/2025","T"
"_E","CGLS","X","22/01/2025","2__ECGLS000","22/01/2025","","T"
"_E","CILI","X","15/11/2017","2__ECILI000","15/11/2017","","T"
"_E","CILI","X","15/11/2017","C__ECILI019","18/12/2024","","F"
"_E","CILI","X","15/11/2017","C__ECILI027","19/03/2025","","F"
"_E","CILI","X","15/11/2017","C__ECILI028","19/03/2025","","F"
"_E","CIRC","X","15/06/2011","2__ECIRC000","15/06/2011","","T"
"_E","CIRC","X","15/06/2011","2__ECIRC001","16/07/2014","","F"
"_E","CMRO","X","11/04/2018","2__ECMRO000","11/04/2018","","T"
"_E","CMRO","X","11/04/2018","2__ECMRO001","21/07/2021","","F"
"_E","CMRO","X","11/04/2018","C__ECMRO019","18/12/2024","","F"
"_E","CMRO","X","11/04/2018","C__ECMRO027","19/03/2025","","F"
"_E","CMRO","X","11/04/2018","C__ECMRO028","19/03/2025","","F"
"_E","CMRO","X","11/04/2018","C__ECMRO035","21/05/2025","","F"
"_E","CNDL","X","18/11/2009","2__ECNDL000","18/11/2009","","T"
"_E","CNDL","X","18/11/2009","2__ECNDL001","20/12/2023","","F"
"_E","CNDL","X","18/11/2009","C__ECNDL019","18/12/2024","","F"
"_E","CNDL","X","18/11/2009","C__ECNDL027","19/03/2025","","F"
"_E","CNDL","X","18/11/2009","C__ECNDL028","19/03/2025","","F"
"_E","CNDL","X","18/11/2009","C__ECNDL035","21/05/2025","","F"
"_E","CNRD","X","19/02/2020","2__ECNRD000","19/02/2020","","T"
"_E","CNRD","X","19/02/2020","2__ECNRD001","16/11/2022","","F"
"_E","CNRD","X","19/02/2020","C__ECNRD019","18/12/2024","","F"
"_E","CNRG","X","05/11/2004","2__ECNRG000","05/11/2004","","T"
"_E","CNRG","X","05/11/2004","2__ECNRG001","15/11/2017","13/06/2018","F"
"_E","COLG","X","15/11/2017","2__ECOLG000","15/11/2017","","T"
"_E","COLO","X","15/08/2018","2__ECOLO000","15/08/2018","","T"
"_E","COMT","X","17/08/2016","2__ECOMT000","17/08/2016","17/08/2022","T"
"_E","CONI","X","18/12/2019","2__ECONI000","18/12/2019","","T"
"_E","COOP","X","12/06/2009","2__ECOOP000","12/06/2009","21/05/2025","T"
"_E","COOP","X","12/06/2009","C__ECOOP019","18/12/2024","21/05/2025","F"
"_E","COOP","X","12/06/2009","C__ECOOP027","19/03/2025","21/05/2025","F"
"_E","COOP","X","12/06/2009","C__ECOOP028","19/03/2025","21/05/2025","F"
"_E","CORE","X","20/07/2016","2__ECORE000","20/07/2016","","T"
"_E","COUL","X","15/06/2011","2__ECOUL000","15/06/2011","","T"
"_E","COUL","X","15/06/2011","2__ECOUL001","01/06/2021","","F"
"_E","COUL","X","15/06/2011","2__ECOUL002","19/10/2022","18/09/2024","F"
"_E","COUL","X","15/06/2011","C__ECOUL019","18/12/2024","","F"
"_E","COUL","X","15/06/2011","C__ECOUL027","19/03/2025","","F"
"_E","COUL","X","15/06/2011","C__ECOUL028","19/03/2025","","F"
"_E","COUL","X","15/06/2011","C__ECOUL035","21/05/2025","","F"
"_E","COVE","X","19/08/2015","2__ECOVE000","19/08/2015","20/07/2022","T"
"_E","CPPR","X","17/06/2015","2__ECPPR000","17/06/2015","","T"
"_E","CROW","X","01/01/2007","2__ECROW000","01/01/2007","16/11/2016","T"
"_E","CRWN","X","16/12/2020","2__ECRWN000","16/12/2020","","T"
"_E","CYCL","X","18/11/2015","2__ECYCL000","18/11/2015","","T"
"_E","DARE","X","16/03/2022","2__EDARE000","16/03/2022","18/09/2024","T"
"_E","DESL","X","16/03/2016","2__EDESL000","16/03/2016","","T"
"_E","DFDL","X","17/08/2016","2__EDFDL000","17/08/2016","","T"
"_E","DIRA","X","15/02/2017","2__EDIRA000","15/02/2017","","T"
"_E","DNEB","X","21/04/2021","2__EDNEB000","21/04/2021","","T"
"_E","DNRG","X","14/07/2010","2__EDNRG000","14/07/2010","18/05/2022","T"
"_E","DRAC","X","21/04/2021","2__EDRAC000","21/04/2021","","T"
"_E","DRGI","X","13/06/2018","2__EDRGI000","13/06/2018","","T"
"_E","DRNC","X","17/04/2024","2__EDRNC000","17/04/2024","","T"
"_E","DUAL","X","17/02/2010","2__EDUAL000","17/02/2010","","T"
"_E","EBES","X","18/11/2009","2__EEBES000","18/11/2009","","T"
"_E","ECOA","X","04/03/2005","2__EECOA000","04/03/2005","","T"
"_E","ECOA","X","04/03/2005","C__EECOA019","18/12/2024","","F"
"_E","ECOA","X","04/03/2005","C__EECOA027","19/03/2025","","F"
"_E","ECOA","X","04/03/2005","C__EECOA028","19/03/2025","","F"
"_E","ECOA","X","04/03/2005","C__EECOA035","21/05/2025","","F"
"_E","ECON","X","21/01/2000","2__EECON000","09/02/2001","19/10/2022","T"
"_E","ECOT","X","13/09/2002","2__EECOT000","13/09/2002","","T"
"_E","ECOT","X","13/09/2002","2__EECOT001","16/09/2020","17/03/2021","F"
"_E","ECOT","X","13/09/2002","2__EECOT003","17/03/2021","","F"
"_E","ECOT","X","13/09/2002","C__EECOT019","18/12/2024","","F"
"_E","ECOT","X","13/09/2002","C__EECOT027","19/03/2025","","F"
"_E","ECOT","X","13/09/2002","C__EECOT028","19/03/2025","","F"
"_E","ECOT","X","13/09/2002","C__EECOT035","21/05/2025","","F"
"_E","EDCO","X","20/11/2013","2__EEDCO000","20/11/2013","21/09/2016","T"
"_E","EDDI","X","15/02/2017","2__EEDDI000","15/02/2017","","T"
"_E","EDFE","X","22/05/2019","2__EEDFE000","22/05/2019","","T"
"_E","EDFE","X","22/05/2019","C__EEDFE019","18/12/2024","","F"
"_E","EDFE","X","22/05/2019","C__EEDFE027","19/03/2025","","F"
"_E","EDFE","X","22/05/2019","C__EEDFE028","19/03/2025","","F"
"_E","EDFE","X","22/05/2019","C__EEDFE035","21/05/2025","","F"
"_E","EDGE","X","19/08/2015","2__EEDGE000","19/08/2015","","T"
"_E","EDGE","X","19/08/2015","2__EEDGE001","01/03/2025","","F"
"_E","EDGE","X","19/08/2015","2__EEDGE002","01/03/2025","","F"
"_E","EDGE","X","19/08/2015","2__EEDGE003","01/03/2025","","F"
"_E","EDGE","X","19/08/2015","2__EEDGE004","01/03/2025","","F"
"_E","EDGE","X","19/08/2015","C__EEDGE019","18/12/2024","","F"
"_E","EDGE","X","19/08/2015","C__EEDGE027","19/03/2025","","F"
"_E","EDGE","X","19/08/2015","C__EEDGE028","19/03/2025","","F"
"_E","EDGE","X","19/08/2015","C__EEDGE035","21/05/2025","","F"
"_E","EDIR","X","01/04/1996","2__EEDIR000","01/10/2000","","T"
"_E","EDIR","X","01/04/1996","2__EEDIR001","14/02/2001","23/05/2003","F"
"_E","EDIR","X","01/04/1996","2__EEDIR002","14/02/2001","23/05/2003","F"
"_E","EELC","X","01/04/1996","2__EEELC000","09/11/2000","21/06/2023","T"
"_E","EENG","X","17/08/1998","2__EEENG000","09/11/2000","19/04/2023","T"
"_E","EESL","X","19/11/2014","2__EEESL000","19/11/2014","22/05/2019","T"
"_E","EETL","X","14/03/2012","2__EEETL000","14/03/2012","18/12/2019","T"
"_E","EFLS","X","21/01/2015","2__EEFLS000","21/01/2015","","T"
"_E","EGDX","X","23/01/2019","2__EEGDX000","23/01/2019","","T"
"_E","EGML","X","21/09/2016","2__EEGML000","21/09/2016","","T"
"_E","ELEC","X","20/04/2016","2__EELEC000","20/04/2016","","T"
"_E","ELEC","X","20/04/2016","C__EELEC027","19/03/2025","","F"
"_E","ELEC","X","20/04/2016","C__EELEC028","19/03/2025","","F"
"_E","ELEC","X","20/04/2016","C__EELEC035","21/05/2025","","F"
"_E","EMEB","X","01/04/1996","2__EEMEB000","07/09/2000","","T"
"_E","EMEB","X","01/04/1996","C__EEMEB019","18/12/2024","","F"
"_E","EMEB","X","01/04/1996","C__EEMEB027","19/03/2025","","F"
"_E","EMEB","X","01/04/1996","C__EEMEB028","19/03/2025","","F"
"_E","EMEB","X","01/04/1996","C__EEMEB035","21/05/2025","","F"
"_E","EMZO","X","11/04/2018","2__EEMZO000","11/04/2018","12/05/2023","T"
"_E","ENDC","X","10/12/2004","2__EENDC000","10/12/2004","","T"
"_E","ENDC","X","10/12/2004","2__EENDC001","19/09/2018","31/10/2020","F"
"_E","ENDC","X","10/12/2004","2__EENDC002","23/01/2019","","F"
"_E","ENDC","X","10/12/2004","2__EENDC003","25/09/2023","","F"
"_E","ENDC","X","10/12/2004","2__EENDC004","16/10/2024","","F"
"_E","ENDC","X","10/12/2004","2__EENDC005","01/09/2024","","F"
"_E","ENDC","X","10/12/2004","C__EENDC019","18/12/2024","","F"
"_E","ENDC","X","10/12/2004","C__EENDC027","19/03/2025","","F"
"_E","ENDC","X","10/12/2004","C__EENDC028","19/03/2025","","F"
"_E","ENDC","X","10/12/2004","C__EENDC035","21/05/2025","","F"
"_E","ENEC","X","17/03/2010","2__EENEC000","17/03/2010","","T"
"_E","ENEC","X","17/03/2010","C__EENEC019","18/12/2024","","F"
"_E","ENEC","X","17/03/2010","C__EENEC027","19/03/2025","","F"
"_E","ENEC","X","17/03/2010","C__EENEC028","19/03/2025","","F"
"_E","ENEC","X","17/03/2010","C__EENEC035","21/05/2025","","F"
"_E","ENER","X","19/12/2018","2__EENER000","19/12/2018","","T"
"_E","ENGQ","X","16/09/2015","2__EENGQ000","16/09/2015","","T"
"_E","ENRD","X","01/04/1996","2__EENRD000","07/09/2000","","T"
"_E","ENRD","X","01/04/1996","2__EENRD001","13/02/2001","26/03/2001","F"
"_E","ENRD","X","01/04/1996","2__EENRD002","19/07/2017","","F"
"_E","ENRD","X","01/04/1996","C__EENRD019","18/12/2024","","F"
"_E","ENRD","X","01/04/1996","C__EENRD027","19/03/2025","","F"
"_E","ENRD","X","01/04/1996","C__EENRD028","19/03/2025","","F"
"_E","ENRD","X","01/04/1996","C__EENRD035","21/05/2025","","F"
"_E","ENRG","X","14/07/2010","2__EENRG000","14/07/2010","","T"
"_E","ENRG","X","14/07/2010","2__EENRG001","16/05/2012","21/09/2016","F"
"_E","ENRG","X","14/07/2010","2__EENRG002","18/02/2015","","F"
"_E","ENRG","X","14/07/2010","2__EENRG003","21/08/2019","","F"
"_E","ENRG","X","14/07/2010","2__EENRG005","16/11/2022","","F"
"_E","ENRG","X","14/07/2010","C__EENRG019","18/12/2024","","F"
"_E","ENRG","X","14/07/2010","C__EENRG020","05/01/2024","","F"
"_E","ENRG","X","14/07/2010","C__EENRG027","19/03/2025","","F"
"_E","ENRG","X","14/07/2010","C__EENRG028","19/03/2025","","F"
"_E","ENRG","X","14/07/2010","C__EENRG035","21/05/2025","","F"
"_E","EOND","X","15/11/2017","2__EEOND000","15/11/2017","","T"
"_E","EOND","X","15/11/2017","C__EEOND019","18/12/2024","","F"
"_E","EOND","X","15/11/2017","C__EEOND027","19/03/2025","","F"
"_E","EOND","X","15/11/2017","C__EEOND028","19/03/2025","","F"
"_E","EOND","X","15/11/2017","C__EEOND035","21/05/2025","","F"
"_E","EPHH","X","09/08/2002","2__EEPHH000","09/08/2002","21/12/2022","T"
"_E","EQUI","X","19/06/2019","2__EEQUI000","19/06/2019","","T"
"_E","EQUI","X","19/06/2019","2__EEQUI001","18/09/2019","18/11/2020","F"
"_E","EQUI","X","19/06/2019","C__EEQUI019","18/12/2024","","F"
"_E","EQUI","X","19/06/2019","C__EEQUI027","19/03/2025","","F"
"_E","EQUI","X","19/06/2019","C__EEQUI028","19/03/2025","","F"
"_E","EQUI","X","19/06/2019","C__EEQUI035","21/05/2025","","F"
"_E","ESSL","X","17/08/2016","2__EESSL000","17/08/2016","","T"
"_E","EURO","X","17/10/2012","2__EEURO000","17/10/2012","","T"
"_E","EUST","X","21/12/2016","2__EEUST000","21/12/2016","","T"
"_E","EVER","X","18/10/2017","2__EEVER000","18/10/2017","","T"
"_E","EXGL","X","13/06/2018","2__EEXGL000","13/06/2018","","T"
"_E","EXGL","X","13/06/2018","C__EEXGL019","18/12/2024","","F"
"_E","EXGL","X","13/06/2018","C__EEXGL027","19/03/2025","","F"
"_E","EXGL","X","13/06/2018","C__EEXGL028","19/03/2025","","F"
"_E","EXGL","X","13/06/2018","C__EEXGL035","21/05/2025","","F"
"_E","FARA","X","15/02/2017","2__EFARA000","15/02/2017","","T"
"_E","FARR","X","19/08/2015","2__EFARR000","19/08/2015","","T"
"_E","FLEX","X","15/08/2018","2__EFLEX000","15/08/2018","","T"
"_E","FLEX","X","15/08/2018","2__EFLEX001","17/04/2019","","F"
"_E","FLEX","X","15/08/2018","2__EFLEX002","18/09/2019","","F"
"_E","FLEX","X","15/08/2018","2__EFLEX003","21/10/2020","","F"
"_E","FLEX","X","15/08/2018","2__EFLEX004","21/10/2020","","F"
"_E","FLEX","X","15/08/2018","C__EFLEX019","18/12/2024","","F"
"_E","FLEX","X","15/08/2018","C__EFLEX027","19/03/2025","","F"
"_E","FLEX","X","15/08/2018","C__EFLEX028","19/03/2025","","F"
"_E","FLEX","X","15/08/2018","C__EFLEX035","21/05/2025","","F"
"_E","FLOR","X","18/03/2020","2__EFLOR000","18/03/2020","21/09/2022","T"
"_E","FNRG","X","14/07/2010","2__EFNRG000","14/07/2010","","T"
"_E","FOUR","X","07/12/2007","2__EFOUR000","07/12/2007","16/12/2015","T"
"_E","FRST","X","01/12/2005","2__EFRST000","01/12/2005","","T"
"_E","FSEN","X","16/01/2013","2__EFSEN000","16/01/2013","","T"
"_E","FSEN","X","16/01/2013","2__EFSEN001","15/03/2017","","F"
"_E","FSEN","X","16/01/2013","2__EFSEN003","18/09/2019","20/05/2020","F"
"_E","FSEN","X","16/01/2013","2__EFSEN005","22/12/2021","","F"
"_E","FSEN","X","16/01/2013","2__EFSEN300","22/01/2025","","F"
"_E","FSEN","X","16/01/2013","C__EFSEN019","18/12/2024","","F"
"_E","FSEN","X","16/01/2013","C__EFSEN027","19/03/2025","","F"
"_E","FSEN","X","16/01/2013","C__EFSEN028","19/03/2025","","F"
"_E","FSEN","X","16/01/2013","C__EFSEN035","21/05/2025","","F"
"_E","FUSE","X","21/08/2024","2__EFUSE000","21/08/2024","","T"
"_E","FXGL","X","16/03/2016","2__EFXGL000","16/03/2016","","T"
"_E","GALE","X","16/11/2016","2__EGALE000","16/11/2016","","T"
"_E","GANY","X","17/10/2012","2__EGANY000","17/10/2012","","T"
"_E","GANY","X","17/10/2012","C__EGANY019","18/12/2024","","F"
"_E","GANY","X","17/10/2012","C__EGANY027","19/03/2025","","F"
"_E","GANY","X","17/10/2012","C__EGANY028","19/03/2025","","F"
"_E","GANY","X","17/10/2012","C__EGANY035","21/05/2025","","F"
"_E","GEEX","X","17/11/2021","2__EGEEX000","17/11/2021","","T"
"_E","GEOR","X","18/03/2020","2__EGEOR000","18/03/2020","21/09/2022","T"
"_E","GESL","X","17/06/2015","2__EGESL000","17/06/2015","","T"
"_E","GESL","X","17/06/2015","C__EGESL019","18/12/2024","","F"
"_E","GESL","X","17/06/2015","C__EGESL027","19/03/2025","","F"
