"GSP Group ID","Market Participant ID","Market Participant Role Code","Effective From Settlement Date (MPR)","BM Unit ID","Effective From Settlement Date (BMUIGG)","Effective To Settlement Date (BMUIGG)","Default BM Unit Flag"
"_A","ALAB","X","15/08/2018","2__AALAB000","15/08/2018","","T"
"_A","ALAS","X","15/08/2018","2__AALAS000","15/08/2018","21/07/2023","T"
"_A","ALBU","X","11/04/2018","2__AALBU000","11/04/2018","17/07/2019","T"
"_A","ALTI","X","14/08/2013","2__AALTI000","14/08/2013","","T"
"_A","AMPE","X","15/06/2011","2__AAMPE000","15/06/2011","16/05/2012","T"
"_A","ANGE","X","20/03/2013","2__AANGE000","20/03/2013","","T"
"_A","ANGE","X","20/03/2013","2__AANGE001","15/08/2018","","F"
"_A","ANGE","X","20/03/2013","2__AANGE002","20/03/2019","","F"
"_A","ANGE","X","20/03/2013","2__AANGE003","20/11/2019","","F"
"_A","ANGE","X","20/03/2013","2__AANGE004","20/11/2019","","F"
"_A","ANGE","X","20/03/2013","C__AANGE002","16/11/2016","","F"
"_A","ANGE","X","20/03/2013","C__AANGE009","20/02/2019","","F"
"_A","ANGE","X","20/03/2013","C__AANGE029","16/04/2025","","F"
"_A","ANGE","X","20/03/2013","C__AANGE031","21/05/2025","","F"
"_A","ANGE","X","20/03/2013","C__AANGE032","21/05/2025","","F"
"_A","ANGE","X","20/03/2013","C__AANGE033","21/05/2025","","F"
"_A","ANGE","X","20/03/2013","C__AANGE042","18/06/2025","","F"
"_A","ARIZ","X","15/11/2017","2__AARIZ000","15/11/2017","18/12/2024","T"
"_A","ARRU","X","15/11/2017","2__AARRU000","15/11/2017","","T"
"_A","AVRO","X","18/11/2015","2__AAVRO000","18/11/2015","","T"
"_A","AXIS","X","16/05/2012","2__AAXIS000","16/05/2012","18/03/2020","T"
"_A","AXPO","X","15/05/2013","2__AAXPO000","15/05/2013","","T"
"_A","AXPO","X","15/05/2013","C__AAXPO002","16/11/2016","","F"
"_A","AXPO","X","15/05/2013","C__AAXPO009","20/02/2019","","F"
"_A","AXPO","X","15/05/2013","C__AAXPO029","16/04/2025","","F"
"_A","AXPO","X","15/05/2013","C__AAXPO031","21/05/2025","","F"
"_A","AXPO","X","15/05/2013","C__AAXPO032","21/05/2025","","F"
"_A","AXPO","X","15/05/2013","C__AAXPO033","21/05/2025","","F"
"_A","AXPO","X","15/05/2013","C__AAXPO042","18/06/2025","","F"
"_A","AZAC","X","16/11/2016","2__AAZAC000","16/11/2016","","T"
"_A","BARB","X","18/09/2013","2__ABARB000","18/09/2013","","T"
"_A","BAYS","X","20/03/2013","2__ABAYS000","20/03/2013","19/08/2020","T"
"_A","BCFC","X","21/09/2016","2__ABCFC000","21/09/2016","","T"
"_A","BELS","X","20/03/2019","2__ABELS000","20/03/2019","","T"
"_A","BETH","X","19/08/2015","2__ABETH000","19/08/2015","","T"
"_A","BGAS","X","01/04/1996","2__ABGAS000","01/09/2000","","T"
"_A","BIZZ","X","07/07/2000","2__ABIZZ000","01/09/2000","","T"
"_A","BLBL","X","17/08/2016","2__ABLBL000","17/08/2016","21/09/2022","T"
"_A","BNRG","X","05/11/2004","2__ABNRG000","05/11/2004","","T"
"_A","BORE","X","16/11/2016","2__ABORE000","16/11/2016","","T"
"_A","BORO","X","20/03/2019","2__ABORO000","20/03/2019","","T"
"_A","BOWF","X","18/12/2019","2__ABOWF000","18/12/2019","","T"
"_A","BPGL","X","17/02/2021","2__ABPGL000","17/02/2021","","T"
"_A","BPGM","X","17/04/2019","2__ABPGM000","17/04/2019","","T"
"_A","BREZ","X","18/11/2015","2__ABREZ000","18/11/2015","22/01/2025","T"
"_A","BRKG","X","19/08/2020","2__ABRKG000","19/08/2020","","T"
"_A","BRZE","X","17/06/2015","2__ABRZE000","17/06/2015","","T"
"_A","BULN","X","16/11/2016","2__ABULN000","16/11/2016","","T"
"_A","CALA","X","18/03/2020","2__ACALA000","18/03/2020","21/09/2022","T"
"_A","CALI","X","15/11/2017","2__ACALI000","15/11/2017","21/11/2019","T"
"_A","CALL","X","17/10/2012","2__ACALL000","17/10/2012","","T"
"_A","CAST","X","21/04/2021","2__ACAST000","21/04/2021","","T"
"_A","CBRA","X","11/04/2018","2__ACBRA000","11/04/2018","","T"
"_A","CFWR","X","16/03/2016","2__ACFWR000","16/03/2016","22/01/2025","T"
"_A","CGLS","X","22/01/2025","2__ACGLS000","22/01/2025","","T"
"_A","CILI","X","15/11/2017","2__ACILI000","15/11/2017","","T"
"_A","CILI","X","15/11/2017","C__ACILI029","16/04/2025","","F"
"_A","CILI","X","15/11/2017","C__ACILI031","21/05/2025","","F"
"_A","CILI","X","15/11/2017","C__ACILI032","21/05/2025","","F"
"_A","CILI","X","15/11/2017","C__ACILI033","21/05/2025","","F"
"_A","CIRC","X","15/06/2011","2__ACIRC000","15/06/2011","","T"
"_A","CIRC","X","15/06/2011","2__ACIRC001","16/07/2014","","F"
"_A","CMRO","X","11/04/2018","2__ACMRO000","11/04/2018","","T"
"_A","CMRO","X","11/04/2018","C__ACMRO002","20/11/2024","","F"
"_A","CMRO","X","11/04/2018","C__ACMRO029","16/04/2025","","F"
"_A","CMRO","X","11/04/2018","C__ACMRO031","21/05/2025","","F"
"_A","CMRO","X","11/04/2018","C__ACMRO032","21/05/2025","","F"
"_A","CMRO","X","11/04/2018","C__ACMRO033","21/05/2025","","F"
"_A","CMRO","X","11/04/2018","C__ACMRO042","18/06/2025","","F"
"_A","CNDL","X","18/11/2009","2__ACNDL000","18/11/2009","","T"
"_A","CNDL","X","18/11/2009","2__ACNDL001","22/01/2020","31/05/2024","F"
"_A","CNDL","X","18/11/2009","C__ACNDL002","16/11/2016","","F"
"_A","CNDL","X","18/11/2009","C__ACNDL009","20/02/2019","","F"
"_A","CNDL","X","18/11/2009","C__ACNDL029","16/04/2025","","F"
"_A","CNDL","X","18/11/2009","C__ACNDL031","21/05/2025","","F"
"_A","CNDL","X","18/11/2009","C__ACNDL032","21/05/2025","","F"
"_A","CNDL","X","18/11/2009","C__ACNDL033","21/05/2025","","F"
"_A","CNDL","X","18/11/2009","C__ACNDL042","18/06/2025","","F"
"_A","CNRD","X","19/02/2020","2__ACNRD000","19/02/2020","","T"
"_A","CNRD","X","19/02/2020","2__ACNRD001","16/11/2022","","F"
"_A","CNRD","X","19/02/2020","C__ACNRD029","16/04/2025","","F"
"_A","CNRD","X","19/02/2020","C__ACNRD031","21/05/2025","","F"
"_A","CNRD","X","19/02/2020","C__ACNRD032","21/05/2025","","F"
"_A","CNRD","X","19/02/2020","C__ACNRD033","21/05/2025","","F"
"_A","CNRD","X","19/02/2020","C__ACNRD042","18/06/2025","","F"
"_A","CNRG","X","05/11/2004","2__ACNRG000","05/11/2004","","T"
"_A","CNRG","X","05/11/2004","2__ACNRG001","14/03/2012","01/11/2012","F"
"_A","CNRG","X","05/11/2004","2__ACNRG002","18/10/2017","13/06/2018","F"
"_A","CNRG","X","05/11/2004","2__ACNRG003","15/11/2017","13/06/2018","F"
"_A","CNRG","X","05/11/2004","C__ACNRG002","17/10/2018","","F"
"_A","CNRG","X","05/11/2004","C__ACNRG009","20/02/2019","","F"
"_A","CNRG","X","05/11/2004","C__ACNRG029","16/04/2025","","F"
"_A","CNRG","X","05/11/2004","C__ACNRG031","21/05/2025","","F"
"_A","CNRG","X","05/11/2004","C__ACNRG032","21/05/2025","","F"
"_A","CNRG","X","05/11/2004","C__ACNRG033","21/05/2025","","F"
"_A","CNRG","X","05/11/2004","C__ACNRG042","18/06/2025","","F"
"_A","COLG","X","15/11/2017","2__ACOLG000","15/11/2017","","T"
"_A","COLO","X","15/08/2018","2__ACOLO000","15/08/2018","","T"
"_A","COMT","X","17/08/2016","2__ACOMT000","17/08/2016","17/08/2022","T"
"_A","CONI","X","18/12/2019","2__ACONI000","18/12/2019","","T"
"_A","COOP","X","12/06/2009","2__ACOOP000","12/06/2009","21/05/2025","T"
"_A","COOP","X","12/06/2009","C__ACOOP002","16/11/2016","21/05/2025","F"
"_A","COOP","X","12/06/2009","C__ACOOP009","20/02/2019","21/05/2025","F"
"_A","COOP","X","12/06/2009","C__ACOOP029","16/04/2025","21/05/2025","F"
"_A","CORE","X","20/07/2016","2__ACORE000","20/07/2016","","T"
"_A","COUL","X","15/06/2011","2__ACOUL000","15/06/2011","","T"
"_A","COUL","X","15/06/2011","2__ACOUL001","01/06/2021","","F"
"_A","COUL","X","15/06/2011","2__ACOUL002","21/12/2022","","F"
"_A","COUL","X","15/06/2011","2__ACOUL003","22/02/2023","","F"
"_A","COUL","X","15/06/2011","2__ACOUL004","20/11/2024","","F"
"_A","COUL","X","15/06/2011","2__ACOUL005","21/05/2025","","F"
"_A","COUL","X","15/06/2011","C__ACOUL002","16/11/2016","","F"
"_A","COUL","X","15/06/2011","C__ACOUL009","20/02/2019","","F"
"_A","COUL","X","15/06/2011","C__ACOUL029","16/04/2025","","F"
"_A","COUL","X","15/06/2011","C__ACOUL031","21/05/2025","","F"
"_A","COUL","X","15/06/2011","C__ACOUL032","21/05/2025","","F"
"_A","COUL","X","15/06/2011","C__ACOUL033","21/05/2025","","F"
"_A","COUL","X","15/06/2011","C__ACOUL042","18/06/2025","","F"
"_A","COVE","X","19/08/2015","2__ACOVE000","19/08/2015","20/07/2022","T"
"_A","CPPR","X","17/06/2015","2__ACPPR000","17/06/2015","","T"
"_A","CROW","X","01/01/2007","2__ACROW000","01/01/2007","16/11/2016","T"
"_A","CRWN","X","16/12/2020","2__ACRWN000","16/12/2020","","T"
"_A","CYCL","X","18/11/2015","2__ACYCL000","18/11/2015","","T"
"_A","CYCL","X","18/11/2015","C__ACYCL029","16/04/2025","","F"
"_A","CYCL","X","18/11/2015","C__ACYCL031","21/05/2025","","F"
"_A","CYCL","X","18/11/2015","C__ACYCL032","21/05/2025","","F"
"_A","CYCL","X","18/11/2015","C__ACYCL033","21/05/2025","","F"
"_A","CYCL","X","18/11/2015","C__ACYCL042","18/06/2025","","F"
"_A","DARE","X","16/03/2022","2__ADARE000","16/03/2022","18/09/2024","T"
"_A","DESL","X","16/03/2016","2__ADESL000","16/03/2016","","T"
"_A","DFDL","X","17/08/2016","2__ADFDL000","17/08/2016","","T"
"_A","DIRA","X","15/02/2017","2__ADIRA000","15/02/2017","","T"
"_A","DNEB","X","21/04/2021","2__ADNEB000","21/04/2021","","T"
"_A","DNRG","X","14/07/2010","2__ADNRG000","14/07/2010","18/05/2022","T"
"_A","DRAC","X","21/04/2021","2__ADRAC000","21/04/2021","","T"
"_A","DRGI","X","13/06/2018","2__ADRGI000","13/06/2018","","T"
"_A","DRNC","X","17/04/2024","2__ADRNC000","17/04/2024","","T"
"_A","DUAL","X","17/02/2010","2__ADUAL000","17/02/2010","","T"
"_A","EBES","X","18/11/2009","2__AEBES000","18/11/2009","","T"
"_A","ECOA","X","04/03/2005","2__AECOA000","04/03/2005","","T"
"_A","ECOA","X","04/03/2005","C__AECOA002","14/11/2018","","F"
"_A","ECOA","X","04/03/2005","C__AECOA009","20/02/2019","","F"
"_A","ECOA","X","04/03/2005","C__AECOA029","16/04/2025","","F"
"_A","ECOA","X","04/03/2005","C__AECOA031","21/05/2025","","F"
"_A","ECOA","X","04/03/2005","C__AECOA032","21/05/2025","","F"
"_A","ECOA","X","04/03/2005","C__AECOA033","21/05/2025","","F"
"_A","ECOA","X","04/03/2005","C__AECOA042","18/06/2025","","F"
"_A","ECON","X","21/01/2000","2__AECON000","23/11/2000","19/10/2022","T"
"_A","ECOT","X","13/09/2002","2__AECOT000","13/09/2002","","T"
"_A","ECOT","X","13/09/2002","2__AECOT002","21/10/2020","","F"
"_A","ECOT","X","13/09/2002","2__AECOT003","17/03/2021","","F"
"_A","ECOT","X","13/09/2002","C__AECOT002","16/11/2016","","F"
"_A","ECOT","X","13/09/2002","C__AECOT009","20/02/2019","","F"
"_A","ECOT","X","13/09/2002","C__AECOT029","16/04/2025","","F"
"_A","ECOT","X","13/09/2002","C__AECOT031","21/05/2025","","F"
"_A","ECOT","X","13/09/2002","C__AECOT032","21/05/2025","","F"
"_A","ECOT","X","13/09/2002","C__AECOT033","21/05/2025","","F"
"_A","ECOT","X","13/09/2002","C__AECOT042","18/06/2025","","F"
"_A","EDCO","X","20/11/2013","2__AEDCO000","20/11/2013","21/09/2016","T"
"_A","EDCO","X","20/11/2013","2__AENDC001","01/11/2014","30/11/2014","F"
"_A","EDDI","X","15/02/2017","2__AEDDI000","15/02/2017","","T"
"_A","EDFE","X","22/05/2019","2__AEDFE000","22/05/2019","","T"
"_A","EDFE","X","22/05/2019","C__AEDFE031","21/05/2025","","F"
"_A","EDFE","X","22/05/2019","C__AEDFE032","21/05/2025","","F"
"_A","EDFE","X","22/05/2019","C__AEDFE033","21/05/2025","","F"
"_A","EDFE","X","22/05/2019","C__AEDFE042","18/06/2025","","F"
"_A","EDGE","X","19/08/2015","2__AEDGE000","19/08/2015","","T"
"_A","EDGE","X","19/08/2015","C__AEDGE029","16/04/2025","","F"
"_A","EDGE","X","19/08/2015","C__AEDGE031","21/05/2025","","F"
"_A","EDGE","X","19/08/2015","C__AEDGE032","21/05/2025","","F"
"_A","EDGE","X","19/08/2015","C__AEDGE033","21/05/2025","","F"
"_A","EDGE","X","19/08/2015","C__AEDGE042","18/06/2025","","F"
"_A","EDIR","X","01/04/1996","2__AEDIR000","01/10/2000","","T"
"_A","EDIR","X","01/04/1996","2__AEDIR001","14/02/2001","23/05/2003","F"
"_A","EDIR","X","01/04/1996","2__AEDIR002","14/02/2001","23/05/2003","F"
"_A","EELC","X","01/04/1996","2__AEELC000","09/11/2000","21/06/2023","T"
"_A","EENG","X","17/08/1998","2__AEENG000","09/11/2000","19/04/2023","T"
"_A","EESL","X","19/11/2014","2__AEESL000","19/11/2014","22/05/2019","T"
"_A","EETL","X","14/03/2012","2__AEETL000","14/03/2012","18/12/2019","T"
"_A","EFLS","X","21/01/2015","2__AEFLS000","21/01/2015","","T"
"_A","EGDX","X","23/01/2019","2__AEGDX000","23/01/2019","","T"
"_A","EGML","X","21/09/2016","2__AEGML000","21/09/2016","","T"
"_A","ELEC","X","20/04/2016","2__AELEC000","20/04/2016","","T"
"_A","EMEB","X","01/04/1996","2__AEMEB000","07/09/2000","","T"
"_A","EMEB","X","01/04/1996","C__AEMEB002","16/11/2016","","F"
"_A","EMEB","X","01/04/1996","C__AEMEB009","20/02/2019","","F"
"_A","EMEB","X","01/04/1996","C__AEMEB029","16/04/2025","","F"
"_A","EMEB","X","01/04/1996","C__AEMEB031","21/05/2025","","F"
"_A","EMEB","X","01/04/1996","C__AEMEB032","21/05/2025","","F"
"_A","EMEB","X","01/04/1996","C__AEMEB033","21/05/2025","","F"
"_A","EMEB","X","01/04/1996","C__AEMEB042","18/06/2025","","F"
"_A","EMZO","X","11/04/2018","2__AEMZO000","11/04/2018","12/05/2023","T"
"_A","ENDC","X","10/12/2004","2__AENDC000","10/12/2004","","T"
"_A","ENDC","X","10/12/2004","2__AENDC001","01/12/2014","31/03/2021","F"
"_A","ENDC","X","10/12/2004","2__AENDC002","20/12/2017","","F"
"_A","ENDC","X","10/12/2004","2__AENDC003","25/09/2023","","F"
"_A","ENDC","X","10/12/2004","2__AENDC004","01/09/2024","","F"
"_A","ENDC","X","10/12/2004","C__AENDC002","16/11/2016","","F"
"_A","ENDC","X","10/12/2004","C__AENDC009","20/02/2019","","F"
"_A","ENDC","X","10/12/2004","C__AENDC029","16/04/2025","","F"
"_A","ENDC","X","10/12/2004","C__AENDC031","21/05/2025","","F"
"_A","ENDC","X","10/12/2004","C__AENDC032","21/05/2025","","F"
"_A","ENDC","X","10/12/2004","C__AENDC033","21/05/2025","","F"
"_A","ENDC","X","10/12/2004","C__AENDC042","18/06/2025","","F"
"_A","ENEC","X","17/03/2010","2__AENEC000","17/03/2010","","T"
"_A","ENEC","X","17/03/2010","C__AENEC002","16/11/2016","","F"
"_A","ENEC","X","17/03/2010","C__AENEC009","20/02/2019","","F"
"_A","ENEC","X","17/03/2010","C__AENEC029","16/04/2025","","F"
"_A","ENEC","X","17/03/2010","C__AENEC031","21/05/2025","","F"
"_A","ENEC","X","17/03/2010","C__AENEC032","21/05/2025","","F"
"_A","ENEC","X","17/03/2010","C__AENEC033","21/05/2025","","F"
"_A","ENEC","X","17/03/2010","C__AENEC042","18/06/2025","","F"
"_A","ENER","X","19/12/2018","2__AENER000","19/12/2018","","T"
"_A","ENGQ","X","16/09/2015","2__AENGQ000","16/09/2015","","T"
"_A","ENRD","X","01/04/1996","2__AENRD000","07/09/2000","","T"
"_A","ENRD","X","01/04/1996","2__AENRD001","14/02/2001","26/03/2001","F"
"_A","ENRD","X","01/04/1996","2__AENRD002","19/07/2017","","F"
"_A","ENRD","X","01/04/1996","C__AENRD002","16/11/2016","","F"
"_A","ENRD","X","01/04/1996","C__AENRD009","20/02/2019","","F"
"_A","ENRD","X","01/04/1996","C__AENRD029","16/04/2025","","F"
"_A","ENRD","X","01/04/1996","C__AENRD031","21/05/2025","","F"
"_A","ENRD","X","01/04/1996","C__AENRD032","21/05/2025","","F"
"_A","ENRD","X","01/04/1996","C__AENRD033","21/05/2025","","F"
"_A","ENRD","X","01/04/1996","C__AENRD042","18/06/2025","","F"
"_A","ENRG","X","14/07/2010","2__AENRG000","14/07/2010","","T"
"_A","ENRG","X","14/07/2010","2__AENRG001","16/05/2012","21/09/2016","F"
"_A","ENRG","X","14/07/2010","2__AENRG002","18/02/2015","","F"
"_A","ENRG","X","14/07/2010","2__AENRG003","21/08/2019","","F"
"_A","ENRG","X","14/07/2010","C__AENRG002","16/11/2016","","F"
"_A","ENRG","X","14/07/2010","C__AENRG009","20/02/2019","","F"
"_A","ENRG","X","14/07/2010","C__AENRG020","05/01/2024","","F"
"_A","ENRG","X","14/07/2010","C__AENRG029","16/04/2025","","F"
"_A","ENRG","X","14/07/2010","C__AENRG031","21/05/2025","","F"
"_A","ENRG","X","14/07/2010","C__AENRG032","21/05/2025","","F"
"_A","ENRG","X","14/07/2010","C__AENRG033","21/05/2025","","F"
"_A","ENRG","X","14/07/2010","C__AENRG042","18/06/2025","","F"
"_A","EOND","X","15/11/2017","2__AEOND000","15/11/2017","","T"
"_A","EOND","X","15/11/2017","C__AEOND029","16/04/2025","","F"
"_A","EOND","X","15/11/2017","C__AEOND031","21/05/2025","","F"
"_A","EOND","X","15/11/2017","C__AEOND032","21/05/2025","","F"
"_A","EOND","X","15/11/2017","C__AEOND033","21/05/2025","","F"
"_A","EOND","X","15/11/2017","C__AEOND042","18/06/2025","","F"
"_A","EPHH","X","09/08/2002","2__AEPHH000","09/08/2002","21/12/2022","T"
"_A","EQUI","X","19/06/2019","2__AEQUI000","19/06/2019","","T"
"_A","ESSL","X","17/08/2016","2__AESSL000","17/08/2016","","T"
"_A","EURO","X","17/10/2012","2__AEURO000","17/10/2012","","T"
"_A","EUST","X","21/12/2016","2__AEUST000","21/12/2016","","T"
"_A","EUST","X","21/12/2016","C__AEUST029","16/04/2025","","F"
"_A","EUST","X","21/12/2016","C__AEUST031","21/05/2025","","F"
"_A","EUST","X","21/12/2016","C__AEUST032","21/05/2025","","F"
"_A","EUST","X","21/12/2016","C__AEUST033","21/05/2025","","F"
"_A","EUST","X","21/12/2016","C__AEUST042","18/06/2025","","F"
"_A","EVER","X","18/10/2017","2__AEVER000","18/10/2017","","T"
"_A","EXGL","X","13/06/2018","2__AEXGL000","13/06/2018","","T"
"_A","EXGL","X","13/06/2018","C__AEXGL029","16/04/2025","","F"
"_A","EXGL","X","13/06/2018","C__AEXGL031","21/05/2025","","F"
"_A","EXGL","X","13/06/2018","C__AEXGL032","21/05/2025","","F"
"_A","EXGL","X","13/06/2018","C__AEXGL033","21/05/2025","","F"
"_A","EXGL","X","13/06/2018","C__AEXGL042","18/06/2025","","F"
"_A","FARA","X","15/02/2017","2__AFARA000","15/02/2017","","T"
"_A","FARR","X","19/08/2015","2__AFARR000","19/08/2015","","T"
"_A","FLEX","X","15/08/2018","2__AFLEX000","15/08/2018","","T"
"_A","FLEX","X","15/08/2018","2__AFLEX001","19/12/2018","22/05/2024","F"
"_A","FLEX","X","15/08/2018","2__AFLEX002","22/07/2020","22/05/2024","F"
"_A","FLEX","X","15/08/2018","2__AFLEX003","21/10/2020","","F"
"_A","FLEX","X","15/08/2018","2__AFLEX004","18/11/2020","","F"
"_A","FLEX","X","15/08/2018","2__AFLEX005","27/01/2021","","F"
"_A","FLEX","X","15/08/2018","C__AFLEX029","16/04/2025","","F"
"_A","FLEX","X","15/08/2018","C__AFLEX031","21/05/2025","","F"
"_A","FLEX","X","15/08/2018","C__AFLEX032","21/05/2025","","F"
"_A","FLEX","X","15/08/2018","C__AFLEX033","21/05/2025","","F"
"_A","FLEX","X","15/08/2018","C__AFLEX042","18/06/2025","","F"
"_A","FLOR","X","18/03/2020","2__AFLOR000","18/03/2020","21/09/2022","T"
"_A","FNRG","X","14/07/2010","2__AFNRG000","14/07/2010","","T"
"_A","FOUR","X","07/12/2007","2__AFOUR000","07/12/2007","16/12/2015","T"
"_A","FRST","X","01/12/2005","2__AFRST000","01/12/2005","","T"
"_A","FSEN","X","16/01/2013","2__AFSEN000","16/01/2013","","T"
"_A","FSEN","X","16/01/2013","2__AFSEN001","25/06/2016","","F"
"_A","FSEN","X","16/01/2013","2__AFSEN005","22/12/2021","18/09/2024","F"
"_A","FSEN","X","16/01/2013","2__AFSEN006","16/03/2022","","F"
"_A","FSEN","X","16/01/2013","2__AFSEN007","16/03/2022","19/10/2022","F"
"_A","FSEN","X","16/01/2013","2__AFSEN300","22/01/2025","","F"
"_A","FSEN","X","16/01/2013","C__AFSEN002","16/11/2016","","F"
"_A","FSEN","X","16/01/2013","C__AFSEN009","20/02/2019","","F"
"_A","FSEN","X","16/01/2013","C__AFSEN029","16/04/2025","","F"
"_A","FSEN","X","16/01/2013","C__AFSEN031","21/05/2025","","F"
"_A","FSEN","X","16/01/2013","C__AFSEN032","21/05/2025","","F"
"_A","FSEN","X","16/01/2013","C__AFSEN033","21/05/2025","","F"
"_A","FSEN","X","16/01/2013","C__AFSEN042","18/06/2025","","F"
"_A","FUSE","X","21/08/2024","2__AFUSE000","21/08/2024","","T"
"_A","FXGL","X","16/03/2016","2__AFXGL000","16/03/2016","","T"
"_A","GALE","X","16/11/2016","2__AGALE000","16/11/2016","","T"
"_A","GANY","X","17/10/2012","2__AGANY000","17/10/2012","","T"
"_A","GANY","X","17/10/2012","C__AGANY002","16/11/2016","","F"
"_A","GANY","X","17/10/2012","C__AGANY009","20/02/2019","","F"
"_A","GANY","X","17/10/2012","C__AGANY029","16/04/2025","","F"
"_A","GANY","X","17/10/2012","C__AGANY031","21/05/2025","","F"
"_A","GANY","X","17/10/2012","C__AGANY032","21/05/2025","","F"
"_A","GANY","X","17/10/2012","C__AGANY033","21/05/2025","","F"
"_A","GANY","X","17/10/2012","C__AGANY042","18/06/2025","","F"
"_A","GEEX","X","17/11/2021","2__AGEEX000","17/11/2021","","T"
"_A","GEOR","X","18/03/2020","2__AGEOR000","18/03/2020","21/09/2022","T"
"_A","GESL","X","17/06/2015","2__AGESL000","17/06/2015","","T"
"_A","GESL","X","17/06/2015","C__AGESL029","16/04/2025","","F"
"_A","GESL","X","17/06/2015","C__AGESL031","21/05/2025","","F"
"_A","GESL","X","17/06/2015","C__AGESL032","21/05/2025","","F"
"_A","GESL","X","17/06/2015","C__AGESL033","21/05/2025","","F"
"_A","GESL","X","17/06/2015","C__AGESL042","18/06/2025","","F"
"_A","GETW","X","04/06/2004","2__AGETW000","04/06/2004","","T"
"_A","GETW","X","04/06/2004","C__AGETW002","16/11/2016","","F"
"_A","GETW","X","04/06/2004","C__AGETW009","20/02/2019","","F"
"_A","GETW","X","04/06/2004","C__AGETW029","16/04/2025","","F"
"_A","GETW","X","04/06/2004","C__AGETW031","21/05/2025","","F"
"_A","GETW","X","04/06/2004","C__AGETW032","21/05/2025","","F"
"_A","GETW","X","04/06/2004","C__AGETW033","21/05/2025","","F"
"_A","GETW","X","04/06/2004","C__AGETW042","18/06/2025","","F"
"_A","GEUK","X","16/06/2021","2__AGEUK000","16/06/2021","","T"
"_A","GLDE","X","20/03/2019","2__AGLDE000","20/03/2019","","T"
"_A","GMTR","X","16/04/2009","2__AGMTR000","16/04/2009","","T"
"_A","GMTR","X","16/04/2009","C__AGMTR002","16/11/2016","","F"
"_A","GMTR","X","16/04/2009","C__AGMTR009","20/02/2019","","F"
"_A","GMTR","X","16/04/2009","C__AGMTR029","16/04/2025","","F"
"_A","GMTR","X","16/04/2009","C__AGMTR031","21/05/2025","","F"
"_A","GMTR","X","16/04/2009","C__AGMTR032","21/05/2025","","F"
"_A","GMTR","X","16/04/2009","C__AGMTR033","21/05/2025","","F"
"_A","GMTR","X","16/04/2009","C__AGMTR042","18/06/2025","","F"
"_A","GMTX","X","19/06/2019","2__AGMTX000","19/06/2019","","T"
"_A","GNRG","X","14/07/2010","2__AGNRG000","14/07/2010","","T"
"_A","GNRG","X","14/07/2010","C__AGNRG002","16/11/2016","","F"
"_A","GNRG","X","14/07/2010","C__AGNRG009","20/02/2019","","F"
"_A","GNRG","X","14/07/2010","C__AGNRG029","16/04/2025","","F"
"_A","GNRG","X","14/07/2010","C__AGNRG031","21/05/2025","","F"
"_A","GNRG","X","14/07/2010","C__AGNRG032","21/05/2025","","F"
"_A","GNRG","X","14/07/2010","C__AGNRG033","21/05/2025","","F"
"_A","GNRG","X","14/07/2010","C__AGNRG042","18/06/2025","","F"
"_A","GOEF","X","20/05/2020","2__AGOEF000","20/05/2020","","T"
"_A","GONG","X","16/11/2016","2__AGONG000","16/11/2016","","T"
"_A","GOOD","X","22/01/2020","2__AGOOD000","22/01/2020","","T"
"_A","GOOD","X","22/01/2020","C__AGOOD029","16/04/2025","","F"
"_A","GOOD","X","22/01/2020","C__AGOOD031","21/05/2025","","F"
"_A","GOOD","X","22/01/2020","C__AGOOD032","21/05/2025","","F"
"_A","GOOD","X","22/01/2020","C__AGOOD033","21/05/2025","","F"
"_A","GOOD","X","22/01/2020","C__AGOOD042","18/06/2025","","F"
"_A","HABI","X","17/07/2024","2__AHABI000","17/07/2024","","T"
"_A","HAVE","X","01/12/2006","2__AHAVE000","01/12/2006","","T"
"_A","HAVE","X","01/12/2006","C__AHAVE002","17/10/2018","","F"
"_A","HAVE","X","01/12/2006","C__AHAVE009","20/02/2019","","F"
"_A","HAVE","X","01/12/2006","C__AHAVE029","16/04/2025","","F"
"_A","HAVE","X","01/12/2006","C__AHAVE031","21/05/2025","","F"
"_A","HAVE","X","01/12/2006","C__AHAVE032","21/05/2025","","F"
"_A","HAVE","X","01/12/2006","C__AHAVE033","21/05/2025","","F"
"_A","HAVE","X","01/12/2006","C__AHAVE042","18/06/2025","","F"
"_A","HAWA","X","18/03/2020","2__AHAWA000","18/03/2020","21/09/2022","T"
"_A","HAWK","X","15/02/2017","2__AHAWK000","15/02/2017","","T"
"_A","HETL","X","22/05/2024","2__AHETL000","22/05/2024","","T"
"_A","HOLB","X","20/03/2013","2__AHOLB000","20/03/2013","","T"
"_A","HOME","X","20/07/2016","2__AHOME000","20/07/2016","16/10/2024","T"
"_A","HPOW","X","17/02/2010","2__AHPOW000","17/02/2010","","T"
"_A","HPOW","X","17/02/2010","2__AHPOW001","20/12/2017","","F"
"_A","HPOW","X","17/02/2010","2__AHPOW002","20/12/2017","","F"
"_A","HPOW","X","17/02/2010","C__AHPOW002","16/11/2016","","F"
"_A","HPOW","X","17/02/2010","C__AHPOW009","20/02/2019","","F"
"_A","HPOW","X","17/02/2010","C__AHPOW029","16/04/2025","","F"
"_A","HPOW","X","17/02/2010","C__AHPOW031","21/05/2025","","F"
