"GSP Group ID","Profile Class ID","Standard Settlement Configuration ID","Effective From Settlement Date (VSCPC)","Effective From Settlement Date (AFOYCS)","Effective To Settlement Date (AFOYCS)"
"_G","1","0393","01/04/1996","01/04/2023","31/03/2024"
"_G","3","0393","01/04/1996","01/04/2023","31/03/2024"
"_H","1","0393","01/04/1996","01/04/2023","31/03/2024"
"_H","3","0393","01/04/1996","01/04/2023","31/03/2024"
"_H","7","0393","01/04/1996","01/04/2023","31/03/2024"
"_J","1","0393","01/04/1996","01/04/2023","31/03/2024"
"_J","3","0393","01/04/1996","01/04/2023","31/03/2024"
"_K","1","0393","01/04/1996","01/04/2023","31/03/2024"
"_K","3","0393","01/04/1996","01/04/2023","31/03/2024"
"_L","1","0393","01/04/1996","01/04/2023","31/03/2024"
"_L","3","0393","01/04/1996","01/04/2023","31/03/2024"
"_M","1","0393","01/04/1996","01/04/2023","31/03/2024"
"_M","3","0393","01/04/1996","01/04/2023","31/03/2024"
"_N","1","0393","01/04/1996","01/04/2023","31/03/2024"
"_N","3","0393","01/04/1996","01/04/2023","31/03/2024"
"_N","5","0393","01/04/1996","01/04/2023","31/03/2024"
"_A","1","0393","01/04/1996","01/04/2024","31/03/2025"
"_A","3","0393","01/04/1996","01/04/2024","31/03/2025"
"_A","5","0393","01/04/1996","01/04/2024","31/03/2025"
"_A","6","0393","01/04/1996","01/04/2024","31/03/2025"
"_B","1","0393","01/04/1996","01/04/2024","31/03/2025"
"_B","3","0393","01/04/1996","01/04/2024","31/03/2025"
"_B","8","0393","01/04/1996","01/04/2024",""
"_C","1","0393","01/04/1996","01/04/2024","31/03/2025"
"_C","3","0393","01/04/1996","01/04/2024",""
"_C","7","0393","01/04/1996","01/04/2024",""
"_C","8","0393","01/04/1996","01/04/2024","31/03/2025"
"_D","1","0393","01/04/1996","01/04/2024","31/03/2025"
"_D","3","0393","01/04/1996","01/04/2024","31/03/2025"
"_E","1","0393","01/04/1996","01/04/2024","31/03/2025"
"_E","3","0393","01/04/1996","01/04/2024","31/03/2025"
"_E","5","0393","01/04/1996","01/04/2024","31/03/2025"
"_E","6","0393","01/04/1996","01/04/2024",""
"_F","1","0393","01/04/1996","01/04/2024","31/03/2025"
"_F","3","0393","01/04/1996","01/04/2024","31/03/2025"
"_G","1","0393","01/04/1996","01/04/2024","31/03/2025"
"_G","3","0393","01/04/1996","01/04/2024","31/03/2025"
"_G","7","0393","01/04/1996","01/04/2024",""
"_H","1","0393","01/04/1996","01/04/2024","31/03/2025"
"_H","3","0393","01/04/1996","01/04/2024","31/03/2025"
"_H","7","0393","01/04/1996","01/04/2024","31/03/2025"
"_J","1","0393","01/04/1996","01/04/2024","31/03/2025"
"_J","3","0393","01/04/1996","01/04/2024","31/03/2025"
"_K","1","0393","01/04/1996","01/04/2024","31/03/2025"
"_K","3","0393","01/04/1996","01/04/2024","31/03/2025"
"_L","1","0393","01/04/1996","01/04/2024","31/03/2025"
"_L","3","0393","01/04/1996","01/04/2024","31/03/2025"
"_L","5","0393","01/04/1996","01/04/2024","31/03/2025"
"_L","7","0393","01/04/1996","01/04/2024",""
"_M","1","0393","01/04/1996","01/04/2024","31/03/2025"
"_M","3","0393","01/04/1996","01/04/2024","31/03/2025"
"_M","7","0393","01/04/1996","01/04/2024",""
"_N","1","0393","01/04/1996","01/04/2024","31/03/2025"
"_N","3","0393","01/04/1996","01/04/2024","31/03/2025"
"_N","5","0393","01/04/1996","01/04/2024",""
"_N","7","0393","01/04/1996","01/04/2024","31/03/2025"
"_A","1","0393","01/04/1996","01/04/2025",""
"_A","3","0393","01/04/1996","01/04/2025",""
"_A","5","0393","01/04/1996","01/04/2025",""
"_A","6","0393","01/04/1996","01/04/2025",""
"_B","1","0393","01/04/1996","01/04/2025",""
"_B","3","0393","01/04/1996","01/04/2025",""
"_B","6","0393","01/04/1996","01/04/2025",""
"_C","1","0393","01/04/1996","01/04/2025",""
"_C","5","0393","01/04/1996","01/04/2025",""
"_C","8","0393","01/04/1996","01/04/2025",""
"_D","1","0393","01/04/1996","01/04/2025",""
"_D","3","0393","01/04/1996","01/04/2025",""
"_E","1","0393","01/04/1996","01/04/2025",""
"_E","3","0393","01/04/1996","01/04/2025",""
"_E","5","0393","01/04/1996","01/04/2025",""
"_E","8","0393","01/04/1996","01/04/2025",""
"_F","1","0393","01/04/1996","01/04/2025",""
"_F","3","0393","01/04/1996","01/04/2025",""
"_F","8","0393","01/04/1996","01/04/2025",""
"_G","1","0393","01/04/1996","01/04/2025",""
"_G","3","0393","01/04/1996","01/04/2025",""
"_H","1","0393","01/04/1996","01/04/2025",""
"_H","3","0393","01/04/1996","01/04/2025",""
"_H","7","0393","01/04/1996","01/04/2025",""
"_J","1","0393","01/04/1996","01/04/2025",""
"_J","3","0393","01/04/1996","01/04/2025",""
"_J","7","0393","01/04/1996","01/04/2025",""
"_J","8","0393","01/04/1996","01/04/2025",""
"_K","1","0393","01/04/1996","01/04/2025",""
"_K","3","0393","01/04/1996","01/04/2025",""
"_K","5","0393","01/04/1996","01/04/2025",""
"_L","1","0393","01/04/1996","01/04/2025",""
"_L","3","0393","01/04/1996","01/04/2025",""
"_L","5","0393","01/04/1996","01/04/2025",""
"_L","6","0393","01/04/1996","01/04/2025",""
"_L","8","0393","01/04/1996","01/04/2025",""
"_M","1","0393","01/04/1996","01/04/2025",""
"_M","3","0393","01/04/1996","01/04/2025",""
"_N","1","0393","01/04/1996","01/04/2025",""
"_N","3","0393","01/04/1996","01/04/2025",""
"_N","7","0393","01/04/1996","01/04/2025",""
"_A","2","0394","01/04/1996","01/04/2019","31/03/2022"
"_A","2","0394","01/04/1996","01/04/2022","31/03/2024"
"_A","2","0394","01/04/1996","01/04/2024","31/03/2025"
"_A","2","0394","01/04/1996","01/04/2025",""
"_A","4","0394","12/10/1998","01/04/2018","31/03/2023"
"_A","4","0394","12/10/1998","01/04/2023","31/03/2024"
"_A","4","0394","12/10/1998","01/04/2024",""
"_C","2","0395","01/04/1996","16/09/2005",""
"_J","2","0395","01/04/1996","01/04/2019","31/03/2020"
"_J","2","0395","01/04/1996","01/04/2020","31/03/2023"
"_J","2","0395","01/04/1996","01/04/2023","31/03/2024"
"_J","2","0395","01/04/1996","01/04/2024","31/03/2025"
"_J","2","0395","01/04/1996","01/04/2025",""
"_D","2","0396","01/04/1996","01/04/1996",""
"_M","2","0397","01/04/1996","01/04/2019","31/03/2020"
"_M","2","0397","01/04/1996","01/04/2020","31/03/2022"
"_M","2","0397","01/04/1996","01/04/2022","31/03/2025"
"_M","2","0397","01/04/1996","01/04/2025",""
"_K","4","0398","01/04/1996","01/04/1996",""
"_K","2","0398","01/04/1996","01/04/2019","31/03/2022"
"_K","2","0398","01/04/1996","01/04/2022",""
"_K","2","0399","01/04/1996","01/04/2015",""
"_K","4","0399","01/04/1996","01/04/2015","31/03/2020"
"_K","4","0399","01/04/1996","01/04/2020",""
"_K","4","0400","01/04/1996","01/04/2019","31/03/2020"
"_K","4","0400","01/04/1996","01/04/2020","31/03/2022"
"_K","4","0400","01/04/1996","01/04/2022","31/03/2023"
"_K","4","0400","01/04/1996","01/04/2023","31/03/2024"
"_K","4","0400","01/04/1996","01/04/2024","31/03/2025"
"_K","4","0400","01/04/1996","01/04/2025",""
"_A","2","0401","01/04/1996","01/04/2019","31/03/2020"
"_A","2","0401","01/04/1996","01/04/2020","31/03/2022"
"_A","2","0401","01/04/1996","01/04/2022",""
"_P","2","0402","20/01/2021","20/01/2021",""
"_P","4","0402","20/01/2021","20/01/2021",""
"_A","4","0403","01/04/1996","01/04/2015",""
"_A","2","0404","01/04/1996","01/04/2019","31/03/2020"
"_A","2","0404","01/04/1996","01/04/2020","31/03/2023"
"_A","2","0404","01/04/1996","01/04/2023","31/03/2024"
"_A","2","0404","01/04/1996","01/04/2024","31/03/2025"
"_A","2","0404","01/04/1996","01/04/2025",""
"_A","2","0405","01/04/1996","01/04/2019","31/03/2020"
"_A","2","0405","01/04/1996","01/04/2020","31/03/2022"
"_A","2","0405","01/04/1996","01/04/2022",""
"_C","2","0406","01/04/1996","01/04/2015","31/03/2023"
"_C","2","0406","01/04/1996","01/04/2023",""
"_C","2","0407","01/04/1996","01/04/2015",""
"_C","2","0408","01/04/1996","01/04/2015",""
"_C","2","0409","01/04/1996","01/04/2015",""
"_C","2","0410","01/04/1996","01/04/2015",""
"_C","2","0411","01/04/1996","01/04/2015",""
"_C","2","0412","01/04/1996","01/04/2015",""
"_C","2","0413","01/04/1996","01/04/2015",""
"_C","2","0414","01/04/1996","01/04/2015","31/03/2022"
"_C","2","0414","01/04/1996","01/04/2022",""
"_C","2","0415","01/04/1996","01/04/2015",""
"_C","2","0416","01/04/1996","01/04/2019","31/03/2020"
"_C","2","0416","01/04/1996","01/04/2020","31/03/2023"
"_C","2","0416","01/04/1996","01/04/2023","31/03/2025"
"_C","2","0416","01/04/1996","01/04/2025",""
"_C","2","0417","01/04/1996","01/04/1996",""
"_C","2","0418","01/04/1996","01/04/1996",""
"_C","2","0419","01/04/1996","01/04/1996",""
"_C","2","0420","01/04/1996","01/04/2015",""
"_C","2","0421","01/04/1996","01/04/2015",""
"_C","2","0422","01/04/1996","01/04/2015",""
"_C","2","0423","01/04/1996","01/04/2015","31/03/2020"
"_C","2","0423","01/04/1996","01/04/2020",""
"_C","2","0424","01/04/1996","01/04/1996",""
"_H","2","0425","01/04/1996","01/04/2019",""
"_A","4","0426","01/04/1996","01/04/2015","31/03/2024"
"_A","2","0426","01/04/1996","01/04/2019","31/03/2020"
"_A","2","0426","01/04/1996","01/04/2020","31/03/2023"
"_A","2","0426","01/04/1996","01/04/2023","31/03/2024"
"_A","2","0426","01/04/1996","01/04/2024","31/03/2025"
"_A","4","0426","01/04/1996","01/04/2024",""
"_A","2","0426","01/04/1996","01/04/2025",""
"_L","4","0427","01/04/1996","01/04/1996","31/03/2025"
"_L","2","0427","01/04/1996","01/04/2015","31/03/2020"
"_L","2","0427","01/04/1996","01/04/2020",""
"_L","4","0427","01/04/1996","01/04/2025",""
"_A","8","0428","01/04/1996","05/06/2000",""
"_B","8","0428","01/04/1996","05/06/2000",""
"_C","8","0428","01/04/1996","05/06/2000",""
"_D","8","0428","01/04/1996","05/06/2000",""
"_E","8","0428","01/04/1996","05/06/2000",""
"_F","8","0428","01/04/1996","05/06/2000",""
"_G","8","0428","01/04/1996","05/06/2000",""
"_H","8","0428","01/04/1996","05/06/2000",""
"_J","8","0428","01/04/1996","05/06/2000",""
"_K","8","0428","01/04/1996","05/06/2000",""
"_L","8","0428","01/04/1996","05/06/2000",""
"_M","8","0428","01/04/1996","05/06/2000",""
"_N","8","0428","01/04/1996","21/01/2005",""
"_A","1","0429","01/04/1996","05/06/2000",""
"_B","1","0429","01/04/1996","05/06/2000",""
"_C","1","0429","01/04/1996","05/06/2000",""
"_D","1","0429","01/04/1996","05/06/2000",""
"_E","1","0429","01/04/1996","05/06/2000",""
"_F","1","0429","01/04/1996","05/06/2000",""
"_G","1","0429","01/04/1996","05/06/2000",""
"_H","1","0429","01/04/1996","05/06/2000",""
"_J","1","0429","01/04/1996","05/06/2000",""
"_K","1","0429","01/04/1996","05/06/2000",""
"_L","1","0429","01/04/1996","05/06/2000",""
"_M","1","0429","01/04/1996","05/06/2000",""
"_N","1","0429","01/04/1996","21/01/2005",""
"_A","1","0430","01/04/1996","05/06/2000",""
"_B","1","0430","01/04/1996","05/06/2000",""
"_C","1","0430","01/04/1996","05/06/2000",""
"_D","1","0430","01/04/1996","05/06/2000",""
"_E","1","0430","01/04/1996","05/06/2000",""
"_F","1","0430","01/04/1996","05/06/2000",""
"_G","1","0430","01/04/1996","05/06/2000",""
"_H","1","0430","01/04/1996","05/06/2000",""
"_J","1","0430","01/04/1996","05/06/2000",""
"_K","1","0430","01/04/1996","05/06/2000",""
"_L","1","0430","01/04/1996","05/06/2000",""
"_M","1","0430","01/04/1996","05/06/2000",""
"_N","1","0430","01/04/1996","21/01/2005",""
"_A","1","0431","01/04/1996","05/06/2000",""
"_B","1","0431","01/04/1996","05/06/2000",""
"_C","1","0431","01/04/1996","05/06/2000",""
"_D","1","0431","01/04/1996","05/06/2000",""
"_E","1","0431","01/04/1996","05/06/2000",""
"_F","1","0431","01/04/1996","05/06/2000",""
"_G","1","0431","01/04/1996","05/06/2000",""
"_H","1","0431","01/04/1996","05/06/2000",""
"_J","1","0431","01/04/1996","05/06/2000",""
"_K","1","0431","01/04/1996","05/06/2000",""
"_L","1","0431","01/04/1996","05/06/2000",""
"_M","1","0431","01/04/1996","05/06/2000",""
"_N","1","0431","01/04/1996","21/01/2005",""
"_L","2","0432","01/04/1996","01/04/1996",""
"_L","4","0432","01/04/1996","01/04/1996","31/03/2022"
"_L","4","0432","01/04/1996","01/04/2022","31/03/2023"
"_L","4","0432","01/04/1996","01/04/2023","31/03/2024"
"_L","4","0432","01/04/1996","01/04/2024",""
"_P","2","0433","20/01/2021","20/01/2021",""
"_P","4","0433","20/01/2021","20/01/2021",""
"_B","4","0434","01/04/1996","01/04/2016","31/03/2022"
"_B","2","0434","01/04/1996","01/04/2019","31/03/2023"
"_B","4","0434","01/04/1996","01/04/2022",""
"_B","2","0434","01/04/1996","01/04/2023",""
"_L","2","0435","01/04/1996","01/04/2019","31/03/2020"
"_L","2","0435","01/04/1996","01/04/2020",""
"_L","2","0436","01/04/1996","01/04/2015","31/03/2023"
"_L","4","0436","01/04/1996","01/04/2019","31/03/2020"
"_L","4","0436","01/04/1996","01/04/2020","31/03/2022"
"_L","4","0436","01/04/1996","01/04/2022","31/03/2024"
"_L","2","0436","01/04/1996","01/04/2023",""
"_L","4","0436","01/04/1996","01/04/2024","31/03/2025"
"_L","4","0436","01/04/1996","01/04/2025",""
"_A","2","0437","01/04/1996","01/04/2015","31/03/2020"
"_A","2","0437","01/04/1996","01/04/2020",""
"_P","2","0438","20/01/2021","20/01/2021",""
"_P","4","0438","20/01/2021","20/01/2021",""
"_K","4","0439","01/04/1996","01/04/1996",""
"_K","2","0439","01/04/1996","01/04/2019","31/03/2025"
"_K","2","0439","01/04/1996","01/04/2025",""
"_E","8","0440","01/04/1996","01/04/1996",""
"_E","7","0440","01/04/1996","01/04/2015",""
"_E","6","0440","01/04/1996","01/04/2016",""
"_E","5","0440","01/04/1996","01/04/2019",""
"_M","5","0441","01/04/1996","01/04/2013",""
"_M","6","0441","01/04/1996","01/04/2016",""
"_M","7","0441","01/04/1996","01/04/2016",""
"_M","8","0441","01/04/1996","01/04/2016",""
"_B","1","0442","01/04/1996","01/04/2019","31/03/2020"
"_B","2","0442","01/04/1996","01/04/2019","31/03/2020"
"_B","3","0442","01/04/1996","01/04/2019","31/03/2020"
"_B","4","0442","01/04/1996","01/04/2019","31/03/2020"
"_B","1","0442","01/04/1996","01/04/2020","31/03/2023"
"_B","2","0442","01/04/1996","01/04/2020","31/03/2022"
"_B","3","0442","01/04/1996","01/04/2020","31/03/2023"
"_B","4","0442","01/04/1996","01/04/2020","31/03/2022"
"_B","2","0442","01/04/1996","01/04/2022","31/03/2023"
"_B","4","0442","01/04/1996","01/04/2022","31/03/2023"
"_B","1","0442","01/04/1996","01/04/2023","31/03/2024"
"_B","2","0442","01/04/1996","01/04/2023","31/03/2024"
"_B","3","0442","01/04/1996","01/04/2023","31/03/2024"
"_B","4","0442","01/04/1996","01/04/2023","31/03/2024"
"_B","1","0442","01/04/1996","01/04/2024","31/03/2025"
"_B","2","0442","01/04/1996","01/04/2024","31/03/2025"
"_B","3","0442","01/04/1996","01/04/2024",""
"_B","4","0442","01/04/1996","01/04/2024","31/03/2025"
"_B","1","0442","01/04/1996","01/04/2025",""
"_B","2","0442","01/04/1996","01/04/2025",""
"_B","4","0442","01/04/1996","01/04/2025",""
"_B","3","0443","01/04/1996","01/04/2018","31/03/2020"
"_B","3","0443","01/04/1996","01/04/2020","31/03/2022"
"_B","3","0443","01/04/1996","01/04/2022","31/03/2023"
"_B","3","0443","01/04/1996","01/04/2023","31/03/2024"
"_B","3","0443","01/04/1996","01/04/2024","31/03/2025"
"_B","3","0443","01/04/1996","01/04/2025",""
"_P","1","0443","22/11/2002","01/04/2016","31/03/2023"
"_H","1","0443","22/11/2002","01/04/2019","31/03/2020"
"_K","1","0443","22/11/2002","01/04/2019","31/03/2020"
"_H","1","0443","22/11/2002","01/04/2020","31/03/2022"
"_K","1","0443","22/11/2002","01/04/2020","31/03/2023"
"_H","1","0443","22/11/2002","01/04/2022","31/03/2023"
"_H","1","0443","22/11/2002","01/04/2023",""
"_K","1","0443","22/11/2002","01/04/2023","31/03/2024"
"_P","1","0443","22/11/2002","01/04/2023","31/03/2024"
"_K","1","0443","22/11/2002","01/04/2024","31/03/2025"
"_P","1","0443","22/11/2002","01/04/2024",""
"_K","1","0443","22/11/2002","01/04/2025",""
"_K","4","0444","01/04/1996","01/04/2015","31/03/2022"
"_B","4","0444","01/04/1996","01/04/2019","31/03/2020"
"_B","4","0444","01/04/1996","01/04/2020","31/03/2022"
"_B","4","0444","01/04/1996","01/04/2022","31/03/2024"
"_K","4","0444","01/04/1996","01/04/2022",""
"_B","4","0444","01/04/1996","01/04/2024","31/03/2025"
"_B","4","0444","01/04/1996","01/04/2025",""
"_D","2","0445","01/04/1996","01/04/2019","31/03/2020"
"_D","2","0445","01/04/1996","01/04/2020","31/03/2022"
"_D","2","0445","01/04/1996","01/04/2022","31/03/2024"
"_D","2","0445","01/04/1996","01/04/2024","31/03/2025"
"_D","2","0445","01/04/1996","01/04/2025",""
"_D","2","0446","01/04/1996","01/04/2019","31/03/2020"
"_D","2","0446","01/04/1996","01/04/2020",""
"_L","2","0447","01/04/1996","01/04/2018","31/03/2020"
"_L","4","0447","01/04/1996","01/04/2019","31/03/2020"
"_L","2","0447","01/04/1996","01/04/2020","31/03/2022"
"_L","4","0447","01/04/1996","01/04/2020",""
"_L","2","0447","01/04/1996","01/04/2022","31/03/2025"
"_L","2","0447","01/04/1996","01/04/2025",""
"_L","2","0448","01/04/1996","01/04/2012",""
"_L","4","0448","01/04/1996","01/04/2014",""
"_L","2","0449","01/04/1996","01/04/1996",""
"_L","4","0449","01/04/1996","01/04/1996",""
"_L","2","0450","01/04/1996","01/04/1996",""
"_L","4","0450","01/04/1996","01/04/1996",""
"_L","2","0451","01/04/1996","01/04/2012","31/03/2025"
"_L","4","0451","01/04/1996","01/04/2012","31/03/2020"
"_L","4","0451","01/04/1996","01/04/2020","31/03/2024"
"_L","4","0451","01/04/1996","01/04/2024",""
"_L","2","0451","01/04/1996","01/04/2025",""
"_L","4","0452","01/04/1996","01/04/1996",""
"_L","2","0452","01/04/1996","01/04/2011","31/03/2020"
"_L","2","0452","01/04/1996","01/04/2020",""
"_L","2","0453","01/04/1996","01/04/1996",""
"_L","4","0453","01/04/1996","01/04/1996",""
"_L","2","0454","01/04/1996","01/04/1996",""
"_L","4","0454","01/04/1996","01/04/1996",""
"_L","4","0455","01/04/1996","01/04/1996",""
"_L","2","0455","01/04/1996","01/04/2016","31/03/2020"
"_L","2","0455","01/04/1996","01/04/2020","31/03/2025"
"_L","2","0455","01/04/1996","01/04/2025",""
"_L","4","0456","01/04/1996","01/04/1996",""
"_L","2","0456","01/04/1996","01/04/2019","31/03/2020"
"_L","2","0456","01/04/1996","01/04/2020",""
"_P","2","0457","20/01/2021","20/01/2021",""
"_P","4","0457","20/01/2021","20/01/2021",""
"_P","2","0458","20/01/2021","20/01/2021",""
"_L","2","0459","01/04/1996","01/04/1996",""
"_L","4","0459","01/04/1996","01/04/1996",""
"_H","2","0460","01/04/1996","01/04/1996",""
"_H","4","0461","01/04/1996","01/04/1996",""
"_H","2","0462","01/04/1996","01/04/1996",""
"_H","2","0463","01/04/1996","01/04/1996",""
"_A","1","0464","01/04/1996","01/04/1996",""
"_A","1","0465","01/04/1996","01/04/1996",""
"_E","5","0466","01/04/1996","01/04/1996",""
"_E","6","0466","01/04/1996","01/04/1996",""
"_E","7","0466","01/04/1996","01/04/1996",""
"_E","8","0466","01/04/1996","01/04/1996",""
"_E","5","0467","01/04/1996","01/04/1996",""
"_E","6","0467","01/04/1996","01/04/1996",""
"_E","7","0467","01/04/1996","01/04/1996",""
"_E","8","0467","01/04/1996","01/04/1996",""
"_E","5","0468","01/04/1996","01/04/1996",""
"_E","6","0468","01/04/1996","01/04/1996",""
"_E","7","0468","01/04/1996","01/04/1996",""
"_E","8","0468","01/04/1996","01/04/1996",""
"_E","5","0469","01/04/1996","01/04/1996",""
"_E","6","0469","01/04/1996","01/04/1996",""
"_E","7","0469","01/04/1996","01/04/1996",""
"_E","8","0469","01/04/1996","01/04/1996",""
"_E","5","0470","01/04/1996","01/04/1996",""
"_E","6","0470","01/04/1996","01/04/1996",""
"_E","7","0470","01/04/1996","01/04/1996",""
"_E","8","0470","01/04/1996","01/04/1996",""
"_P","2","0471","20/01/2021","20/01/2021",""
"_G","4","0473","29/01/1999","29/01/1999",""
"_G","2","0474","29/01/1999","29/01/1999",""
"_G","4","0474","29/01/1999","29/01/1999",""
"_G","4","0475","29/01/1999","29/01/1999",""
"_G","2","0475","29/01/1999","01/04/2015","31/03/2020"
"_G","2","0475","29/01/1999","01/04/2020",""
"_G","2","0476","29/01/1999","29/01/1999",""
"_G","4","0476","29/01/1999","29/01/1999",""
"_G","2","0477","29/01/1999","29/01/1999",""
"_G","4","0477","29/01/1999","29/01/1999",""
"_G","4","0478","29/01/1999","29/01/1999","31/03/2023"
"_G","4","0478","29/01/1999","01/04/2023","31/03/2024"
"_G","4","0478","29/01/1999","01/04/2024",""
"_K","4","0479","21/06/2002","01/04/2016",""
"_K","2","0479","21/06/2002","01/04/2019","31/03/2020"
"_K","2","0479","21/06/2002","01/04/2020","31/03/2022"
"_K","2","0479","21/06/2002","01/04/2022","31/03/2023"
"_K","2","0479","21/06/2002","01/04/2023","31/03/2024"
"_K","2","0479","21/06/2002","01/04/2024","31/03/2025"
"_K","2","0479","21/06/2002","01/04/2025",""
"_K","4","0480","21/06/2002","21/06/2002",""
"_K","2","0480","21/06/2002","01/04/2019","31/03/2020"
"_K","2","0480","21/06/2002","01/04/2020","31/03/2022"
"_K","2","0480","21/06/2002","01/04/2022",""
"_K","4","0481","21/06/2002","01/04/2015",""
"_K","2","0481","21/06/2002","01/04/2019","31/03/2020"
"_K","2","0481","21/06/2002","01/04/2020","31/03/2022"
"_K","2","0481","21/06/2002","01/04/2022","31/03/2023"
"_K","2","0481","21/06/2002","01/04/2023","31/03/2025"
"_K","2","0481","21/06/2002","01/04/2025",""
"_A","8","0482","28/09/2003","01/04/2015","31/03/2023"
"_C","8","0482","28/09/2003","01/04/2015","31/03/2023"
"_D","8","0482","28/09/2003","01/04/2015",""
"_E","8","0482","28/09/2003","01/04/2015","31/03/2023"
"_F","8","0482","28/09/2003","01/04/2015","31/03/2023"
"_G","8","0482","28/09/2003","01/04/2015",""
"_H","8","0482","28/09/2003","01/04/2015","31/03/2023"
"_J","8","0482","28/09/2003","01/04/2015","31/03/2023"
"_L","8","0482","28/09/2003","01/04/2015","31/03/2023"
"_M","8","0482","28/09/2003","01/04/2015",""
"_N","8","0482","28/09/2003","01/04/2015",""
"_P","8","0482","28/09/2003","01/04/2015",""
"_B","8","0482","28/09/2003","01/04/2016","31/03/2023"
"_K","8","0482","28/09/2003","01/04/2016",""
"_A","8","0482","28/09/2003","01/04/2023",""
"_B","8","0482","28/09/2003","01/04/2023",""
"_C","8","0482","28/09/2003","01/04/2023",""
"_E","8","0482","28/09/2003","01/04/2023",""
"_F","8","0482","28/09/2003","01/04/2023",""
"_H","8","0482","28/09/2003","01/04/2023",""
"_J","8","0482","28/09/2003","01/04/2023",""
"_L","8","0482","28/09/2003","01/04/2023",""
"_C","8","0483","28/09/2003","28/09/2003",""
"_D","8","0483","28/09/2003","28/09/2003",""
"_E","8","0483","28/09/2003","28/09/2003",""
"_G","8","0483","28/09/2003","28/09/2003",""
"_L","8","0483","28/09/2003","28/09/2003",""
"_M","8","0483","28/09/2003","28/09/2003",""
"_N","8","0483","28/09/2003","01/04/2005",""
"_F","8","0483","28/09/2003","01/04/2013",""
"_A","8","0483","28/09/2003","01/04/2015","31/03/2023"
"_B","8","0483","28/09/2003","01/04/2015",""
"_H","8","0483","28/09/2003","01/04/2015",""
"_J","8","0483","28/09/2003","01/04/2015",""
"_K","8","0483","28/09/2003","01/04/2015",""
"_P","8","0483","28/09/2003","01/04/2015","31/03/2023"
"_A","8","0483","28/09/2003","01/04/2023",""
"_P","8","0483","28/09/2003","01/04/2023",""
"_A","8","0484","28/09/2003","28/09/2003",""
"_B","8","0484","28/09/2003","28/09/2003",""
"_C","8","0484","28/09/2003","28/09/2003",""
"_D","8","0484","28/09/2003","28/09/2003",""
"_E","8","0484","28/09/2003","28/09/2003",""
"_F","8","0484","28/09/2003","28/09/2003",""
"_G","8","0484","28/09/2003","28/09/2003",""
"_K","8","0484","28/09/2003","28/09/2003",""
"_L","8","0484","28/09/2003","28/09/2003",""
"_M","8","0484","28/09/2003","28/09/2003",""
"_N","8","0484","28/09/2003","01/04/2005",""
"_H","8","0484","28/09/2003","01/04/2015",""
"_P","8","0484","28/09/2003","01/04/2015",""
"_J","8","0484","28/09/2003","01/04/2016",""
"_A","8","0485","28/09/2003","28/09/2003",""
"_B","8","0485","28/09/2003","28/09/2003",""
"_C","8","0485","28/09/2003","28/09/2003",""
"_E","8","0485","28/09/2003","28/09/2003",""
"_F","8","0485","28/09/2003","28/09/2003",""
"_G","8","0485","28/09/2003","28/09/2003",""
"_H","8","0485","28/09/2003","28/09/2003",""
"_J","8","0485","28/09/2003","28/09/2003",""
"_K","8","0485","28/09/2003","28/09/2003",""
"_L","8","0485","28/09/2003","28/09/2003",""
"_M","8","0485","28/09/2003","28/09/2003",""
"_N","8","0485","28/09/2003","01/04/2005",""
"_P","8","0485","28/09/2003","01/04/2005",""
"_D","8","0485","28/09/2003","01/04/2016",""
"_A","8","0486","28/09/2003","28/09/2003",""
"_B","8","0486","28/09/2003","28/09/2003",""
"_C","8","0486","28/09/2003","28/09/2003",""
"_D","8","0486","28/09/2003","28/09/2003",""
"_E","8","0486","28/09/2003","28/09/2003",""
"_F","8","0486","28/09/2003","28/09/2003",""
"_G","8","0486","28/09/2003","28/09/2003",""
"_H","8","0486","28/09/2003","28/09/2003",""
"_J","8","0486","28/09/2003","28/09/2003",""
"_K","8","0486","28/09/2003","28/09/2003",""
"_L","8","0486","28/09/2003","28/09/2003","31/03/2023"
"_M","8","0486","28/09/2003","28/09/2003",""
"_N","8","0486","28/09/2003","01/04/2005",""
"_P","8","0486","28/09/2003","01/04/2005",""
"_L","8","0486","28/09/2003","01/04/2023",""
"_A","8","0487","28/09/2003","28/09/2003",""
"_B","8","0487","28/09/2003","28/09/2003",""
"_C","8","0487","28/09/2003","28/09/2003",""
"_D","8","0487","28/09/2003","28/09/2003",""
"_E","8","0487","28/09/2003","28/09/2003",""
"_F","8","0487","28/09/2003","28/09/2003",""
"_G","8","0487","28/09/2003","28/09/2003",""
"_H","8","0487","28/09/2003","28/09/2003",""
"_J","8","0487","28/09/2003","28/09/2003",""
"_K","8","0487","28/09/2003","28/09/2003",""
"_L","8","0487","28/09/2003","28/09/2003",""
"_M","8","0487","28/09/2003","28/09/2003",""
"_N","8","0487","28/09/2003","01/04/2005",""
"_P","8","0487","28/09/2003","01/04/2005",""
"_A","8","0488","28/09/2003","28/09/2003",""
"_B","8","0488","28/09/2003","28/09/2003",""
"_C","8","0488","28/09/2003","28/09/2003",""
"_D","8","0488","28/09/2003","28/09/2003",""
"_E","8","0488","28/09/2003","28/09/2003",""
"_F","8","0488","28/09/2003","28/09/2003",""
"_G","8","0488","28/09/2003","28/09/2003",""
