"GSP Group ID","Profile Class ID","Standard Settlement Configuration ID","Effective From Settlement Date (VSCPC)","Effective From Settlement Date (AFOYCS)","Effective To Settlement Date (AFOYCS)"
"_A","4","0152","01/04/1996","01/04/2024","31/03/2025"
"_A","2","0152","01/04/1996","01/04/2025",""
"_A","4","0152","01/04/1996","01/04/2025",""
"_E","2","0153","01/04/1996","17/07/2013","31/03/2022"
"_E","4","0153","01/04/1996","17/07/2013",""
"_G","2","0153","01/04/1996","17/07/2013","31/03/2020"
"_G","4","0153","01/04/1996","17/07/2013","31/03/2023"
"_C","2","0153","01/04/1996","19/03/2014",""
"_C","4","0153","01/04/1996","19/03/2014",""
"_F","2","0153","01/04/1996","19/03/2014",""
"_F","4","0153","01/04/1996","19/03/2014",""
"_H","2","0153","01/04/1996","19/03/2014","31/03/2023"
"_H","4","0153","01/04/1996","19/03/2014","31/03/2022"
"_M","2","0153","01/04/1996","19/03/2014","31/03/2023"
"_M","4","0153","01/04/1996","19/03/2014","31/03/2023"
"_P","2","0153","01/04/1996","19/03/2014",""
"_P","4","0153","01/04/1996","19/03/2014","31/03/2022"
"_K","2","0153","01/04/1996","01/04/2018","31/03/2020"
"_A","2","0153","01/04/1996","01/04/2019","31/03/2020"
"_A","4","0153","01/04/1996","01/04/2019","31/03/2020"
"_B","2","0153","01/04/1996","01/04/2019","31/03/2020"
"_B","4","0153","01/04/1996","01/04/2019","31/03/2020"
"_K","4","0153","01/04/1996","01/04/2019","31/03/2020"
"_A","2","0153","01/04/1996","01/04/2020","31/03/2022"
"_A","4","0153","01/04/1996","01/04/2020","31/03/2022"
"_B","2","0153","01/04/1996","01/04/2020","31/03/2022"
"_B","4","0153","01/04/1996","01/04/2020","31/03/2022"
"_G","2","0153","01/04/1996","01/04/2020","31/03/2022"
"_K","2","0153","01/04/1996","01/04/2020","31/03/2022"
"_K","4","0153","01/04/1996","01/04/2020","31/03/2022"
"_A","2","0153","01/04/1996","01/04/2022","31/03/2023"
"_A","4","0153","01/04/1996","01/04/2022","31/03/2023"
"_B","2","0153","01/04/1996","01/04/2022","31/03/2023"
"_B","4","0153","01/04/1996","01/04/2022","31/03/2023"
"_E","2","0153","01/04/1996","01/04/2022","31/03/2025"
"_G","2","0153","01/04/1996","01/04/2022","31/03/2023"
"_H","4","0153","01/04/1996","01/04/2022","31/03/2025"
"_K","2","0153","01/04/1996","01/04/2022","31/03/2023"
"_K","4","0153","01/04/1996","01/04/2022",""
"_P","4","0153","01/04/1996","01/04/2022","31/03/2024"
"_A","2","0153","01/04/1996","01/04/2023","31/03/2024"
"_A","4","0153","01/04/1996","01/04/2023","31/03/2024"
"_B","2","0153","01/04/1996","01/04/2023","31/03/2024"
"_B","4","0153","01/04/1996","01/04/2023","31/03/2024"
"_G","2","0153","01/04/1996","01/04/2023","31/03/2024"
"_G","4","0153","01/04/1996","01/04/2023","31/03/2024"
"_H","2","0153","01/04/1996","01/04/2023",""
"_K","2","0153","01/04/1996","01/04/2023","31/03/2024"
"_M","2","0153","01/04/1996","01/04/2023","31/03/2025"
"_M","4","0153","01/04/1996","01/04/2023",""
"_A","2","0153","01/04/1996","01/04/2024","31/03/2025"
"_A","4","0153","01/04/1996","01/04/2024","31/03/2025"
"_B","2","0153","01/04/1996","01/04/2024","31/03/2025"
"_B","4","0153","01/04/1996","01/04/2024","31/03/2025"
"_G","2","0153","01/04/1996","01/04/2024","31/03/2025"
"_G","4","0153","01/04/1996","01/04/2024",""
"_K","2","0153","01/04/1996","01/04/2024","31/03/2025"
"_P","4","0153","01/04/1996","01/04/2024",""
"_A","2","0153","01/04/1996","01/04/2025",""
"_A","4","0153","01/04/1996","01/04/2025",""
"_B","2","0153","01/04/1996","01/04/2025",""
"_B","4","0153","01/04/1996","01/04/2025",""
"_E","2","0153","01/04/1996","01/04/2025",""
"_G","2","0153","01/04/1996","01/04/2025",""
"_H","4","0153","01/04/1996","01/04/2025",""
"_K","2","0153","01/04/1996","01/04/2025",""
"_M","2","0153","01/04/1996","01/04/2025",""
"_L","5","0154","01/04/1996","01/04/2019","31/03/2022"
"_L","6","0154","01/04/1996","01/04/2019","31/03/2023"
"_L","7","0154","01/04/1996","01/04/2019","31/03/2020"
"_L","8","0154","01/04/1996","01/04/2019","31/03/2023"
"_L","7","0154","01/04/1996","01/04/2020","31/03/2024"
"_L","5","0154","01/04/1996","01/04/2022",""
"_L","6","0154","01/04/1996","01/04/2023","31/03/2024"
"_L","8","0154","01/04/1996","01/04/2023","31/03/2025"
"_L","6","0154","01/04/1996","01/04/2024","31/03/2025"
"_L","7","0154","01/04/1996","01/04/2024","31/03/2025"
"_L","6","0154","01/04/1996","01/04/2025",""
"_L","7","0154","01/04/1996","01/04/2025",""
"_L","8","0154","01/04/1996","01/04/2025",""
"_L","4","0154","29/10/1999","01/04/2019","31/03/2020"
"_L","4","0154","29/10/1999","01/04/2020","31/03/2022"
"_L","4","0154","29/10/1999","01/04/2022","31/03/2023"
"_L","4","0154","29/10/1999","01/04/2023","31/03/2024"
"_L","4","0154","29/10/1999","01/04/2024","31/03/2025"
"_L","4","0154","29/10/1999","01/04/2025",""
"_B","2","0155","01/04/1996","01/04/2019","31/03/2022"
"_B","2","0155","01/04/1996","01/04/2022","31/03/2024"
"_B","2","0155","01/04/1996","01/04/2024",""
"_C","2","0156","01/04/1996","01/04/2019","31/03/2020"
"_C","2","0156","01/04/1996","01/04/2020","31/03/2022"
"_C","2","0156","01/04/1996","01/04/2022","31/03/2023"
"_C","2","0156","01/04/1996","01/04/2023","31/03/2024"
"_C","2","0156","01/04/1996","01/04/2024","31/03/2025"
"_C","2","0156","01/04/1996","01/04/2025",""
"_C","2","0157","01/04/1996","01/04/2016",""
"_C","2","0158","01/04/1996","01/04/2019","31/03/2020"
"_C","2","0158","01/04/1996","01/04/2020","31/03/2022"
"_C","2","0158","01/04/1996","01/04/2022","31/03/2024"
"_C","2","0158","01/04/1996","01/04/2024","31/03/2025"
"_C","2","0158","01/04/1996","01/04/2025",""
"_C","2","0159","01/04/1996","01/04/2018","31/03/2020"
"_C","2","0159","01/04/1996","01/04/2020","31/03/2022"
"_C","2","0159","01/04/1996","01/04/2022",""
"_J","3","0160","01/04/1996","01/04/1996","31/03/2022"
"_J","4","0160","01/04/1996","01/04/2018","31/03/2020"
"_J","1","0160","01/04/1996","01/04/2019","31/03/2020"
"_J","2","0160","01/04/1996","01/04/2019","31/03/2020"
"_J","1","0160","01/04/1996","01/04/2020","31/03/2023"
"_J","2","0160","01/04/1996","01/04/2020","31/03/2023"
"_J","4","0160","01/04/1996","01/04/2020","31/03/2022"
"_J","3","0160","01/04/1996","01/04/2022",""
"_J","4","0160","01/04/1996","01/04/2022","31/03/2024"
"_J","1","0160","01/04/1996","01/04/2023","31/03/2024"
"_J","2","0160","01/04/1996","01/04/2023","31/03/2024"
"_J","1","0160","01/04/1996","01/04/2024","31/03/2025"
"_J","2","0160","01/04/1996","01/04/2024","31/03/2025"
"_J","4","0160","01/04/1996","01/04/2024","31/03/2025"
"_J","1","0160","01/04/1996","01/04/2025",""
"_J","2","0160","01/04/1996","01/04/2025",""
"_J","4","0160","01/04/1996","01/04/2025",""
"_J","3","0161","01/04/1996","01/04/1996",""
"_J","4","0161","01/04/1996","01/04/2015",""
"_J","1","0161","01/04/1996","01/04/2019","31/03/2020"
"_J","2","0161","01/04/1996","01/04/2019","31/03/2020"
"_J","1","0161","01/04/1996","01/04/2020","31/03/2022"
"_J","2","0161","01/04/1996","01/04/2020","31/03/2022"
"_J","1","0161","01/04/1996","01/04/2022","31/03/2023"
"_J","2","0161","01/04/1996","01/04/2022","31/03/2023"
"_J","1","0161","01/04/1996","01/04/2023","31/03/2024"
"_J","2","0161","01/04/1996","01/04/2023","31/03/2024"
"_J","1","0161","01/04/1996","01/04/2024",""
"_J","2","0161","01/04/1996","01/04/2024","31/03/2025"
"_J","2","0161","01/04/1996","01/04/2025",""
"_J","2","0162","01/04/1996","01/04/1996",""
"_J","3","0162","01/04/1996","01/04/1996",""
"_J","4","0162","01/04/1996","01/04/1996",""
"_J","1","0162","01/04/1996","01/04/2019","31/03/2023"
"_J","1","0162","01/04/1996","01/04/2023",""
"_J","1","0163","01/04/1996","01/04/1996",""
"_J","3","0163","01/04/1996","01/04/1996",""
"_J","4","0163","01/04/1996","01/04/1996",""
"_J","2","0163","01/04/1996","01/04/2014",""
"_J","1","0164","01/04/1996","01/04/1996","31/03/2020"
"_J","3","0164","01/04/1996","01/04/1996",""
"_J","4","0164","01/04/1996","01/04/1996",""
"_J","2","0164","01/04/1996","01/04/2015",""
"_J","1","0164","01/04/1996","01/04/2020",""
"_J","1","0165","01/04/1996","01/04/2019","31/03/2020"
"_J","2","0165","01/04/1996","01/04/2019","31/03/2020"
"_J","3","0165","01/04/1996","01/04/2019","31/03/2020"
"_J","4","0165","01/04/1996","01/04/2019","31/03/2020"
"_J","1","0165","01/04/1996","01/04/2020","31/03/2023"
"_J","2","0165","01/04/1996","01/04/2020","31/03/2022"
"_J","3","0165","01/04/1996","01/04/2020",""
"_J","4","0165","01/04/1996","01/04/2020","31/03/2023"
"_J","2","0165","01/04/1996","01/04/2022","31/03/2023"
"_J","1","0165","01/04/1996","01/04/2023","31/03/2024"
"_J","2","0165","01/04/1996","01/04/2023","31/03/2024"
"_J","4","0165","01/04/1996","01/04/2023","31/03/2024"
"_J","1","0165","01/04/1996","01/04/2024","31/03/2025"
"_J","2","0165","01/04/1996","01/04/2024","31/03/2025"
"_J","4","0165","01/04/1996","01/04/2024","31/03/2025"
"_J","1","0165","01/04/1996","01/04/2025",""
"_J","2","0165","01/04/1996","01/04/2025",""
"_J","4","0165","01/04/1996","01/04/2025",""
"_J","1","0166","01/04/1996","01/04/2019","31/03/2020"
"_J","2","0166","01/04/1996","01/04/2019","31/03/2020"
"_J","3","0166","01/04/1996","01/04/2019",""
"_J","4","0166","01/04/1996","01/04/2019","31/03/2020"
"_J","1","0166","01/04/1996","01/04/2020","31/03/2023"
"_J","2","0166","01/04/1996","01/04/2020","31/03/2022"
"_J","4","0166","01/04/1996","01/04/2020","31/03/2022"
"_J","2","0166","01/04/1996","01/04/2022","31/03/2023"
"_J","4","0166","01/04/1996","01/04/2022","31/03/2023"
"_J","1","0166","01/04/1996","01/04/2023","31/03/2024"
"_J","2","0166","01/04/1996","01/04/2023","31/03/2024"
"_J","4","0166","01/04/1996","01/04/2023","31/03/2024"
"_J","1","0166","01/04/1996","01/04/2024","31/03/2025"
"_J","2","0166","01/04/1996","01/04/2024","31/03/2025"
"_J","4","0166","01/04/1996","01/04/2024","31/03/2025"
"_J","1","0166","01/04/1996","01/04/2025",""
"_J","2","0166","01/04/1996","01/04/2025",""
"_J","4","0166","01/04/1996","01/04/2025",""
"_H","2","0167","01/04/1996","01/04/2019","31/03/2020"
"_H","2","0167","01/04/1996","01/04/2020","31/03/2022"
"_H","2","0167","01/04/1996","01/04/2022","31/03/2024"
"_H","2","0167","01/04/1996","01/04/2024","31/03/2025"
"_H","2","0167","01/04/1996","01/04/2025",""
"_H","2","0168","01/04/1996","01/04/2015","31/03/2020"
"_H","2","0168","01/04/1996","01/04/2020",""
"_H","2","0169","01/04/1996","01/04/2019","31/03/2020"
"_H","2","0169","01/04/1996","01/04/2020","31/03/2022"
"_H","2","0169","01/04/1996","01/04/2022","31/03/2023"
"_H","2","0169","01/04/1996","01/04/2023","31/03/2024"
"_H","2","0169","01/04/1996","01/04/2024","31/03/2025"
"_H","2","0169","01/04/1996","01/04/2025",""
"_H","2","0170","01/04/1996","01/04/2016","31/03/2022"
"_H","2","0170","01/04/1996","01/04/2022","31/03/2024"
"_H","2","0170","01/04/1996","01/04/2024",""
"_H","2","0171","01/04/1996","01/04/2013",""
"_H","2","0172","01/04/1996","01/04/2013","31/03/2022"
"_H","2","0172","01/04/1996","01/04/2022","31/03/2024"
"_H","2","0172","01/04/1996","01/04/2024",""
"_H","2","0173","01/04/1996","01/04/2016","31/03/2022"
"_H","2","0173","01/04/1996","01/04/2022",""
"_H","4","0174","01/04/1996","01/04/2019","31/03/2020"
"_H","4","0174","01/04/1996","01/04/2020","31/03/2022"
"_H","4","0174","01/04/1996","01/04/2022","31/03/2023"
"_H","4","0174","01/04/1996","01/04/2023","31/03/2024"
"_H","4","0174","01/04/1996","01/04/2024","31/03/2025"
"_H","4","0174","01/04/1996","01/04/2025",""
"_H","5","0175","01/04/1996","01/04/2012",""
"_H","7","0175","01/04/1996","01/04/2015",""
"_H","8","0175","01/04/1996","01/04/2015",""
"_H","6","0175","01/04/1996","01/04/2016",""
"_L","4","0176","01/04/1996","01/04/2016","31/03/2020"
"_L","2","0176","01/04/1996","01/04/2018","31/03/2020"
"_L","2","0176","01/04/1996","01/04/2020","31/03/2022"
"_L","4","0176","01/04/1996","01/04/2020","31/03/2025"
"_L","2","0176","01/04/1996","01/04/2022","31/03/2023"
"_L","2","0176","01/04/1996","01/04/2023","31/03/2024"
"_L","2","0176","01/04/1996","01/04/2024","31/03/2025"
"_L","2","0176","01/04/1996","01/04/2025",""
"_L","4","0176","01/04/1996","01/04/2025",""
"_L","4","0177","01/04/1996","01/04/2015","31/03/2023"
"_L","2","0177","01/04/1996","01/04/2019","31/03/2020"
"_L","2","0177","01/04/1996","01/04/2020","31/03/2022"
"_L","2","0177","01/04/1996","01/04/2022",""
"_L","4","0177","01/04/1996","01/04/2023","31/03/2025"
"_L","4","0177","01/04/1996","01/04/2025",""
"_L","2","0178","01/04/1996","01/04/2019","31/03/2020"
"_L","4","0178","01/04/1996","01/04/2019","31/03/2020"
"_L","2","0178","01/04/1996","01/04/2020","31/03/2022"
"_L","4","0178","01/04/1996","01/04/2020","31/03/2022"
"_L","2","0178","01/04/1996","01/04/2022","31/03/2023"
"_L","4","0178","01/04/1996","01/04/2022","31/03/2024"
"_L","2","0178","01/04/1996","01/04/2023","31/03/2024"
"_L","2","0178","01/04/1996","01/04/2024","31/03/2025"
"_L","4","0178","01/04/1996","01/04/2024",""
"_L","2","0178","01/04/1996","01/04/2025",""
"_L","2","0179","01/04/1996","01/04/2019","31/03/2020"
"_L","4","0179","01/04/1996","01/04/2019","31/03/2020"
"_L","2","0179","01/04/1996","01/04/2020","31/03/2022"
"_L","4","0179","01/04/1996","01/04/2020","31/03/2023"
"_L","2","0179","01/04/1996","01/04/2022","31/03/2023"
"_L","2","0179","01/04/1996","01/04/2023","31/03/2024"
"_L","4","0179","01/04/1996","01/04/2023","31/03/2024"
"_L","2","0179","01/04/1996","01/04/2024","31/03/2025"
"_L","4","0179","01/04/1996","01/04/2024","31/03/2025"
"_L","2","0179","01/04/1996","01/04/2025",""
"_L","4","0179","01/04/1996","01/04/2025",""
"_L","2","0180","01/04/1996","01/04/2019","31/03/2020"
"_L","4","0180","01/04/1996","01/04/2019","31/03/2020"
"_L","2","0180","01/04/1996","01/04/2020","31/03/2022"
"_L","4","0180","01/04/1996","01/04/2020",""
"_L","2","0180","01/04/1996","01/04/2022","31/03/2023"
"_L","2","0180","01/04/1996","01/04/2023","31/03/2024"
"_L","2","0180","01/04/1996","01/04/2024","31/03/2025"
"_L","2","0180","01/04/1996","01/04/2025",""
"_L","2","0181","01/04/1996","01/04/2019","31/03/2020"
"_L","4","0181","01/04/1996","01/04/2019","31/03/2020"
"_L","2","0181","01/04/1996","01/04/2020","31/03/2022"
"_L","4","0181","01/04/1996","01/04/2020",""
"_L","2","0181","01/04/1996","01/04/2022","31/03/2023"
"_L","2","0181","01/04/1996","01/04/2023","31/03/2024"
"_L","2","0181","01/04/1996","01/04/2024","31/03/2025"
"_L","2","0181","01/04/1996","01/04/2025",""
"_L","4","0182","01/04/1996","01/04/2016","31/03/2023"
"_L","2","0182","01/04/1996","01/04/2019","31/03/2020"
"_L","2","0182","01/04/1996","01/04/2020","31/03/2022"
"_L","2","0182","01/04/1996","01/04/2022","31/03/2023"
"_L","2","0182","01/04/1996","01/04/2023","31/03/2024"
"_L","4","0182","01/04/1996","01/04/2023","31/03/2025"
"_L","2","0182","01/04/1996","01/04/2024","31/03/2025"
"_L","2","0182","01/04/1996","01/04/2025",""
"_L","4","0182","01/04/1996","01/04/2025",""
"_L","2","0183","01/04/1996","01/04/2019","31/03/2020"
"_L","4","0183","01/04/1996","01/04/2019","31/03/2020"
"_L","2","0183","01/04/1996","01/04/2020","31/03/2022"
"_L","4","0183","01/04/1996","01/04/2020",""
"_L","2","0183","01/04/1996","01/04/2022","31/03/2023"
"_L","2","0183","01/04/1996","01/04/2023","31/03/2024"
"_L","2","0183","01/04/1996","01/04/2024","31/03/2025"
"_L","2","0183","01/04/1996","01/04/2025",""
"_L","2","0184","01/04/1996","01/04/2019","31/03/2020"
"_L","4","0184","01/04/1996","01/04/2019","31/03/2022"
"_L","2","0184","01/04/1996","01/04/2020","31/03/2022"
"_L","2","0184","01/04/1996","01/04/2022","31/03/2023"
"_L","4","0184","01/04/1996","01/04/2022","31/03/2023"
"_L","2","0184","01/04/1996","01/04/2023","31/03/2024"
"_L","4","0184","01/04/1996","01/04/2023","31/03/2024"
"_L","2","0184","01/04/1996","01/04/2024","31/03/2025"
"_L","4","0184","01/04/1996","01/04/2024","31/03/2025"
"_L","2","0184","01/04/1996","01/04/2025",""
"_L","4","0184","01/04/1996","01/04/2025",""
"_L","4","0185","01/04/1996","01/04/2016","31/03/2022"
"_L","2","0185","01/04/1996","01/04/2019","31/03/2020"
"_L","2","0185","01/04/1996","01/04/2020","31/03/2022"
"_L","2","0185","01/04/1996","01/04/2022","31/03/2023"
"_L","4","0185","01/04/1996","01/04/2022","31/03/2023"
"_L","2","0185","01/04/1996","01/04/2023","31/03/2024"
"_L","4","0185","01/04/1996","01/04/2023","31/03/2024"
"_L","2","0185","01/04/1996","01/04/2024","31/03/2025"
"_L","4","0185","01/04/1996","01/04/2024","31/03/2025"
"_L","2","0185","01/04/1996","01/04/2025",""
"_L","4","0185","01/04/1996","01/04/2025",""
"_L","2","0186","01/04/1996","01/04/2019","31/03/2020"
"_L","4","0186","01/04/1996","01/04/2019","31/03/2020"
"_L","2","0186","01/04/1996","01/04/2020","31/03/2022"
"_L","4","0186","01/04/1996","01/04/2020","31/03/2022"
"_L","2","0186","01/04/1996","01/04/2022","31/03/2023"
"_L","4","0186","01/04/1996","01/04/2022","31/03/2023"
"_L","2","0186","01/04/1996","01/04/2023","31/03/2024"
"_L","4","0186","01/04/1996","01/04/2023","31/03/2024"
"_L","2","0186","01/04/1996","01/04/2024","31/03/2025"
"_L","4","0186","01/04/1996","01/04/2024","31/03/2025"
"_L","2","0186","01/04/1996","01/04/2025",""
"_L","4","0186","01/04/1996","01/04/2025",""
"_D","2","0187","01/04/1996","01/04/2019","31/03/2020"
"_D","2","0187","01/04/1996","01/04/2020","31/03/2022"
"_D","2","0187","01/04/1996","01/04/2022","31/03/2024"
"_D","2","0187","01/04/1996","01/04/2024","31/03/2025"
"_D","2","0187","01/04/1996","01/04/2025",""
"_A","1","0188","01/04/1996","01/04/2019","31/03/2020"
"_A","2","0188","01/04/1996","01/04/2019","31/03/2020"
"_A","4","0188","01/04/1996","01/04/2019","31/03/2020"
"_A","1","0188","01/04/1996","01/04/2020","31/03/2023"
"_A","2","0188","01/04/1996","01/04/2020","31/03/2022"
"_A","4","0188","01/04/1996","01/04/2020","31/03/2022"
"_A","2","0188","01/04/1996","01/04/2022","31/03/2023"
"_A","4","0188","01/04/1996","01/04/2022","31/03/2023"
"_A","1","0188","01/04/1996","01/04/2023","31/03/2024"
"_A","2","0188","01/04/1996","01/04/2023","31/03/2024"
"_A","4","0188","01/04/1996","01/04/2023","31/03/2024"
"_A","1","0188","01/04/1996","01/04/2024","31/03/2025"
"_A","2","0188","01/04/1996","01/04/2024","31/03/2025"
"_A","4","0188","01/04/1996","01/04/2024","31/03/2025"
"_A","1","0188","01/04/1996","01/04/2025",""
"_A","2","0188","01/04/1996","01/04/2025",""
"_A","4","0188","01/04/1996","01/04/2025",""
"_B","3","0189","01/04/1996","01/04/2016","31/03/2022"
"_B","1","0189","01/04/1996","01/04/2019","31/03/2020"
"_B","2","0189","01/04/1996","01/04/2019","31/03/2020"
"_B","4","0189","01/04/1996","01/04/2019","31/03/2020"
"_B","1","0189","01/04/1996","01/04/2020","31/03/2022"
"_B","2","0189","01/04/1996","01/04/2020","31/03/2022"
"_B","4","0189","01/04/1996","01/04/2020","31/03/2022"
"_B","1","0189","01/04/1996","01/04/2022","31/03/2023"
"_B","2","0189","01/04/1996","01/04/2022","31/03/2023"
"_B","3","0189","01/04/1996","01/04/2022","31/03/2023"
"_B","4","0189","01/04/1996","01/04/2022","31/03/2023"
"_B","1","0189","01/04/1996","01/04/2023","31/03/2024"
"_B","2","0189","01/04/1996","01/04/2023","31/03/2024"
"_B","3","0189","01/04/1996","01/04/2023","31/03/2024"
"_B","4","0189","01/04/1996","01/04/2023","31/03/2024"
"_B","1","0189","01/04/1996","01/04/2024","31/03/2025"
"_B","2","0189","01/04/1996","01/04/2024","31/03/2025"
"_B","3","0189","01/04/1996","01/04/2024",""
"_B","4","0189","01/04/1996","01/04/2024","31/03/2025"
"_B","1","0189","01/04/1996","01/04/2025",""
"_B","2","0189","01/04/1996","01/04/2025",""
"_B","4","0189","01/04/1996","01/04/2025",""
"_B","1","0190","01/04/1996","01/04/1996","31/03/2020"
"_B","3","0190","01/04/1996","01/04/1996",""
"_B","4","0190","01/04/1996","01/04/1996",""
"_B","2","0190","01/04/1996","01/04/2019","31/03/2020"
"_B","1","0190","01/04/1996","01/04/2020","31/03/2025"
"_B","2","0190","01/04/1996","01/04/2020","31/03/2022"
"_B","2","0190","01/04/1996","01/04/2022","31/03/2023"
"_B","2","0190","01/04/1996","01/04/2023","31/03/2024"
"_B","2","0190","01/04/1996","01/04/2024","31/03/2025"
"_B","1","0190","01/04/1996","01/04/2025",""
"_B","2","0190","01/04/1996","01/04/2025",""
"_B","3","0191","01/04/1996","01/04/1996",""
"_B","4","0191","01/04/1996","01/04/2018","31/03/2020"
"_B","1","0191","01/04/1996","01/04/2019","31/03/2022"
"_B","2","0191","01/04/1996","01/04/2019","31/03/2020"
"_B","2","0191","01/04/1996","01/04/2020","31/03/2022"
"_B","4","0191","01/04/1996","01/04/2020","31/03/2022"
"_B","1","0191","01/04/1996","01/04/2022","31/03/2023"
"_B","2","0191","01/04/1996","01/04/2022","31/03/2023"
"_B","4","0191","01/04/1996","01/04/2022","31/03/2023"
"_B","1","0191","01/04/1996","01/04/2023","31/03/2024"
"_B","2","0191","01/04/1996","01/04/2023","31/03/2024"
"_B","4","0191","01/04/1996","01/04/2023","31/03/2024"
"_B","1","0191","01/04/1996","01/04/2024","31/03/2025"
"_B","2","0191","01/04/1996","01/04/2024","31/03/2025"
"_B","4","0191","01/04/1996","01/04/2024","31/03/2025"
"_B","1","0191","01/04/1996","01/04/2025",""
"_B","2","0191","01/04/1996","01/04/2025",""
"_B","4","0191","01/04/1996","01/04/2025",""
"_B","3","0192","01/04/1996","01/04/1996",""
"_B","1","0192","01/04/1996","01/04/2019","31/03/2020"
"_B","2","0192","01/04/1996","01/04/2019","31/03/2020"
"_B","4","0192","01/04/1996","01/04/2019","31/03/2020"
"_B","1","0192","01/04/1996","01/04/2020","31/03/2022"
"_B","2","0192","01/04/1996","01/04/2020","31/03/2022"
"_B","4","0192","01/04/1996","01/04/2020","31/03/2023"
"_B","1","0192","01/04/1996","01/04/2022","31/03/2023"
"_B","2","0192","01/04/1996","01/04/2022","31/03/2023"
"_B","1","0192","01/04/1996","01/04/2023","31/03/2024"
"_B","2","0192","01/04/1996","01/04/2023","31/03/2024"
"_B","4","0192","01/04/1996","01/04/2023","31/03/2024"
"_B","1","0192","01/04/1996","01/04/2024","31/03/2025"
"_B","2","0192","01/04/1996","01/04/2024","31/03/2025"
"_B","4","0192","01/04/1996","01/04/2024","31/03/2025"
"_B","1","0192","01/04/1996","01/04/2025",""
"_B","2","0192","01/04/1996","01/04/2025",""
"_B","4","0192","01/04/1996","01/04/2025",""
"_B","3","0193","01/04/1996","01/04/2015",""
"_B","1","0193","01/04/1996","01/04/2019","31/03/2020"
"_B","2","0193","01/04/1996","01/04/2019","31/03/2020"
"_B","4","0193","01/04/1996","01/04/2019","31/03/2020"
"_B","1","0193","01/04/1996","01/04/2020","31/03/2023"
"_B","2","0193","01/04/1996","01/04/2020","31/03/2022"
"_B","4","0193","01/04/1996","01/04/2020","31/03/2022"
"_B","2","0193","01/04/1996","01/04/2022","31/03/2023"
"_B","4","0193","01/04/1996","01/04/2022","31/03/2024"
"_B","1","0193","01/04/1996","01/04/2023","31/03/2024"
"_B","2","0193","01/04/1996","01/04/2023","31/03/2024"
"_B","1","0193","01/04/1996","01/04/2024","31/03/2025"
"_B","2","0193","01/04/1996","01/04/2024","31/03/2025"
"_B","4","0193","01/04/1996","01/04/2024","31/03/2025"
"_B","1","0193","01/04/1996","01/04/2025",""
"_B","2","0193","01/04/1996","01/04/2025",""
"_B","4","0193","01/04/1996","01/04/2025",""
"_B","1","0194","01/04/1996","01/04/2019","31/03/2022"
"_B","2","0194","01/04/1996","01/04/2019","31/03/2020"
"_B","3","0194","01/04/1996","01/04/2019",""
"_B","4","0194","01/04/1996","01/04/2019","31/03/2020"
"_B","2","0194","01/04/1996","01/04/2020","31/03/2022"
"_B","4","0194","01/04/1996","01/04/2020","31/03/2025"
"_B","1","0194","01/04/1996","01/04/2022","31/03/2023"
"_B","2","0194","01/04/1996","01/04/2022","31/03/2023"
"_B","1","0194","01/04/1996","01/04/2023","31/03/2024"
"_B","2","0194","01/04/1996","01/04/2023","31/03/2024"
"_B","1","0194","01/04/1996","01/04/2024","31/03/2025"
"_B","2","0194","01/04/1996","01/04/2024","31/03/2025"
"_B","1","0194","01/04/1996","01/04/2025",""
"_B","2","0194","01/04/1996","01/04/2025",""
"_B","4","0194","01/04/1996","01/04/2025",""
"_B","3","0195","01/04/1996","01/04/2011","31/03/2020"
"_B","1","0195","01/04/1996","01/04/2019","31/03/2020"
"_B","2","0195","01/04/1996","01/04/2019","31/03/2020"
"_B","4","0195","01/04/1996","01/04/2019","31/03/2020"
"_B","1","0195","01/04/1996","01/04/2020","31/03/2022"
"_B","2","0195","01/04/1996","01/04/2020","31/03/2022"
"_B","3","0195","01/04/1996","01/04/2020","31/03/2025"
"_B","4","0195","01/04/1996","01/04/2020","31/03/2022"
"_B","1","0195","01/04/1996","01/04/2022","31/03/2023"
"_B","2","0195","01/04/1996","01/04/2022","31/03/2023"
"_B","4","0195","01/04/1996","01/04/2022","31/03/2024"
"_B","1","0195","01/04/1996","01/04/2023","31/03/2024"
"_B","2","0195","01/04/1996","01/04/2023","31/03/2024"
"_B","1","0195","01/04/1996","01/04/2024","31/03/2025"
"_B","2","0195","01/04/1996","01/04/2024","31/03/2025"
"_B","4","0195","01/04/1996","01/04/2024",""
"_B","1","0195","01/04/1996","01/04/2025",""
"_B","2","0195","01/04/1996","01/04/2025",""
"_B","3","0195","01/04/1996","01/04/2025",""
"_B","3","0196","01/04/1996","01/04/2016",""
"_B","1","0196","01/04/1996","01/04/2018","31/03/2020"
"_B","2","0196","01/04/1996","01/04/2019","31/03/2020"
"_B","4","0196","01/04/1996","01/04/2019","31/03/2020"
"_B","1","0196","01/04/1996","01/04/2020","31/03/2022"
"_B","2","0196","01/04/1996","01/04/2020","31/03/2022"
"_B","4","0196","01/04/1996","01/04/2020","31/03/2022"
"_B","1","0196","01/04/1996","01/04/2022","31/03/2023"
"_B","2","0196","01/04/1996","01/04/2022","31/03/2023"
"_B","4","0196","01/04/1996","01/04/2022","31/03/2023"
"_B","1","0196","01/04/1996","01/04/2023","31/03/2024"
"_B","2","0196","01/04/1996","01/04/2023","31/03/2024"
