"GSP Group ID","Profile Class ID","Standard Settlement Configuration ID","Effective From Settlement Date (VSCPC)","Effective From Settlement Date (GGPCAE)","Researched Average EAC"
"_J","1","0058","01/04/1996","01/04/1996","3561"
"_J","1","0058","01/04/1996","10/04/2008","4249"
"_J","1","0058","01/04/1996","01/04/2011","4249"
"_J","1","0058","01/04/1996","01/04/2012","4125.3"
"_J","1","0058","01/04/1996","01/04/2013","4114.9"
"_J","1","0058","01/04/1996","01/04/2014","3870.1"
"_J","1","0058","01/04/1996","01/04/2015","3661.7"
"_J","1","0058","01/04/1996","01/04/2016","3698.9"
"_J","1","0058","01/04/1996","01/04/2018","3600.8"
"_J","1","0058","01/04/1996","01/04/2019","3474.3"
"_J","1","0058","01/04/1996","01/04/2020","3373.8"
"_J","1","0058","01/04/1996","01/04/2022","3507.2"
"_J","1","0058","01/04/1996","01/04/2023","3061.5"
"_J","1","0058","01/04/1996","01/04/2024","2826.8"
"_J","1","0058","01/04/1996","01/04/2025","2847.7"
"_J","1","0093","01/04/1996","01/04/1996","3560"
"_J","1","0093","01/04/1996","10/04/2008","4356"
"_J","1","0093","01/04/1996","01/04/2011","4356"
"_J","1","0093","01/04/1996","01/04/2012","4086.6"
"_J","1","0093","01/04/1996","01/04/2013","4094.8"
"_J","1","0093","01/04/1996","01/04/2014","4139.6"
"_J","1","0093","01/04/1996","01/04/2015","3882.9"
"_J","1","0093","01/04/1996","01/04/2016","3872.9"
"_J","1","0093","01/04/1996","01/04/2018","3922.8"
"_J","1","0093","01/04/1996","01/04/2019","3917.7"
"_J","1","0093","01/04/1996","01/04/2020","3819.6"
"_J","1","0093","01/04/1996","01/04/2022","4131.9"
"_J","1","0093","01/04/1996","01/04/2023","3599.9"
"_J","1","0093","01/04/1996","01/04/2024","3447.3"
"_J","1","0093","01/04/1996","01/04/2025","3377.2"
"_A","1","0151","01/04/1996","01/04/1996","1857.1"
"_A","1","0151","01/04/1996","01/07/1998","4672"
"_A","1","0151","01/04/1996","10/04/2008","5273.9"
"_A","1","0151","01/04/1996","01/04/2011","5273.9"
"_A","1","0151","01/04/1996","01/04/2012","5657.6"
"_A","1","0151","01/04/1996","01/04/2013","5542.9"
"_A","1","0151","01/04/1996","01/04/2014","5818.9"
"_A","1","0151","01/04/1996","01/04/2015","5319.4"
"_A","1","0151","01/04/1996","01/04/2016","5124.8"
"_A","1","0151","01/04/1996","01/04/2018","4897.9"
"_A","1","0151","01/04/1996","01/04/2019","4751"
"_A","1","0151","01/04/1996","01/04/2020","4626.5"
"_A","1","0151","01/04/1996","01/04/2022","4671.5"
"_A","1","0151","01/04/1996","01/04/2023","4293.5"
"_A","1","0151","01/04/1996","01/04/2024","4036.3"
"_A","1","0151","01/04/1996","01/04/2025","4088"
"_B","1","0151","01/04/1996","01/04/1996","2718"
"_B","1","0151","01/04/1996","10/04/2008","4572"
"_B","1","0151","01/04/1996","01/04/2011","4572"
"_B","1","0151","01/04/1996","01/04/2012","4587.1"
"_B","1","0151","01/04/1996","01/04/2013","4504.7"
"_B","1","0151","01/04/1996","01/04/2014","4745.5"
"_B","1","0151","01/04/1996","01/04/2015","4496.7"
"_B","1","0151","01/04/1996","01/04/2016","4808.1"
"_B","1","0151","01/04/1996","01/04/2018","4354"
"_B","1","0151","01/04/1996","01/04/2019","4359"
"_B","1","0151","01/04/1996","01/04/2020","4386.9"
"_B","1","0151","01/04/1996","01/04/2022","4742.9"
"_B","1","0151","01/04/1996","01/04/2025","3834"
"_E","1","0151","01/04/1996","01/04/1996","3538.5"
"_E","1","0151","01/04/1996","10/04/2008","4469.4"
"_E","1","0151","01/04/1996","01/04/2011","4469.4"
"_E","1","0151","01/04/1996","01/04/2012","4748.4"
"_E","1","0151","01/04/1996","01/04/2013","4764.6"
"_E","1","0151","01/04/1996","01/04/2014","4862.8"
"_E","1","0151","01/04/1996","01/04/2015","4447.4"
"_E","1","0151","01/04/1996","01/04/2016","4406.3"
"_E","1","0151","01/04/1996","01/04/2018","4452.6"
"_E","1","0151","01/04/1996","01/04/2019","4448.1"
"_E","1","0151","01/04/1996","01/04/2020","4332.1"
"_E","1","0151","01/04/1996","01/04/2022","4497.3"
"_E","1","0151","01/04/1996","01/04/2023","3910.9"
"_E","1","0151","01/04/1996","01/04/2024","3654.9"
"_E","1","0151","01/04/1996","01/04/2025","3721.6"
"_J","1","0151","01/04/1996","01/04/1996","3560"
"_J","1","0151","01/04/1996","10/04/2008","5088.3"
"_J","1","0151","01/04/1996","01/04/2011","5088.3"
"_J","1","0151","01/04/1996","01/04/2014","5963.8"
"_J","1","0151","01/04/1996","01/04/2015","5269.9"
"_J","1","0151","01/04/1996","01/04/2016","4842.6"
"_J","1","0151","01/04/1996","01/04/2018","4593.2"
"_J","1","0151","01/04/1996","01/04/2019","4581.2"
"_J","1","0151","01/04/1996","01/04/2020","4601.5"
"_J","1","0151","01/04/1996","01/04/2022","4817.7"
"_J","1","0151","01/04/1996","01/04/2025","4126.6"
"_J","1","0160","01/04/1996","01/04/1996","3560"
"_J","1","0160","01/04/1996","01/04/2015","7357"
"_J","1","0160","01/04/1996","01/04/2019","3895.2"
"_J","1","0160","01/04/1996","01/04/2020","4221.4"
"_J","1","0160","01/04/1996","01/04/2023","5582.7"
"_J","1","0160","01/04/1996","01/04/2024","3437.4"
"_J","1","0160","01/04/1996","01/04/2025","3750.5"
"_J","1","0161","01/04/1996","01/04/1996","3560"
"_J","1","0161","01/04/1996","01/04/2015","5872.1"
"_J","1","0161","01/04/1996","01/04/2019","4229.5"
"_J","1","0161","01/04/1996","01/04/2020","4261.1"
"_J","1","0161","01/04/1996","01/04/2022","4362.4"
"_J","1","0161","01/04/1996","01/04/2023","4601.2"
"_J","1","0161","01/04/1996","01/04/2024","4898.3"
"_J","1","0162","01/04/1996","01/04/1996","3560"
"_J","1","0162","01/04/1996","01/04/2019","3560"
"_J","1","0162","01/04/1996","01/04/2023","3574.2"
"_J","1","0163","01/04/1996","01/04/1996","3560"
"_J","1","0164","01/04/1996","01/04/1996","3560"
"_J","1","0164","01/04/1996","01/04/2020","2195.7"
"_J","1","0165","01/04/1996","01/04/1996","3560"
"_J","1","0165","01/04/1996","10/04/2008","5448.2"
"_J","1","0165","01/04/1996","01/04/2013","5900.8"
"_J","1","0165","01/04/1996","01/04/2014","5813.3"
"_J","1","0165","01/04/1996","01/04/2015","5003.8"
"_J","1","0165","01/04/1996","01/04/2019","4286.9"
"_J","1","0165","01/04/1996","01/04/2020","4230.2"
"_J","1","0165","01/04/1996","01/04/2023","4226.7"
"_J","1","0165","01/04/1996","01/04/2024","3831.4"
"_J","1","0165","01/04/1996","01/04/2025","4014.3"
"_J","1","0166","01/04/1996","01/04/1996","3560"
"_J","1","0166","01/04/1996","10/04/2008","5570.8"
"_J","1","0166","01/04/1996","01/04/2011","5570.8"
"_J","1","0166","01/04/1996","01/04/2012","5445.8"
"_J","1","0166","01/04/1996","01/04/2013","4901.9"
"_J","1","0166","01/04/1996","01/04/2014","4838.1"
"_J","1","0166","01/04/1996","01/04/2015","5392.4"
"_J","1","0166","01/04/1996","01/04/2019","4638.6"
"_J","1","0166","01/04/1996","01/04/2020","4539.5"
"_J","1","0166","01/04/1996","01/04/2023","4485.1"
"_J","1","0166","01/04/1996","01/04/2024","4159.8"
"_J","1","0166","01/04/1996","01/04/2025","4089.8"
"_A","1","0188","01/04/1996","01/04/1996","1587.6"
"_A","1","0188","01/04/1996","01/07/1998","4672"
"_A","1","0188","01/04/1996","10/04/2008","6185.7"
"_A","1","0188","01/04/1996","01/04/2011","6185.7"
"_A","1","0188","01/04/1996","01/04/2012","5862.1"
"_A","1","0188","01/04/1996","01/04/2013","5935.9"
"_A","1","0188","01/04/1996","01/04/2014","5526.8"
"_A","1","0188","01/04/1996","01/04/2015","5835"
"_A","1","0188","01/04/1996","01/04/2019","4455.4"
"_A","1","0188","01/04/1996","01/04/2020","4407.5"
"_A","1","0188","01/04/1996","01/04/2023","4375.5"
"_A","1","0188","01/04/1996","01/04/2024","4019"
"_A","1","0188","01/04/1996","01/04/2025","4101.4"
"_B","1","0189","01/04/1996","10/04/2008","5088.8"
"_B","1","0189","01/04/1996","01/04/1996","2573"
"_B","1","0189","01/04/1996","01/04/2011","5088.8"
"_B","1","0189","01/04/1996","01/04/2012","4797.8"
"_B","1","0189","01/04/1996","01/04/2013","4657.4"
"_B","1","0189","01/04/1996","01/04/2014","4542.9"
"_B","1","0189","01/04/1996","01/04/2015","4218.7"
"_B","1","0189","01/04/1996","01/04/2016","4152.7"
"_B","1","0189","01/04/1996","01/04/2018","4194.7"
"_B","1","0189","01/04/1996","01/04/2019","4074.3"
"_B","1","0189","01/04/1996","01/04/2020","3959.3"
"_B","1","0189","01/04/1996","01/04/2022","4805.2"
"_B","1","0189","01/04/1996","01/04/2023","4124.3"
"_B","1","0189","01/04/1996","01/04/2024","3567.9"
"_B","1","0189","01/04/1996","01/04/2025","3696.1"
"_B","1","0190","01/04/1996","01/04/1996","2718"
"_B","1","0190","01/04/1996","01/04/2020","3394.6"
"_B","1","0190","01/04/1996","01/04/2025","3262.4"
"_B","1","0191","01/04/1996","01/04/1996","2788"
"_B","1","0191","01/04/1996","01/04/2014","4462.5"
"_B","1","0191","01/04/1996","01/04/2015","3822.2"
"_B","1","0191","01/04/1996","01/04/2016","3982"
"_B","1","0191","01/04/1996","01/04/2018","4031.1"
"_B","1","0191","01/04/1996","01/04/2019","4192.5"
"_B","1","0191","01/04/1996","01/04/2022","4387.7"
"_B","1","0191","01/04/1996","01/04/2023","3565.7"
"_B","1","0191","01/04/1996","01/04/2024","3197.7"
"_B","1","0191","01/04/1996","01/04/2025","3368.1"
"_B","1","0192","01/04/1996","01/04/1996","2515"
"_B","1","0192","01/04/1996","17/04/2010","4021.8"
"_B","1","0192","01/04/1996","01/04/2011","4021.8"
"_B","1","0192","01/04/1996","01/04/2012","3948.7"
"_B","1","0192","01/04/1996","01/04/2013","4192.4"
"_B","1","0192","01/04/1996","01/04/2014","4078.1"
"_B","1","0192","01/04/1996","01/04/2015","3979.9"
"_B","1","0192","01/04/1996","01/04/2016","4075.2"
"_B","1","0192","01/04/1996","01/04/2018","3807.3"
"_B","1","0192","01/04/1996","01/04/2019","3613.9"
"_B","1","0192","01/04/1996","01/04/2020","3377.1"
"_B","1","0192","01/04/1996","01/04/2022","3969.3"
"_B","1","0192","01/04/1996","01/04/2023","4210.9"
"_B","1","0192","01/04/1996","01/04/2024","3113.9"
"_B","1","0192","01/04/1996","01/04/2025","3237.9"
"_B","1","0193","01/04/1996","01/04/1996","2584"
"_B","1","0193","01/04/1996","10/04/2008","3602.6"
"_B","1","0193","01/04/1996","01/04/2011","3602.6"
"_B","1","0193","01/04/1996","01/04/2012","3889.7"
"_B","1","0193","01/04/1996","01/04/2013","4248.6"
"_B","1","0193","01/04/1996","01/04/2014","4063.7"
"_B","1","0193","01/04/1996","01/04/2015","3942.8"
"_B","1","0193","01/04/1996","01/04/2016","4107.7"
"_B","1","0193","01/04/1996","01/04/2018","3836.7"
"_B","1","0193","01/04/1996","01/04/2019","3731.5"
"_B","1","0193","01/04/1996","01/04/2020","3920.7"
"_B","1","0193","01/04/1996","01/04/2023","3624.1"
"_B","1","0193","01/04/1996","01/04/2024","3537.4"
"_B","1","0193","01/04/1996","01/04/2025","3596.8"
"_B","1","0194","01/04/1996","01/04/1996","2571"
"_B","1","0194","01/04/1996","10/04/2008","3792.9"
"_B","1","0194","01/04/1996","01/04/2011","3792.9"
"_B","1","0194","01/04/1996","01/04/2014","4414.2"
"_B","1","0194","01/04/1996","01/04/2015","4236.2"
"_B","1","0194","01/04/1996","01/04/2016","4130.8"
"_B","1","0194","01/04/1996","01/04/2018","3998.2"
"_B","1","0194","01/04/1996","01/04/2019","4211.1"
"_B","1","0194","01/04/1996","01/04/2022","4337.1"
"_B","1","0194","01/04/1996","01/04/2023","3812.5"
"_B","1","0194","01/04/1996","01/04/2024","3613.1"
"_B","1","0194","01/04/1996","01/04/2025","3343"
"_B","1","0195","01/04/1996","01/04/1996","2630"
"_B","1","0195","01/04/1996","10/04/2008","3435.3"
"_B","1","0195","01/04/1996","17/04/2010","3812.3"
"_B","1","0195","01/04/1996","01/04/2011","3812.3"
"_B","1","0195","01/04/1996","01/04/2012","3941.3"
"_B","1","0195","01/04/1996","01/04/2014","4156"
"_B","1","0195","01/04/1996","01/04/2015","4134.5"
"_B","1","0195","01/04/1996","01/04/2016","4056.1"
"_B","1","0195","01/04/1996","01/04/2018","3912.8"
"_B","1","0195","01/04/1996","01/04/2019","3862.9"
"_B","1","0195","01/04/1996","01/04/2020","3861.2"
"_B","1","0195","01/04/1996","01/04/2022","4354.3"
"_B","1","0195","01/04/1996","01/04/2023","3620.5"
"_B","1","0195","01/04/1996","01/04/2024","3333.7"
"_B","1","0195","01/04/1996","01/04/2025","3555"
"_B","1","0196","01/04/1996","01/04/1996","2678"
"_B","1","0196","01/04/1996","10/04/2008","3537.4"
"_B","1","0196","01/04/1996","01/04/2011","3537.4"
"_B","1","0196","01/04/1996","01/04/2014","4006.8"
"_B","1","0196","01/04/1996","01/04/2015","3690"
"_B","1","0196","01/04/1996","01/04/2016","3802.4"
"_B","1","0196","01/04/1996","01/04/2018","3717.3"
"_B","1","0196","01/04/1996","01/04/2020","4100"
"_B","1","0196","01/04/1996","01/04/2022","4362.5"
"_B","1","0196","01/04/1996","01/04/2023","3509.2"
"_B","1","0196","01/04/1996","01/04/2024","3214.1"
"_B","1","0196","01/04/1996","01/04/2025","3223.7"
"_B","1","0197","01/04/1996","01/04/1996","2786"
"_B","1","0197","01/04/1996","10/04/2008","4104.3"
"_B","1","0197","01/04/1996","01/04/2011","4104.3"
"_B","1","0197","01/04/1996","01/04/2012","3959"
"_B","1","0197","01/04/1996","01/04/2013","4021.6"
"_B","1","0197","01/04/1996","01/04/2014","4193.5"
"_B","1","0197","01/04/1996","01/04/2015","3731.3"
"_B","1","0197","01/04/1996","01/04/2018","3656.2"
"_B","1","0197","01/04/1996","01/04/2020","4152.7"
"_B","1","0197","01/04/1996","01/04/2022","4280.6"
"_B","1","0197","01/04/1996","01/04/2023","3788.8"
"_B","1","0197","01/04/1996","01/04/2024","3438.2"
"_B","1","0197","01/04/1996","01/04/2025","3570.9"
"_B","1","0198","01/04/1996","01/04/2015","3917.4"
"_B","1","0198","01/04/1996","01/04/1996","2718"
"_B","1","0198","01/04/1996","01/04/2014","3809.1"
"_B","1","0198","01/04/1996","01/04/2018","3711.4"
"_B","1","0198","01/04/1996","01/04/2019","3650.9"
"_B","1","0198","01/04/1996","01/04/2020","3590.6"
"_B","1","0198","01/04/1996","01/04/2023","3495.5"
"_B","1","0198","01/04/1996","01/04/2024","3696.1"
"_B","1","0198","01/04/1996","01/04/2025","3943.5"
"_B","1","0199","01/04/1996","01/04/1996","2744"
"_B","1","0199","01/04/1996","10/04/2008","5257.2"
"_B","1","0199","01/04/1996","01/04/2011","5257.2"
"_B","1","0199","01/04/1996","01/04/2014","4521.6"
"_B","1","0199","01/04/1996","01/04/2015","4060.9"
"_B","1","0199","01/04/1996","01/04/2016","4084.4"
"_B","1","0199","01/04/1996","01/04/2018","4171.5"
"_B","1","0199","01/04/1996","01/04/2019","4267.5"
"_B","1","0199","01/04/1996","01/04/2020","3917.5"
"_B","1","0199","01/04/1996","01/04/2023","3902.1"
"_B","1","0199","01/04/1996","01/04/2024","3548.4"
"_B","1","0199","01/04/1996","01/04/2025","3874.1"
"_E","1","0201","01/04/1996","01/04/1996","3083.8"
"_E","1","0201","01/04/1996","10/04/2008","4101"
"_E","1","0201","01/04/1996","01/04/2011","4101"
"_E","1","0201","01/04/1996","01/04/2012","4012.7"
"_E","1","0201","01/04/1996","01/04/2013","3927.6"
"_E","1","0201","01/04/1996","01/04/2014","3909.3"
"_E","1","0201","01/04/1996","01/04/2015","3786.2"
"_E","1","0201","01/04/1996","01/04/2016","3697.9"
"_E","1","0201","01/04/1996","01/04/2018","3668.2"
"_E","1","0201","01/04/1996","01/04/2019","3626.5"
"_E","1","0201","01/04/1996","01/04/2020","3735.9"
"_E","1","0201","01/04/1996","01/04/2022","4168.6"
"_E","1","0201","01/04/1996","01/04/2023","3414.7"
"_E","1","0201","01/04/1996","01/04/2024","3102.5"
"_E","1","0201","01/04/1996","01/04/2025","3071.9"
"_E","1","0202","01/04/1996","01/04/1996","3083.8"
"_E","1","0202","01/04/1996","01/04/2019","4371.2"
"_E","1","0202","01/04/1996","01/04/2022","4747.9"
"_E","1","0203","01/04/1996","01/04/1996","3083.8"
"_E","1","0204","01/04/1996","01/04/1996","3083.8"
"_E","1","0204","01/04/1996","01/04/2020","2755.2"
"_E","1","0204","01/04/1996","01/04/2022","2964"
"_E","1","0205","01/04/1996","01/04/1996","4006.9"
"_E","1","0205","01/04/1996","10/04/2008","4369"
"_E","1","0205","01/04/1996","01/04/2011","4369"
"_E","1","0205","01/04/1996","01/04/2012","4164.2"
"_E","1","0205","01/04/1996","01/04/2013","4070.2"
"_E","1","0205","01/04/1996","01/04/2014","4019.5"
"_E","1","0205","01/04/1996","01/04/2015","3827.1"
"_E","1","0205","01/04/1996","01/04/2016","3867.7"
"_E","1","0205","01/04/1996","01/04/2018","3783.1"
"_E","1","0205","01/04/1996","01/04/2020","3729.8"
"_E","1","0205","01/04/1996","01/04/2022","4579"
"_E","1","0205","01/04/1996","01/04/2023","3805.2"
"_E","1","0205","01/04/1996","01/04/2024","3419.7"
"_E","1","0205","01/04/1996","01/04/2025","3497"
"_E","1","0206","01/04/1996","01/04/1996","4006.9"
"_E","1","0207","01/04/1996","01/04/1996","4006.9"
"_E","1","0208","01/04/1996","01/04/1996","4006.9"
"_E","1","0208","01/04/1996","01/04/2012","3914.2"
"_E","1","0208","01/04/1996","01/04/2013","3594.9"
"_J","1","0241","01/04/1996","01/04/1996","3560"
"_J","1","0241","01/04/1996","10/04/2008","6398.8"
"_J","1","0241","01/04/1996","01/04/2011","6398.8"
"_J","1","0241","01/04/1996","01/04/2012","6312.4"
"_J","1","0241","01/04/1996","01/04/2013","5933.5"
"_J","1","0241","01/04/1996","01/04/2014","5819.4"
"_J","1","0241","01/04/1996","01/04/2015","5262.6"
"_J","1","0241","01/04/1996","01/04/2016","5034.8"
"_J","1","0241","01/04/1996","01/04/2018","4646"
"_J","1","0241","01/04/1996","01/04/2019","4642.3"
"_J","1","0241","01/04/1996","01/04/2020","4640.3"
"_J","1","0241","01/04/1996","01/04/2023","4568.6"
"_J","1","0241","01/04/1996","01/04/2024","4140.3"
"_J","1","0241","01/04/1996","01/04/2025","4188.9"
"_L","1","0243","01/04/1996","01/04/1996","3300"
"_L","1","0243","01/04/1996","10/04/2008","4379.4"
"_L","1","0243","01/04/1996","01/04/2011","4379.4"
"_L","1","0243","01/04/1996","01/04/2012","4179"
"_L","1","0243","01/04/1996","01/04/2013","4042.6"
"_L","1","0243","01/04/1996","01/04/2014","3742.2"
"_L","1","0243","01/04/1996","01/04/2015","3543.9"
"_L","1","0243","01/04/1996","01/04/2016","3545.6"
"_L","1","0243","01/04/1996","01/04/2018","3484.2"
"_L","1","0243","01/04/1996","01/04/2019","3395.3"
"_L","1","0243","01/04/1996","01/04/2020","3333.7"
"_L","1","0243","01/04/1996","01/04/2022","3373.9"
"_L","1","0243","01/04/1996","01/04/2023","2926.4"
"_L","1","0243","01/04/1996","01/04/2024","2780"
"_L","1","0243","01/04/1996","01/04/2025","2792.4"
"_A","1","0244","01/04/1996","01/04/1996","1573.8"
"_A","1","0244","01/04/1996","01/07/1998","6855"
"_A","1","0244","01/04/1996","10/04/2008","5382.4"
"_A","1","0244","01/04/1996","01/04/2011","5382.4"
"_A","1","0244","01/04/1996","01/04/2012","5559.2"
"_A","1","0244","01/04/1996","01/04/2013","5620.1"
"_A","1","0244","01/04/1996","01/04/2015","5259.7"
"_A","1","0244","01/04/1996","01/04/2016","5093.2"
"_A","1","0244","01/04/1996","01/04/2018","4887.9"
"_A","1","0244","01/04/1996","01/04/2019","4893.7"
"_A","1","0244","01/04/1996","01/04/2020","4970.5"
"_A","1","0244","01/04/1996","01/04/2022","5519.7"
"_A","1","0244","01/04/1996","01/04/2023","4708.4"
"_A","1","0244","01/04/1996","01/04/2024","4196.5"
"_A","1","0244","01/04/1996","01/04/2025","4325"
"_E","1","0260","01/04/1996","01/04/1996","3538.5"
"_E","1","0260","01/04/1996","01/04/2014","4848.3"
"_E","1","0260","01/04/1996","01/04/2020","10052.4"
"_E","1","0260","01/04/1996","01/04/2022","11870"
"_E","1","0260","01/04/1996","01/04/2024","11693.3"
"_J","1","0281","01/04/1996","01/04/1996","3560"
"_J","1","0281","01/04/1996","01/04/2014","4853.6"
"_J","1","0281","01/04/1996","01/04/2015","4546.7"
"_J","1","0281","01/04/1996","01/04/2016","4833.9"
"_J","1","0281","01/04/1996","01/04/2018","4562.3"
"_J","1","0281","01/04/1996","01/04/2019","4718.2"
"_J","1","0281","01/04/1996","01/04/2020","4319.4"
"_J","1","0281","01/04/1996","01/04/2023","4350.5"
"_J","1","0281","01/04/1996","01/04/2024","3683.2"
"_J","1","0281","01/04/1996","01/04/2025","4322.9"
"_J","1","0283","01/04/1996","01/04/1996","5750"
"_J","1","0283","01/04/1996","10/04/2008","6648.8"
"_J","1","0283","01/04/1996","01/04/2014","6624.2"
"_J","1","0283","01/04/1996","01/04/2015","8510.6"
"_J","1","0283","01/04/1996","01/04/2019","4365.5"
"_J","1","0283","01/04/1996","01/04/2020","4675.1"
"_J","1","0283","01/04/1996","01/04/2023","4646.2"
"_J","1","0283","01/04/1996","01/04/2025","4330.5"
"_H","1","0300","01/04/1996","01/04/1996","6798"
"_H","1","0300","01/04/1996","08/05/1998","8794"
"_H","1","0300","01/04/1996","10/04/2008","4208.5"
"_H","1","0300","01/04/1996","01/04/2011","4208.5"
"_H","1","0300","01/04/1996","01/04/2012","3947"
"_H","1","0300","01/04/1996","01/04/2013","3851.3"
"_H","1","0300","01/04/1996","01/04/2014","4011"
"_H","1","0300","01/04/1996","01/04/2015","3669.7"
"_H","1","0300","01/04/1996","01/04/2016","3648.5"
"_H","1","0300","01/04/1996","01/04/2018","3665.6"
"_H","1","0300","01/04/1996","01/04/2019","3824.5"
"_H","1","0300","01/04/1996","01/04/2020","3579.1"
"_H","1","0300","01/04/1996","01/04/2023","3504.3"
"_H","1","0300","01/04/1996","01/04/2024","3388.7"
"_H","1","0300","01/04/1996","01/04/2025","3247.4"
"_H","1","0301","01/04/1996","01/04/1996","6798"
"_H","1","0301","01/04/1996","08/05/1998","8794"
"_H","1","0302","01/04/1996","01/04/1996","4978"
"_H","1","0302","01/04/1996","08/05/1998","10135"
"_H","1","0302","01/04/1996","10/04/2008","3435.2"
"_H","1","0302","01/04/1996","01/04/2011","3435.2"
"_H","1","0302","01/04/1996","01/04/2012","3264.5"
"_H","1","0302","01/04/1996","01/04/2013","3172.7"
"_H","1","0302","01/04/1996","01/04/2014","3260.5"
"_H","1","0302","01/04/1996","01/04/2015","2966.2"
"_H","1","0302","01/04/1996","01/04/2016","3039.1"
"_H","1","0302","01/04/1996","01/04/2018","3051.3"
"_H","1","0302","01/04/1996","01/04/2019","3148.5"
"_H","1","0302","01/04/1996","01/04/2020","3061.6"
"_H","1","0302","01/04/1996","01/04/2023","3071.4"
"_H","1","0302","01/04/1996","01/04/2024","2949.1"
"_H","1","0302","01/04/1996","01/04/2025","2806.7"
"_H","1","0309","01/04/1996","01/04/1996","4978"
"_H","1","0309","01/04/1996","08/05/1998","10135"
"_K","1","0319","21/06/2002","21/06/2002","6405"
"_K","1","0319","21/06/2002","01/04/2014","13702.7"
"_K","1","0319","21/06/2002","01/04/2015","14781.7"
"_H","1","0320","16/03/2001","16/03/2001","6405"
"_H","1","0320","16/03/2001","10/04/2008","5096.1"
"_H","1","0320","16/03/2001","01/04/2011","5096.1"
"_H","1","0320","16/03/2001","01/04/2012","5479.2"
"_H","1","0320","16/03/2001","01/04/2013","5346"
"_H","1","0320","16/03/2001","01/04/2014","5503.9"
"_H","1","0320","16/03/2001","01/04/2015","4897.3"
"_H","1","0320","16/03/2001","01/04/2016","5062.5"
"_H","1","0320","16/03/2001","01/04/2018","4853.7"
"_H","1","0320","16/03/2001","01/04/2019","4863.4"
"_H","1","0320","16/03/2001","01/04/2020","4906"
"_H","1","0320","16/03/2001","01/04/2022","5279.1"
"_H","1","0320","16/03/2001","01/04/2023","4710.6"
"_H","1","0320","16/03/2001","01/04/2024","4405.8"
"_H","1","0320","16/03/2001","01/04/2025","4359"
"_H","1","0322","16/03/2001","16/03/2001","6405"
"_H","1","0322","16/03/2001","10/04/2008","6508.1"
"_H","1","0322","16/03/2001","01/04/2014","6281.5"
"_H","1","0322","16/03/2001","01/04/2015","5154.2"
"_H","1","0322","16/03/2001","01/04/2016","5130.4"
"_H","1","0322","16/03/2001","01/04/2018","5100.8"
"_H","1","0322","16/03/2001","01/04/2019","5061.8"
"_H","1","0322","16/03/2001","01/04/2020","5145.1"
"_H","1","0322","16/03/2001","01/04/2025","4674.5"
"_K","1","0323","21/06/2002","21/06/2002","6405"
"_K","1","0323","21/06/2002","01/04/2015","8039"
"_K","1","0323","21/06/2002","01/04/2020","9528.4"
"_C","1","0324","01/04/1996","01/04/1996","2810"
"_C","1","0324","01/04/1996","10/04/2008","3541.6"
"_C","1","0324","01/04/1996","01/04/2011","3541.6"
"_C","1","0324","01/04/1996","01/04/2012","3528.5"
"_C","1","0324","01/04/1996","01/04/2013","3369.8"
"_C","1","0324","01/04/1996","01/04/2014","3529"
"_C","1","0324","01/04/1996","01/04/2015","3133.5"
"_C","1","0324","01/04/1996","01/04/2016","3257.5"
"_C","1","0324","01/04/1996","01/04/2018","3334.3"
"_C","1","0324","01/04/1996","01/04/2019","3467.1"
"_C","1","0324","01/04/1996","01/04/2020","3396.7"
"_C","1","0324","01/04/1996","01/04/2022","3714.3"
"_C","1","0324","01/04/1996","01/04/2025","2864.1"
"_J","1","0349","01/04/1996","01/04/1996","3560"
"_J","1","0349","01/04/1996","10/04/2008","5212.2"
"_J","1","0349","01/04/1996","17/04/2010","4464.1"
"_J","1","0349","01/04/1996","01/04/2011","4464.1"
"_J","1","0349","01/04/1996","01/04/2012","4128.1"
"_J","1","0349","01/04/1996","01/04/2013","4103.7"
"_J","1","0349","01/04/1996","01/04/2014","4006.3"
"_J","1","0349","01/04/1996","01/04/2015","3785"
"_J","1","0349","01/04/1996","01/04/2016","3849.6"
"_J","1","0349","01/04/1996","01/04/2018","3947.6"
"_J","1","0349","01/04/1996","01/04/2019","3778.5"
"_J","1","0349","01/04/1996","01/04/2020","3764.3"
"_J","1","0349","01/04/1996","01/04/2022","4055.1"
"_J","1","0349","01/04/1996","01/04/2023","4029.1"
"_J","1","0349","01/04/1996","01/04/2024","3170.9"
"_J","1","0349","01/04/1996","01/04/2025","3084.4"
"_A","1","0393","01/04/1996","01/04/1996","3580.5"
"_A","1","0393","01/04/1996","01/07/1998","3592"
"_A","1","0393","01/04/1996","10/04/2008","4116.9"
"_A","1","0393","01/04/1996","01/04/2011","4116.9"
"_A","1","0393","01/04/1996","01/04/2012","4053.5"
"_A","1","0393","01/04/1996","01/04/2013","3955.9"
"_A","1","0393","01/04/1996","01/04/2014","3937.5"
"_A","1","0393","01/04/1996","01/04/2015","3732.8"
"_A","1","0393","01/04/1996","01/04/2016","3748.7"
"_A","1","0393","01/04/1996","01/04/2018","3682.4"
"_A","1","0393","01/04/1996","01/04/2019","3661.8"
"_A","1","0393","01/04/1996","01/04/2020","3537.2"
"_A","1","0393","01/04/1996","01/04/2022","3847.2"
"_A","1","0393","01/04/1996","01/04/2023","3395.8"
"_A","1","0393","01/04/1996","01/04/2024","3181.8"
