"GSP Group ID","Profile Class ID","Standard Settlement Configuration ID","Effective From Settlement Date (VSCPC)","Effective From Settlement Date (AFOYCS)","Time Pattern Regime ID","Average Fraction Of Yearly Consumption"
"_P","2","0001","20/01/2021","20/01/2021","00205","0.74"
"_P","2","0001","20/01/2021","20/01/2021","00537","0.26"
"_P","4","0001","20/01/2021","20/01/2021","00205","0.73"
"_P","4","0001","20/01/2021","20/01/2021","00537","0.27"
"_P","2","0002","20/01/2021","20/01/2021","00465","1"
"_P","4","0002","20/01/2021","20/01/2021","00465","1"
"_D","2","0003","01/04/1996","01/04/1996","00166","1"
"_D","4","0003","01/04/1996","01/04/2019","00166","1"
"_D","4","0003","01/04/1996","01/04/2020","00166","1"
"_J","2","0004","01/04/1996","01/04/1996","00168","1"
"_J","4","0004","01/04/1996","01/04/2016","00168","1"
"_J","2","0005","01/04/1996","01/04/2013","00100","1"
"_J","4","0005","01/04/1996","01/04/2016","00100","1"
"_J","4","0005","01/04/1996","01/04/2025","00100","1"
"_H","2","0006","01/04/1996","01/04/2019","00257","1"
"_H","2","0006","01/04/1996","01/04/2020","00257","1"
"_H","2","0006","01/04/1996","01/04/2022","00257","1"
"_H","2","0007","01/04/1996","01/04/2015","00158","1"
"_H","2","0007","01/04/1996","01/04/2020","00158","1"
"_H","2","0007","01/04/1996","01/04/2023","00158","1"
"_H","4","0008","01/04/1996","01/04/2019","00159","1"
"_H","4","0008","01/04/1996","01/04/2020","00159","1"
"_H","4","0008","01/04/1996","01/04/2022","00159","1"
"_H","4","0008","01/04/1996","01/04/2023","00159","1"
"_H","4","0008","01/04/1996","01/04/2024","00159","1"
"_H","4","0008","01/04/1996","01/04/2025","00159","1"
"_H","2","0009","01/04/1996","01/04/2019","01111","1"
"_H","2","0009","01/04/1996","01/04/2020","01111","1"
"_H","2","0009","01/04/1996","01/04/2022","01111","1"
"_H","2","0009","01/04/1996","01/04/2023","01111","1"
"_H","2","0010","01/04/1996","01/04/1996","01104","1"
"_H","2","0011","01/04/1996","01/04/2015","01112","1"
"_H","2","0011","01/04/1996","01/04/2020","01112","1"
"_H","2","0011","01/04/1996","01/04/2022","01112","1"
"_H","2","0011","01/04/1996","01/04/2023","01112","1"
"_H","4","0012","01/04/1996","01/04/2015","01116","1"
"_H","4","0012","01/04/1996","01/04/2025","01116","1"
"_E","2","0013","01/04/1996","01/04/2019","00139","1"
"_E","2","0013","01/04/1996","01/04/2020","00139","1"
"_E","2","0013","01/04/1996","01/04/2022","00139","1"
"_E","2","0013","01/04/1996","01/04/2025","00139","1"
"_P","2","0014","20/01/2021","20/01/2021","00024","0.81"
"_P","2","0014","20/01/2021","20/01/2021","00226","0.19"
"_P","4","0014","20/01/2021","20/01/2021","00024","0.8"
"_P","4","0014","20/01/2021","20/01/2021","00226","0.2"
"_E","4","0015","01/04/1996","01/04/2019","00152","1"
"_E","4","0015","01/04/1996","01/04/2020","00152","1"
"_L","2","0016","01/04/1996","01/04/2016","00113","1"
"_L","2","0016","01/04/1996","01/04/2024","00113","1"
"_L","4","0016","01/04/1996","01/04/2015","00113","1"
"_L","4","0016","01/04/1996","01/04/2023","00113","1"
"_L","2","0017","01/04/1996","01/04/2012","00125","1"
"_L","2","0017","01/04/1996","01/04/2025","00125","1"
"_L","4","0017","01/04/1996","01/04/2016","00125","1"
"_L","2","0018","01/04/1996","01/04/2013","00126","1"
"_L","4","0018","01/04/1996","01/04/1996","00126","1"
"_L","2","0019","01/04/1996","01/04/2015","00127","1"
"_L","4","0019","01/04/1996","01/04/2013","00127","1"
"_L","4","0019","01/04/1996","01/04/2025","00127","1"
"_L","2","0020","01/04/1996","01/04/2016","00129","1"
"_L","2","0020","01/04/1996","01/04/2020","00129","1"
"_L","2","0020","01/04/1996","01/04/2024","00129","1"
"_L","4","0020","01/04/1996","01/04/2015","00129","1"
"_L","4","0020","01/04/1996","01/04/2020","00129","1"
"_L","2","0021","01/04/1996","01/04/2014","00130","1"
"_L","4","0021","01/04/1996","01/04/2019","00130","1"
"_L","4","0021","01/04/1996","01/04/2020","00130","1"
"_L","4","0021","01/04/1996","01/04/2024","00130","1"
"_L","2","0022","01/04/1996","01/04/2015","00131","1"
"_L","2","0022","01/04/1996","01/04/2022","00131","1"
"_L","2","0022","01/04/1996","01/04/2025","00131","1"
"_L","4","0022","01/04/1996","01/04/2019","00131","1"
"_L","4","0022","01/04/1996","01/04/2024","00131","1"
"_L","2","0023","01/04/1996","01/04/2018","00136","1"
"_L","2","0023","01/04/1996","01/04/2022","00136","1"
"_L","2","0023","01/04/1996","01/04/2025","00136","1"
"_M","2","0023","01/04/1996","01/04/2019","00136","1"
"_M","2","0023","01/04/1996","01/04/2020","00136","1"
"_M","2","0023","01/04/1996","01/04/2022","00136","1"
"_M","2","0023","01/04/1996","01/04/2023","00136","1"
"_M","4","0023","01/04/1996","01/04/2019","00136","1"
"_L","4","0023","01/04/1996","01/04/2019","00136","1"
"_L","4","0023","01/04/1996","01/04/2020","00136","1"
"_L","4","0023","01/04/1996","01/04/2024","00136","1"
"_L","4","0023","01/04/1996","01/04/2025","00136","1"
"_L","2","0024","01/04/1996","01/04/2012","00137","1"
"_L","4","0024","01/04/1996","01/04/1996","00137","1"
"_L","2","0025","01/04/1996","01/04/2013","00138","1"
"_L","4","0025","01/04/1996","01/04/1996","00138","1"
"_J","2","0026","01/04/1996","01/04/2016","00141","1"
"_J","2","0026","01/04/1996","01/04/2023","00141","1"
"_J","4","0026","01/04/1996","01/04/2019","00141","1"
"_J","4","0026","01/04/1996","01/04/2020","00141","1"
"_P","2","0027","20/01/2021","20/01/2021","00496","1"
"_P","4","0027","20/01/2021","20/01/2021","00496","1"
"_J","2","0028","01/04/1996","01/04/2019","00143","1"
"_J","4","0028","01/04/1996","01/04/2019","00143","1"
"_J","4","0028","01/04/1996","01/04/2023","00143","1"
"_J","4","0028","01/04/1996","01/04/2024","00143","1"
"_K","2","0029","01/04/1996","01/04/2019","00144","1"
"_K","2","0029","01/04/1996","01/04/2022","00144","1"
"_K","2","0029","01/04/1996","01/04/2023","00144","1"
"_K","2","0029","01/04/1996","01/04/2025","00144","1"
"_K","4","0029","01/04/1996","01/04/2019","00144","1"
"_K","4","0029","01/04/1996","01/04/2020","00144","1"
"_K","4","0029","01/04/1996","01/04/2024","00144","1"
"_K","4","0029","01/04/1996","01/04/2025","00144","1"
"_F","2","0030","01/04/1996","01/04/2019","00145","1"
"_F","2","0030","01/04/1996","01/04/2022","00145","1"
"_F","4","0030","01/04/1996","01/04/2018","00145","1"
"_F","4","0030","01/04/1996","01/04/2020","00145","1"
"_F","2","0031","01/04/1996","01/04/1996","00146","1"
"_F","4","0031","01/04/1996","01/04/1996","00146","1"
"_F","4","0031","01/04/1996","01/04/2020","00146","1"
"_J","2","0032","01/04/1996","01/04/2019","00147","1"
"_J","2","0032","01/04/1996","01/04/2022","00147","1"
"_J","4","0032","01/04/1996","01/04/2019","00147","1"
"_J","4","0032","01/04/1996","01/04/2025","00147","1"
"_L","2","0033","01/04/1996","01/04/2019","00228","1"
"_L","2","0033","01/04/1996","01/04/2020","00228","1"
"_L","2","0033","01/04/1996","01/04/2022","00228","1"
"_L","2","0033","01/04/1996","01/04/2024","00228","1"
"_L","2","0033","01/04/1996","01/04/2025","00228","1"
"_F","2","0033","01/04/1996","01/04/1996","00228","1"
"_F","4","0033","01/04/1996","01/04/2022","00228","1"
"_F","4","0033","01/04/1996","01/04/1996","00228","1"
"_F","4","0033","01/04/1996","01/04/2024","00228","1"
"_F","4","0033","01/04/1996","01/04/2025","00228","1"
"_L","4","0033","01/04/1996","01/04/2018","00228","1"
"_L","4","0033","01/04/1996","01/04/2020","00228","1"
"_L","4","0033","01/04/1996","01/04/2022","00228","1"
"_L","4","0033","01/04/1996","01/04/2023","00228","1"
"_L","4","0033","01/04/1996","01/04/2024","00228","1"
"_L","4","0033","01/04/1996","01/04/2025","00228","1"
"_J","2","0034","01/04/1996","01/04/2019","00149","1"
"_J","2","0034","01/04/1996","01/04/2020","00149","1"
"_L","2","0034","01/04/1996","01/04/2019","00149","1"
"_L","2","0034","01/04/1996","01/04/2020","00149","1"
"_L","2","0034","01/04/1996","01/04/2022","00149","1"
"_L","2","0034","01/04/1996","01/04/2025","00149","1"
"_J","4","0034","01/04/1996","01/04/2015","00149","1"
"_J","4","0034","01/04/1996","01/04/2024","00149","1"
"_J","4","0034","01/04/1996","01/04/2025","00149","1"
"_L","4","0034","01/04/1996","01/04/2015","00149","1"
"_L","4","0034","01/04/1996","01/04/2023","00149","1"
"_L","4","0034","01/04/1996","01/04/2024","00149","1"
"_D","2","0035","01/04/1996","01/04/2019","00150","1"
"_D","2","0035","01/04/1996","01/04/2022","00150","1"
"_D","4","0035","01/04/1996","01/04/2019","00150","1"
"_L","2","0036","01/04/1996","01/04/2019","00151","1"
"_L","2","0036","01/04/1996","01/04/2022","00151","1"
"_L","2","0036","01/04/1996","01/04/2025","00151","1"
"_L","4","0036","01/04/1996","01/04/2018","00151","1"
"_L","4","0036","01/04/1996","01/04/2020","00151","1"
"_L","4","0036","01/04/1996","01/04/2022","00151","1"
"_L","4","0036","01/04/1996","01/04/2023","00151","1"
"_L","2","0037","01/04/1996","01/04/2018","00153","1"
"_L","2","0037","01/04/1996","01/04/2025","00153","1"
"_L","4","0037","01/04/1996","01/04/2015","00153","1"
"_J","2","0038","01/04/1996","01/04/2019","00154","1"
"_J","2","0038","01/04/1996","01/04/2020","00154","1"
"_J","2","0038","01/04/1996","01/04/2022","00154","1"
"_J","2","0038","01/04/1996","01/04/2025","00154","1"
"_J","4","0038","01/04/1996","01/04/2019","00154","1"
"_J","4","0038","01/04/1996","01/04/2020","00154","1"
"_J","4","0038","01/04/1996","01/04/2022","00154","1"
"_J","4","0038","01/04/1996","01/04/2023","00154","1"
"_J","4","0038","01/04/1996","01/04/2024","00154","1"
"_J","2","0039","01/04/1996","01/04/2019","00155","1"
"_J","2","0039","01/04/1996","01/04/2025","00155","1"
"_J","4","0039","01/04/1996","01/04/2016","00155","1"
"_J","4","0039","01/04/1996","01/04/2020","00155","1"
"_J","4","0039","01/04/1996","01/04/2022","00155","1"
"_L","2","0040","01/04/1996","01/04/1996","00157","1"
"_L","4","0040","01/04/1996","01/04/1996","00157","1"
"_L","2","0041","01/04/1996","01/04/2019","00171","1"
"_L","2","0041","01/04/1996","01/04/2025","00171","1"
"_L","4","0041","01/04/1996","01/04/2016","00171","1"
"_L","4","0041","01/04/1996","01/04/2024","00171","1"
"_L","2","0042","01/04/1996","01/04/2019","00173","1"
"_L","2","0042","01/04/1996","01/04/2024","00173","1"
"_L","2","0042","01/04/1996","01/04/2025","00173","1"
"_L","4","0042","01/04/1996","01/04/2019","00173","1"
"_L","4","0042","01/04/1996","01/04/2022","00173","1"
"_L","4","0042","01/04/1996","01/04/2025","00173","1"
"_L","2","0043","01/04/1996","01/04/2016","00174","1"
"_L","2","0043","01/04/1996","01/04/2020","00174","1"
"_L","4","0043","01/04/1996","01/04/2016","00174","1"
"_L","4","0043","01/04/1996","01/04/2020","00174","1"
"_L","2","0044","01/04/1996","01/04/2018","00185","1"
"_L","2","0044","01/04/1996","01/04/2025","00185","1"
"_L","4","0044","01/04/1996","01/04/2019","00185","1"
"_M","2","0045","01/04/1996","01/04/1996","00019","1"
"_M","4","0045","01/04/1996","01/04/2015","00019","1"
"_M","4","0045","01/04/1996","01/04/2024","00019","1"
"_M","4","0045","01/04/1996","01/04/2025","00019","1"
"_M","2","0046","01/04/1996","01/04/2019","00078","1"
"_M","4","0046","01/04/1996","01/04/2013","00078","1"
"_M","4","0046","01/04/1996","01/04/2024","00078","1"
"_M","2","0047","01/04/1996","01/04/1996","00015","1"
"_M","4","0047","01/04/1996","01/04/2019","00015","1"
"_K","2","0048","01/04/1996","01/04/1996","00079","1"
"_K","4","0048","01/04/1996","01/04/2015","00079","1"
"_G","2","0049","01/04/1996","01/04/2016","00128","1"
"_G","2","0049","01/04/1996","01/04/2020","00128","1"
"_G","2","0049","01/04/1996","01/04/2022","00128","1"
"_G","4","0049","01/04/1996","01/04/2015","00128","1"
"_G","4","0049","01/04/1996","01/04/2020","00128","1"
"_G","4","0049","01/04/1996","01/04/2022","00128","1"
"_G","4","0049","01/04/1996","01/04/2023","00128","1"
"_G","4","0049","01/04/1996","01/04/2024","00128","1"
"_J","2","0050","01/04/1996","01/04/2019","00014","1"
"_J","2","0050","01/04/1996","01/04/2024","00014","1"
"_J","4","0050","01/04/1996","01/04/2019","00014","1"
"_A","4","0051","01/04/1996","01/04/2019","00112","0.567115"
"_A","4","0051","01/04/1996","01/04/2020","00112","0.561713"
"_A","4","0051","01/04/1996","01/04/2022","00112","0.567526"
"_A","4","0051","01/04/1996","01/04/2023","00112","0.568225"
"_A","4","0051","01/04/1996","01/04/2024","00112","0.568518"
"_A","4","0051","01/04/1996","01/04/2025","00112","0.572265"
"_A","4","0051","01/04/1996","01/04/2019","00120","0.432885"
"_A","4","0051","01/04/1996","01/04/2020","00120","0.438287"
"_A","4","0051","01/04/1996","01/04/2022","00120","0.432474"
"_A","4","0051","01/04/1996","01/04/2023","00120","0.431775"
"_A","4","0051","01/04/1996","01/04/2024","00120","0.431482"
"_A","4","0051","01/04/1996","01/04/2025","00120","0.427735"
"_B","2","0052","01/04/1996","01/04/2019","00114","1"
"_B","2","0052","01/04/1996","01/04/2020","00114","1"
"_B","4","0052","01/04/1996","01/04/2015","00114","1"
"_B","2","0053","01/04/1996","01/04/2015","00115","1"
"_B","4","0053","01/04/1996","01/04/2013","00115","1"
"_P","2","0054","20/01/2021","20/01/2021","00205","0.24"
"_P","2","0054","20/01/2021","20/01/2021","00537","0.76"
"_P","4","0054","20/01/2021","20/01/2021","00205","0.4"
"_P","4","0054","20/01/2021","20/01/2021","00537","0.6"
"_B","2","0055","01/04/1996","01/04/2015","00117","1"
"_B","4","0055","01/04/1996","01/04/2015","00117","1"
"_B","4","0055","01/04/1996","01/04/2023","00117","1"
"_B","4","0055","01/04/1996","01/04/2024","00117","1"
"_B","4","0055","01/04/1996","01/04/2025","00117","1"
"_B","2","0056","01/04/1996","01/04/2019","00118","1"
"_B","2","0056","01/04/1996","01/04/2025","00118","1"
"_B","4","0056","01/04/1996","01/04/2019","00118","1"
"_D","2","0057","01/04/1996","01/04/2019","00119","1"
"_D","4","0057","01/04/1996","01/04/2019","00119","1"
"_D","4","0057","01/04/1996","01/04/2023","00119","1"
"_D","4","0057","01/04/1996","01/04/2024","00119","1"
"_J","1","0058","01/04/1996","01/04/2019","00021","0.598552"
"_J","1","0058","01/04/1996","01/04/2020","00021","0.574505"
"_J","1","0058","01/04/1996","01/04/2022","00021","0.603948"
"_J","1","0058","01/04/1996","01/04/2023","00021","0.597688"
"_J","1","0058","01/04/1996","01/04/2024","00021","0.60131"
"_J","1","0058","01/04/1996","01/04/2025","00021","0.569054"
"_J","1","0058","01/04/1996","01/04/2019","00175","0.401448"
"_J","1","0058","01/04/1996","01/04/2020","00175","0.425495"
"_J","1","0058","01/04/1996","01/04/2022","00175","0.396052"
"_J","1","0058","01/04/1996","01/04/2023","00175","0.402312"
"_J","1","0058","01/04/1996","01/04/2024","00175","0.39869"
"_J","1","0058","01/04/1996","01/04/2025","00175","0.430946"
"_J","3","0058","17/03/2010","01/04/2015","00021","0.625675"
"_J","3","0058","17/03/2010","01/04/2024","00021","0.603776"
"_J","3","0058","17/03/2010","01/04/2025","00021","0.610357"
"_J","3","0058","17/03/2010","01/04/2015","00175","0.374325"
"_J","3","0058","17/03/2010","01/04/2024","00175","0.396224"
"_J","3","0058","17/03/2010","01/04/2025","00175","0.389643"
"_K","2","0059","01/04/1996","01/04/2015","00121","1"
"_K","2","0059","01/04/1996","01/04/2020","00121","1"
"_K","4","0059","01/04/1996","01/04/1996","00121","1"
"_K","4","0059","01/04/1996","01/04/2023","00121","1"
"_G","2","0060","01/04/1996","01/04/1996","00122","1"
"_G","4","0060","01/04/1996","01/04/2013","00122","1"
"_P","2","0061","20/01/2021","20/01/2021","00472","1"
"_P","4","0061","20/01/2021","20/01/2021","00472","1"
"_L","2","0062","01/04/1996","01/04/2015","01119","1"
"_L","2","0062","01/04/1996","01/04/2022","01119","1"
"_L","4","0062","01/04/1996","01/04/2016","01119","1"
"_L","4","0062","01/04/1996","01/04/2020","01119","1"
"_L","4","0062","01/04/1996","01/04/2023","01119","1"
"_L","4","0062","01/04/1996","01/04/2025","01119","1"
"_B","2","0063","01/04/1996","01/04/2015","00172","1"
"_B","2","0063","01/04/1996","01/04/2020","00172","1"
"_B","4","0063","01/04/1996","01/04/2015","00172","1"
"_B","4","0063","01/04/1996","01/04/2020","00172","1"
"_B","4","0063","01/04/1996","01/04/2023","00172","1"
"_B","4","0063","01/04/1996","01/04/2024","00172","1"
"_H","2","0064","01/04/1996","01/04/1996","01105","1"
"_H","4","0064","01/04/1996","01/04/2019","01105","1"
"_H","4","0064","01/04/1996","01/04/2020","01105","1"
"_H","4","0064","01/04/1996","01/04/2023","01105","1"
"_H","2","0065","01/04/1996","01/04/2016","00010","1"
"_H","2","0065","01/04/1996","01/04/2020","00010","1"
"_H","4","0065","01/04/1996","01/04/2018","00010","1"
"_H","4","0065","01/04/1996","01/04/2020","00010","1"
"_H","4","0065","01/04/1996","01/04/2022","00010","1"
"_H","4","0065","01/04/1996","01/04/2023","00010","1"
"_H","4","0065","01/04/1996","01/04/2024","00010","1"
"_H","2","0066","01/04/1996","01/04/2019","01106","1"
"_H","4","0066","01/04/1996","01/04/2019","01106","1"
"_L","2","0067","01/04/1996","01/04/1996","00102","1"
"_L","4","0067","01/04/1996","01/04/2015","00102","1"
"_L","4","0067","01/04/1996","01/04/2020","00102","1"
"_L","4","0067","01/04/1996","01/04/2025","00102","1"
"_P","2","0068","20/01/2021","20/01/2021","00483","1"
"_P","4","0068","20/01/2021","20/01/2021","00483","1"
"_P","2","0070","20/01/2021","20/01/2021","00481","1"
"_P","4","0070","20/01/2021","20/01/2021","00481","1"
"_A","2","0071","01/04/1996","01/04/2019","00109","1"
"_A","2","0071","01/04/1996","01/04/2020","00109","1"
"_A","2","0071","01/04/1996","01/04/2022","00109","1"
"_A","4","0071","01/04/1996","01/04/2018","00109","1"
"_A","4","0071","01/04/1996","01/04/2020","00109","1"
"_A","4","0071","01/04/1996","01/04/2022","00109","1"
"_A","4","0071","01/04/1996","01/04/2024","00109","1"
"_A","4","0071","01/04/1996","01/04/2025","00109","1"
"_M","2","0072","01/04/1996","01/04/2015","00111","1"
"_M","2","0072","01/04/1996","01/04/2020","00111","1"
"_M","2","0072","01/04/1996","01/04/2025","00111","1"
"_M","4","0072","01/04/1996","01/04/2019","00111","1"
"_M","4","0072","01/04/1996","01/04/2022","00111","1"
"_M","4","0072","01/04/1996","01/04/2023","00111","1"
"_M","4","0072","01/04/1996","01/04/2024","00111","1"
"_M","4","0072","01/04/1996","01/04/2025","00111","1"
"_L","2","0073","01/04/1996","01/04/2016","00156","1"
"_L","2","0073","01/04/1996","01/04/2020","00156","1"
"_L","4","0073","01/04/1996","01/04/2019","00156","1"
"_L","4","0073","01/04/1996","01/04/2020","00156","1"
"_M","2","0074","01/04/1996","01/04/1996","00017","1"
"_M","4","0074","01/04/1996","01/04/1996","00017","1"
"_A","4","0075","01/04/1996","01/04/2015","00062","1"
"_A","5","0075","01/04/1996","01/04/2016","00062","1"
"_A","6","0075","09/06/1999","09/06/1999","00062","1"
"_A","7","0075","01/04/1996","01/04/1996","00062","1"
"_A","8","0075","01/04/1996","01/04/1996","00062","1"
"_A","4","0076","01/04/1996","01/04/2016","00063","1"
"_A","5","0076","01/04/1996","01/04/1996","00063","1"
"_A","6","0076","09/06/1999","09/06/1999","00063","1"
"_A","7","0076","09/06/1999","09/06/1999","00063","1"
"_A","8","0076","09/06/1999","09/06/1999","00063","1"
"_M","2","0077","01/04/1996","01/04/2019","00134","1"
"_M","4","0077","01/04/1996","01/04/2019","00134","1"
"_M","2","0078","01/04/1996","01/04/1996","00013","1"
"_M","4","0078","01/04/1996","01/04/2014","00013","1"
"_D","2","0079","01/04/1996","01/04/2019","00097","0.618256"
"_D","2","0079","01/04/1996","01/04/2020","00097","0.607355"
"_D","2","0079","01/04/1996","01/04/2022","00097","0.593837"
"_D","2","0079","01/04/1996","01/04/2019","00164","0.381744"
"_D","2","0079","01/04/1996","01/04/2020","00164","0.392645"
"_D","2","0079","01/04/1996","01/04/2022","00164","0.406163"
"_J","2","0080","01/04/1996","01/04/1996","00096","1"
"_J","4","0080","01/04/1996","01/04/1996","00096","1"
"_F","2","0081","01/04/1996","01/04/2019","00060","1"
"_F","2","0081","01/04/1996","01/04/2022","00060","1"
"_F","4","0081","01/04/1996","01/04/2019","00060","1"
"_F","4","0081","01/04/1996","01/04/2025","00060","1"
"_H","2","0082","01/04/1996","01/04/2018","00083","1"
"_H","2","0082","01/04/1996","01/04/2020","00083","1"
"_H","4","0083","01/04/1996","01/04/2018","00084","1"
"_H","4","0083","01/04/1996","01/04/2020","00084","1"
"_H","4","0083","01/04/1996","01/04/2022","00084","1"
"_H","4","0083","01/04/1996","01/04/2024","00084","1"
"_H","4","0083","01/04/1996","01/04/2025","00084","1"
"_G","2","0084","01/04/1996","01/04/2022","00085","1"
"_G","2","0084","01/04/1996","01/04/2019","00085","1"
"_G","2","0084","01/04/1996","01/04/2020","00085","1"
"_G","4","0084","01/04/1996","01/04/2019","00085","1"
"_G","4","0084","01/04/1996","01/04/2020","00085","1"
"_G","4","0084","01/04/1996","01/04/2023","00085","1"
"_G","4","0084","01/04/1996","01/04/2024","00085","1"
"_H","2","0085","01/04/1996","01/04/2018","00086","1"
"_H","2","0085","01/04/1996","01/04/2020","00086","1"
"_H","2","0085","01/04/1996","01/04/2022","00086","1"
"_H","2","0085","01/04/1996","01/04/2023","00086","1"
"_H","2","0086","01/04/1996","01/04/2015","01107","1"
"_H","2","0086","01/04/1996","01/04/2022","01107","1"
"_H","2","0087","01/04/1996","01/04/2016","01109","1"
"_H","4","0088","01/04/1996","01/04/1996","01113","1"
"_P","2","0089","20/01/2021","20/01/2021","00474","1"
"_P","4","0089","20/01/2021","20/01/2021","00474","1"
"_H","2","0091","01/04/1996","01/04/2014","00003","1"
"_H","2","0092","01/04/1996","01/04/1996","00004","1"
"_H","4","0092","01/04/1996","01/04/1996","00004","1"
"_J","1","0093","01/04/1996","01/04/2019","00030","0.586222"
"_J","1","0093","01/04/1996","01/04/2020","00030","0.571627"
"_J","1","0093","01/04/1996","01/04/2022","00030","0.603459"
"_J","1","0093","01/04/1996","01/04/2023","00030","0.62647"
"_J","1","0093","01/04/1996","01/04/2024","00030","0.634672"
"_J","1","0093","01/04/1996","01/04/2025","00030","0.630466"
"_J","1","0093","01/04/1996","01/04/2019","00214","0.413778"
"_J","1","0093","01/04/1996","01/04/2024","00214","0.365328"
"_J","1","0093","01/04/1996","01/04/2020","00214","0.428373"
"_J","1","0093","01/04/1996","01/04/2022","00214","0.396541"
"_J","1","0093","01/04/1996","01/04/2023","00214","0.37353"
"_J","1","0093","01/04/1996","01/04/2025","00214","0.369534"
"_G","2","0093","01/04/1996","01/04/2019","00030","0.603239"
"_G","2","0093","01/04/1996","01/04/2019","00214","0.396761"
"_J","2","0093","01/04/1996","01/04/2019","00030","0.693247"
"_J","2","0093","01/04/1996","01/04/2020","00030","0.684841"
"_J","2","0093","01/04/1996","01/04/2022","00030","0.678206"
"_J","2","0093","01/04/1996","01/04/2023","00030","0.681628"
"_J","2","0093","01/04/1996","01/04/2024","00030","0.665176"
"_J","2","0093","01/04/1996","01/04/2025","00030","0.677081"
"_J","2","0093","01/04/1996","01/04/2019","00214","0.306753"
"_J","2","0093","01/04/1996","01/04/2020","00214","0.315159"
"_J","2","0093","01/04/1996","01/04/2022","00214","0.321794"
"_J","2","0093","01/04/1996","01/04/2023","00214","0.318372"
"_J","2","0093","01/04/1996","01/04/2024","00214","0.334824"
"_J","2","0093","01/04/1996","01/04/2025","00214","0.322919"
"_J","3","0093","01/04/1996","01/04/2018","00030","0.735567"
"_J","3","0093","01/04/1996","01/04/2023","00030","0.597662"
"_J","3","0093","01/04/1996","01/04/2024","00030","0.537507"
"_J","3","0093","01/04/1996","01/04/2018","00214","0.264433"
"_J","3","0093","01/04/1996","01/04/2023","00214","0.402338"
"_J","3","0093","01/04/1996","01/04/2024","00214","0.462493"
"_G","4","0093","01/04/1996","01/04/2019","00030","0.722872"
"_G","4","0093","01/04/1996","01/04/2024","00030","0.675066"
"_G","4","0093","01/04/1996","01/04/2019","00214","0.277128"
"_G","4","0093","01/04/1996","01/04/2024","00214","0.324934"
"_J","4","0093","01/04/1996","01/04/2019","00030","0.759231"
"_J","4","0093","01/04/1996","01/04/2020","00030","0.756129"
"_J","4","0093","01/04/1996","01/04/2025","00030","0.762585"
"_J","4","0093","01/04/1996","01/04/2019","00214","0.240769"
"_J","4","0093","01/04/1996","01/04/2020","00214","0.243871"
"_J","4","0093","01/04/1996","01/04/2025","00214","0.237415"
"_H","2","0094","01/04/1996","01/04/1996","01108","1"
"_H","2","0095","01/04/1996","01/04/2019","01110","1"
"_H","2","0095","01/04/1996","01/04/2020","01110","1"
"_H","2","0095","01/04/1996","01/04/2022","01110","1"
"_H","2","0095","01/04/1996","01/04/2025","01110","1"
"_H","4","0096","01/04/1996","01/04/2015","01114","1"
"_G","2","0097","01/04/1996","01/04/2015","00054","1"
"_G","4","0097","01/04/1996","01/04/2013","00054","1"
"_G","2","0098","01/04/1996","01/04/2015","00012","1"
"_G","4","0098","01/04/1996","01/04/2019","00012","1"
"_G","4","0098","01/04/1996","01/04/2020","00012","1"
"_K","2","0099","01/04/1996","01/04/2019","00075","1"
"_K","2","0099","01/04/1996","01/04/2022","00075","1"
"_K","4","0099","01/04/1996","01/04/2015","00075","1"
"_K","4","0099","01/04/1996","01/04/2020","00075","1"
"_K","4","0099","01/04/1996","01/04/2024","00075","1"
"_E","2","0100","01/04/1996","01/04/2019","00076","1"
"_E","2","0100","01/04/1996","01/04/2020","00076","1"
"_E","2","0100","01/04/1996","01/04/2022","00076","1"
"_E","4","0100","01/04/1996","01/04/2018","00076","1"
"_E","4","0100","01/04/1996","01/04/2020","00076","1"
"_E","4","0100","01/04/1996","01/04/2025","00076","1"
"_J","2","0101","01/04/1996","01/04/2016","00007","1"
"_J","2","0101","01/04/1996","01/04/2020","00007","1"
"_J","4","0101","01/04/1996","01/04/2016","00007","1"
"_J","4","0101","01/04/1996","01/04/2022","00007","1"
"_J","2","0102","01/04/1996","01/04/2019","00008","1"
"_J","2","0102","01/04/1996","01/04/2020","00008","1"
"_J","2","0102","01/04/1996","01/04/2022","00008","1"
"_J","2","0102","01/04/1996","01/04/2024","00008","1"
"_J","2","0102","01/04/1996","01/04/2025","00008","1"
"_J","4","0102","01/04/1996","01/04/2015","00008","1"
"_J","4","0102","01/04/1996","01/04/2020","00008","1"
"_J","2","0103","01/04/1996","01/04/2018","00009","1"
"_J","2","0103","01/04/1996","01/04/2020","00009","1"
"_J","2","0103","01/04/1996","01/04/2024","00009","1"
"_J","4","0103","01/04/1996","01/04/2015","00009","1"
"_J","4","0103","01/04/1996","01/04/2022","00009","1"
"_L","2","0104","01/04/1996","01/04/2022","00061","1"
"_L","2","0104","01/04/1996","01/04/2019","00061","1"
"_L","2","0104","01/04/1996","01/04/2020","00061","1"
"_L","2","0104","01/04/1996","01/04/2025","00061","1"
"_L","4","0104","01/04/1996","01/04/2015","00061","1"
"_A","2","0105","01/04/1996","01/04/2019","00065","1"
"_A","2","0105","01/04/1996","01/04/2020","00065","1"
"_A","2","0105","01/04/1996","01/04/2022","00065","1"
"_A","4","0105","01/04/1996","01/04/2019","00065","1"
