"GSP Group ID","Profile Class ID","Standard Settlement Configuration ID","Effective From Settlement Date (VSCPC)","Effective From Settlement Date (AFOYCS)","Time Pattern Regime ID","Average Fraction Of Yearly Consumption"
"_M","4","0151","01/04/1996","01/04/2020","00210","0.259717"
"_M","4","0151","01/04/1996","01/04/2022","00210","0.26663"
"_M","4","0151","01/04/1996","01/04/2023","00210","0.262011"
"_M","4","0151","01/04/1996","01/04/2024","00210","0.263631"
"_M","4","0151","01/04/1996","01/04/2025","00210","0.259715"
"_N","4","0151","01/04/1996","20/03/2024","00043","0.7"
"_N","4","0151","01/04/1996","20/03/2024","00210","0.3"
"_P","4","0151","01/04/1996","01/04/2019","00043","0.748117"
"_P","4","0151","01/04/1996","01/04/2020","00043","0.744358"
"_P","4","0151","01/04/1996","01/04/2022","00043","0.715086"
"_P","4","0151","01/04/1996","01/04/2023","00043","0.719124"
"_P","4","0151","01/04/1996","01/04/2024","00043","0.713672"
"_P","4","0151","01/04/1996","01/04/2019","00210","0.251883"
"_P","4","0151","01/04/1996","01/04/2020","00210","0.255642"
"_P","4","0151","01/04/1996","01/04/2022","00210","0.284914"
"_P","4","0151","01/04/1996","01/04/2023","00210","0.280876"
"_P","4","0151","01/04/1996","01/04/2024","00210","0.286328"
"_A","4","0151","01/04/1996","01/04/2019","00043","0.756012"
"_A","4","0151","01/04/1996","01/04/2020","00043","0.752534"
"_A","4","0151","01/04/1996","01/04/2022","00043","0.744834"
"_A","4","0151","01/04/1996","01/04/2023","00043","0.75283"
"_A","4","0151","01/04/1996","01/04/2024","00043","0.75497"
"_A","4","0151","01/04/1996","01/04/2025","00043","0.755631"
"_A","4","0151","01/04/1996","01/04/2019","00210","0.243988"
"_A","4","0151","01/04/1996","01/04/2020","00210","0.247466"
"_A","4","0151","01/04/1996","01/04/2022","00210","0.255166"
"_A","4","0151","01/04/1996","01/04/2023","00210","0.24717"
"_A","4","0151","01/04/1996","01/04/2024","00210","0.24503"
"_A","4","0151","01/04/1996","01/04/2025","00210","0.244369"
"_B","4","0151","01/04/1996","01/04/2019","00043","0.758042"
"_B","4","0151","01/04/1996","01/04/2020","00043","0.75693"
"_B","4","0151","01/04/1996","01/04/2022","00043","0.752638"
"_B","4","0151","01/04/1996","01/04/2023","00043","0.758706"
"_B","4","0151","01/04/1996","01/04/2024","00043","0.754527"
"_B","4","0151","01/04/1996","01/04/2025","00043","0.761135"
"_B","4","0151","01/04/1996","01/04/2019","00210","0.241958"
"_B","4","0151","01/04/1996","01/04/2020","00210","0.24307"
"_B","4","0151","01/04/1996","01/04/2022","00210","0.247362"
"_B","4","0151","01/04/1996","01/04/2023","00210","0.241294"
"_B","4","0151","01/04/1996","01/04/2024","00210","0.245473"
"_B","4","0151","01/04/1996","01/04/2025","00210","0.238865"
"_C","4","0151","01/04/1996","01/04/2019","00043","0.788321"
"_C","4","0151","01/04/1996","01/04/2020","00043","0.792675"
"_C","4","0151","01/04/1996","01/04/2022","00043","0.773652"
"_C","4","0151","01/04/1996","01/04/2023","00043","0.777566"
"_C","4","0151","01/04/1996","01/04/2024","00043","0.775046"
"_C","4","0151","01/04/1996","01/04/2019","00210","0.211679"
"_C","4","0151","01/04/1996","01/04/2020","00210","0.207325"
"_C","4","0151","01/04/1996","01/04/2022","00210","0.226348"
"_C","4","0151","01/04/1996","01/04/2023","00210","0.222434"
"_C","4","0151","01/04/1996","01/04/2024","00210","0.224954"
"_D","4","0151","01/04/1996","01/04/2019","00043","0.745078"
"_D","4","0151","01/04/1996","01/04/2020","00043","0.743694"
"_D","4","0151","01/04/1996","01/04/2022","00043","0.735993"
"_D","4","0151","01/04/1996","01/04/2023","00043","0.735959"
"_D","4","0151","01/04/1996","01/04/2024","00043","0.735237"
"_D","4","0151","01/04/1996","01/04/2019","00210","0.254922"
"_D","4","0151","01/04/1996","01/04/2020","00210","0.256306"
"_D","4","0151","01/04/1996","01/04/2022","00210","0.264007"
"_D","4","0151","01/04/1996","01/04/2023","00210","0.264041"
"_D","4","0151","01/04/1996","01/04/2024","00210","0.264763"
"_E","4","0151","01/04/1996","01/04/2019","00043","0.730268"
"_E","4","0151","01/04/1996","01/04/2020","00043","0.728676"
"_E","4","0151","01/04/1996","01/04/2022","00043","0.721678"
"_E","4","0151","01/04/1996","01/04/2023","00043","0.729758"
"_E","4","0151","01/04/1996","01/04/2024","00043","0.724995"
"_E","4","0151","01/04/1996","01/04/2025","00043","0.732652"
"_E","4","0151","01/04/1996","01/04/2019","00210","0.269732"
"_E","4","0151","01/04/1996","01/04/2020","00210","0.271324"
"_E","4","0151","01/04/1996","01/04/2022","00210","0.278322"
"_E","4","0151","01/04/1996","01/04/2023","00210","0.270242"
"_E","4","0151","01/04/1996","01/04/2024","00210","0.275005"
"_E","4","0151","01/04/1996","01/04/2025","00210","0.267348"
"_A","5","0151","01/04/1996","01/04/2016","00043","0.796419"
"_A","5","0151","01/04/1996","01/04/2016","00210","0.203581"
"_B","5","0151","01/04/1996","01/04/2018","00043","0.790512"
"_B","5","0151","01/04/1996","01/04/2023","00043","0.833733"
"_B","5","0151","01/04/1996","01/04/2018","00210","0.209488"
"_B","5","0151","01/04/1996","01/04/2023","00210","0.166267"
"_C","5","0151","01/04/1996","01/04/2015","00043","0.792976"
"_C","5","0151","01/04/1996","01/04/2015","00210","0.207024"
"_E","5","0151","01/04/1996","01/04/2019","00043","0.780641"
"_E","5","0151","01/04/1996","01/04/2020","00043","0.714604"
"_E","5","0151","01/04/1996","01/04/2019","00210","0.219359"
"_E","5","0151","01/04/1996","01/04/2020","00210","0.285396"
"_F","5","0151","01/04/1996","01/04/2019","00043","0.66792"
"_F","5","0151","01/04/1996","01/04/2019","00210","0.33208"
"_G","5","0151","01/04/1996","01/04/2019","00043","0.746526"
"_G","5","0151","01/04/1996","01/04/2022","00043","0.799388"
"_G","5","0151","01/04/1996","01/04/2023","00043","0.786017"
"_G","5","0151","01/04/1996","01/04/2019","00210","0.253474"
"_G","5","0151","01/04/1996","01/04/2022","00210","0.200612"
"_G","5","0151","01/04/1996","01/04/2023","00210","0.213983"
"_H","5","0151","01/04/1996","01/04/2016","00043","0.802818"
"_H","5","0151","01/04/1996","01/04/2024","00043","0.780778"
"_H","5","0151","01/04/1996","01/04/2025","00043","0.778969"
"_H","5","0151","01/04/1996","01/04/2016","00210","0.197182"
"_H","5","0151","01/04/1996","01/04/2024","00210","0.219222"
"_H","5","0151","01/04/1996","01/04/2025","00210","0.221031"
"_J","5","0151","01/04/1996","01/04/2019","00043","0.729872"
"_J","5","0151","01/04/1996","01/04/2020","00043","0.718037"
"_J","5","0151","01/04/1996","01/04/2019","00210","0.270128"
"_J","5","0151","01/04/1996","01/04/2020","00210","0.281963"
"_K","5","0151","01/04/1996","01/04/2016","00043","0.796327"
"_K","5","0151","01/04/1996","01/04/2016","00210","0.203673"
"_L","5","0151","01/04/1996","01/04/2016","00043","0.794162"
"_L","5","0151","01/04/1996","01/04/2016","00210","0.205838"
"_M","5","0151","01/04/1996","01/04/2016","00043","0.780962"
"_M","5","0151","01/04/1996","01/04/2016","00210","0.219038"
"_L","6","0151","01/04/1996","01/04/2016","00043","0.791347"
"_L","6","0151","01/04/1996","01/04/2020","00043","0.725978"
"_L","6","0151","01/04/1996","01/04/2024","00043","0.704461"
"_L","6","0151","01/04/1996","01/04/2016","00210","0.208653"
"_L","6","0151","01/04/1996","01/04/2020","00210","0.274022"
"_L","6","0151","01/04/1996","01/04/2024","00210","0.295539"
"_M","6","0151","01/04/1996","01/04/2019","00043","0.692338"
"_M","6","0151","01/04/1996","01/04/2019","00210","0.307662"
"_A","6","0151","01/04/1996","01/04/2019","00043","0.751177"
"_A","6","0151","01/04/1996","01/04/2023","00043","0.756609"
"_A","6","0151","01/04/1996","01/04/2024","00043","0.755074"
"_A","6","0151","01/04/1996","01/04/2025","00043","0.765023"
"_A","6","0151","01/04/1996","01/04/2019","00210","0.248823"
"_A","6","0151","01/04/1996","01/04/2023","00210","0.243391"
"_A","6","0151","01/04/1996","01/04/2024","00210","0.244926"
"_A","6","0151","01/04/1996","01/04/2025","00210","0.234977"
"_B","6","0151","01/04/1996","01/04/2019","00043","0.756287"
"_B","6","0151","01/04/1996","01/04/2023","00043","0.74698"
"_B","6","0151","01/04/1996","01/04/2025","00043","0.760668"
"_B","6","0151","01/04/1996","01/04/2019","00210","0.243713"
"_B","6","0151","01/04/1996","01/04/2023","00210","0.25302"
"_B","6","0151","01/04/1996","01/04/2025","00210","0.239332"
"_C","6","0151","01/04/1996","01/04/2016","00043","0.785119"
"_C","6","0151","01/04/1996","01/04/2016","00210","0.214881"
"_E","6","0151","01/04/1996","01/04/2018","00043","0.761687"
"_E","6","0151","01/04/1996","01/04/2020","00043","0.769456"
"_E","6","0151","01/04/1996","01/04/2022","00043","0.715351"
"_E","6","0151","01/04/1996","01/04/2024","00043","0.733592"
"_E","6","0151","01/04/1996","01/04/2018","00210","0.238313"
"_E","6","0151","01/04/1996","01/04/2020","00210","0.230544"
"_E","6","0151","01/04/1996","01/04/2022","00210","0.284649"
"_E","6","0151","01/04/1996","01/04/2024","00210","0.266408"
"_F","6","0151","01/04/1996","01/04/2019","00043","0.780251"
"_F","6","0151","01/04/1996","01/04/2019","00210","0.219749"
"_G","6","0151","01/04/1996","01/04/2016","00043","0.787768"
"_G","6","0151","01/04/1996","01/04/2016","00210","0.212232"
"_H","6","0151","01/04/1996","01/04/2018","00043","0.727644"
"_H","6","0151","01/04/1996","01/04/2018","00210","0.272356"
"_J","6","0151","01/04/1996","01/04/2018","00043","0.789962"
"_J","6","0151","01/04/1996","01/04/2025","00043","0.746518"
"_J","6","0151","01/04/1996","01/04/2018","00210","0.210038"
"_J","6","0151","01/04/1996","01/04/2025","00210","0.253482"
"_K","6","0151","01/04/1996","01/04/2019","00043","0.704119"
"_K","6","0151","01/04/1996","01/04/2023","00043","0.542239"
"_K","6","0151","01/04/1996","01/04/2019","00210","0.295881"
"_K","6","0151","01/04/1996","01/04/2023","00210","0.457761"
"_F","7","0151","01/04/1996","01/04/2018","00043","0.769695"
"_F","7","0151","01/04/1996","01/04/2018","00210","0.230305"
"_G","7","0151","01/04/1996","01/04/2016","00043","0.793984"
"_G","7","0151","01/04/1996","01/04/2016","00210","0.206016"
"_H","7","0151","01/04/1996","01/04/2015","00043","0.776915"
"_H","7","0151","01/04/1996","01/04/2015","00210","0.223085"
"_J","7","0151","01/04/1996","01/04/2015","00043","0.784582"
"_J","7","0151","01/04/1996","01/04/2015","00210","0.215418"
"_K","7","0151","01/04/1996","01/04/2016","00043","0.814052"
"_K","7","0151","01/04/1996","01/04/2016","00210","0.185948"
"_L","7","0151","01/04/1996","01/04/2015","00043","0.795846"
"_L","7","0151","01/04/1996","01/04/2015","00210","0.204154"
"_M","7","0151","01/04/1996","01/04/2016","00043","0.795707"
"_M","7","0151","01/04/1996","01/04/2016","00210","0.204293"
"_A","7","0151","01/04/1996","01/04/2018","00043","0.777523"
"_A","7","0151","01/04/1996","01/04/2022","00043","0.709597"
"_A","7","0151","01/04/1996","01/04/2018","00210","0.222477"
"_A","7","0151","01/04/1996","01/04/2022","00210","0.290403"
"_B","7","0151","01/04/1996","01/04/2019","00043","0.921252"
"_B","7","0151","01/04/1996","01/04/2019","00210","0.078748"
"_C","7","0151","01/04/1996","01/04/2016","00043","0.80685"
"_C","7","0151","01/04/1996","01/04/2016","00210","0.19315"
"_E","7","0151","01/04/1996","01/04/2019","00043","0.789367"
"_E","7","0151","01/04/1996","01/04/2020","00043","0.798677"
"_E","7","0151","01/04/1996","01/04/2023","00043","0.759441"
"_E","7","0151","01/04/1996","01/04/2024","00043","0.803568"
"_E","7","0151","01/04/1996","01/04/2019","00210","0.210633"
"_E","7","0151","01/04/1996","01/04/2020","00210","0.201323"
"_E","7","0151","01/04/1996","01/04/2023","00210","0.240559"
"_E","7","0151","01/04/1996","01/04/2024","00210","0.196432"
"_A","8","0151","01/04/1996","01/04/2018","00043","0.766558"
"_A","8","0151","01/04/1996","01/04/2018","00210","0.233442"
"_B","8","0151","01/04/1996","01/04/2019","00043","0.73302"
"_B","8","0151","01/04/1996","01/04/2022","00043","0.739206"
"_B","8","0151","01/04/1996","01/04/2023","00043","0.744102"
"_B","8","0151","01/04/1996","01/04/2024","00043","0.74603"
"_B","8","0151","01/04/1996","01/04/2019","00210","0.26698"
"_B","8","0151","01/04/1996","01/04/2022","00210","0.260794"
"_B","8","0151","01/04/1996","01/04/2023","00210","0.255898"
"_B","8","0151","01/04/1996","01/04/2024","00210","0.25397"
"_C","8","0151","01/04/1996","01/04/2018","00043","0.698308"
"_C","8","0151","01/04/1996","01/04/2020","00043","0.571492"
"_C","8","0151","01/04/1996","01/04/2018","00210","0.301692"
"_C","8","0151","01/04/1996","01/04/2020","00210","0.428508"
"_E","8","0151","01/04/1996","01/04/2019","00043","0.750837"
"_E","8","0151","01/04/1996","01/04/2023","00043","0.780992"
"_E","8","0151","01/04/1996","01/04/2024","00043","0.777686"
"_E","8","0151","01/04/1996","01/04/2025","00043","0.743379"
"_E","8","0151","01/04/1996","01/04/2019","00210","0.249163"
"_E","8","0151","01/04/1996","01/04/2023","00210","0.219008"
"_E","8","0151","01/04/1996","01/04/2024","00210","0.222314"
"_E","8","0151","01/04/1996","01/04/2025","00210","0.256621"
"_F","8","0151","01/04/1996","01/04/2019","00043","0.764498"
"_F","8","0151","01/04/1996","01/04/2024","00043","0.423795"
"_F","8","0151","01/04/1996","01/04/2025","00043","0.353044"
"_F","8","0151","01/04/1996","01/04/2019","00210","0.235502"
"_F","8","0151","01/04/1996","01/04/2024","00210","0.576205"
"_F","8","0151","01/04/1996","01/04/2025","00210","0.646956"
"_G","8","0151","01/04/1996","01/04/2016","00043","0.753869"
"_G","8","0151","01/04/1996","01/04/2016","00210","0.246131"
"_H","8","0151","01/04/1996","01/04/2015","00043","0.805104"
"_H","8","0151","01/04/1996","01/04/2015","00210","0.194896"
"_J","8","0151","01/04/1996","01/04/2018","00043","0.687413"
"_J","8","0151","01/04/1996","01/04/2018","00210","0.312587"
"_K","8","0151","01/04/1996","01/04/2015","00043","0.746122"
"_K","8","0151","01/04/1996","01/04/2015","00210","0.253878"
"_L","8","0151","01/04/1996","01/04/2016","00043","0.77797"
"_L","8","0151","01/04/1996","01/04/2023","00043","0.676544"
"_L","8","0151","01/04/1996","01/04/2024","00043","0.741443"
"_L","8","0151","01/04/1996","01/04/2016","00210","0.22203"
"_L","8","0151","01/04/1996","01/04/2023","00210","0.323456"
"_L","8","0151","01/04/1996","01/04/2024","00210","0.258557"
"_M","8","0151","01/04/1996","01/04/2019","00043","0.571428"
"_M","8","0151","01/04/1996","01/04/2020","00043","0.745777"
"_M","8","0151","01/04/1996","01/04/2019","00210","0.428572"
"_M","8","0151","01/04/1996","01/04/2020","00210","0.254223"
"_A","2","0152","01/04/1996","01/04/2019","00045","0.566279"
"_A","2","0152","01/04/1996","01/04/2020","00045","0.571779"
"_A","2","0152","01/04/1996","01/04/2022","00045","0.575626"
"_A","2","0152","01/04/1996","01/04/2023","00045","0.59605"
"_A","2","0152","01/04/1996","01/04/2024","00045","0.584653"
"_A","2","0152","01/04/1996","01/04/2025","00045","0.587715"
"_A","2","0152","01/04/1996","01/04/2019","00211","0.433721"
"_A","2","0152","01/04/1996","01/04/2020","00211","0.428221"
"_A","2","0152","01/04/1996","01/04/2022","00211","0.424374"
"_A","2","0152","01/04/1996","01/04/2023","00211","0.40395"
"_A","2","0152","01/04/1996","01/04/2024","00211","0.415347"
"_A","2","0152","01/04/1996","01/04/2025","00211","0.412285"
"_A","4","0152","01/04/1996","01/04/2019","00045","0.718444"
"_A","4","0152","01/04/1996","01/04/2020","00045","0.714689"
"_A","4","0152","01/04/1996","01/04/2022","00045","0.689904"
"_A","4","0152","01/04/1996","01/04/2023","00045","0.71401"
"_A","4","0152","01/04/1996","01/04/2024","00045","0.697978"
"_A","4","0152","01/04/1996","01/04/2025","00045","0.716924"
"_A","4","0152","01/04/1996","01/04/2019","00211","0.281556"
"_A","4","0152","01/04/1996","01/04/2020","00211","0.285311"
"_A","4","0152","01/04/1996","01/04/2022","00211","0.310096"
"_A","4","0152","01/04/1996","01/04/2023","00211","0.28599"
"_A","4","0152","01/04/1996","01/04/2024","00211","0.302022"
"_A","4","0152","01/04/1996","01/04/2025","00211","0.283076"
"_A","2","0153","01/04/1996","01/04/2019","00046","0.565078"
"_A","2","0153","01/04/1996","01/04/2020","00046","0.573539"
"_A","2","0153","01/04/1996","01/04/2022","00046","0.568542"
"_A","2","0153","01/04/1996","01/04/2023","00046","0.599337"
"_A","2","0153","01/04/1996","01/04/2024","00046","0.592995"
"_A","2","0153","01/04/1996","01/04/2025","00046","0.605561"
"_A","2","0153","01/04/1996","01/04/2019","00212","0.434922"
"_A","2","0153","01/04/1996","01/04/2020","00212","0.426461"
"_A","2","0153","01/04/1996","01/04/2022","00212","0.431458"
"_A","2","0153","01/04/1996","01/04/2023","00212","0.400663"
"_A","2","0153","01/04/1996","01/04/2024","00212","0.407005"
"_A","2","0153","01/04/1996","01/04/2025","00212","0.394439"
"_B","2","0153","01/04/1996","01/04/2019","00046","0.684328"
"_B","2","0153","01/04/1996","01/04/2020","00046","0.692902"
"_B","2","0153","01/04/1996","01/04/2022","00046","0.713529"
"_B","2","0153","01/04/1996","01/04/2023","00046","0.721898"
"_B","2","0153","01/04/1996","01/04/2024","00046","0.719942"
"_B","2","0153","01/04/1996","01/04/2025","00046","0.723739"
"_B","2","0153","01/04/1996","01/04/2019","00212","0.315672"
"_B","2","0153","01/04/1996","01/04/2020","00212","0.307098"
"_B","2","0153","01/04/1996","01/04/2022","00212","0.286471"
"_B","2","0153","01/04/1996","01/04/2023","00212","0.278102"
"_B","2","0153","01/04/1996","01/04/2024","00212","0.280058"
"_B","2","0153","01/04/1996","01/04/2025","00212","0.276261"
"_C","2","0153","01/04/1996","19/03/2014","00046","0.471429"
"_C","2","0153","01/04/1996","19/03/2014","00212","0.528571"
"_E","2","0153","01/04/1996","17/07/2013","00046","0.48682"
"_E","2","0153","01/04/1996","01/04/2022","00046","0.678668"
"_E","2","0153","01/04/1996","01/04/2025","00046","0.631131"
"_E","2","0153","01/04/1996","17/07/2013","00212","0.51318"
"_E","2","0153","01/04/1996","01/04/2022","00212","0.321332"
"_E","2","0153","01/04/1996","01/04/2025","00212","0.368869"
"_F","2","0153","01/04/1996","19/03/2014","00046","0.471429"
"_F","2","0153","01/04/1996","19/03/2014","00212","0.528571"
"_M","2","0153","01/04/1996","19/03/2014","00046","0.471429"
"_M","2","0153","01/04/1996","01/04/2023","00046","0.658138"
"_M","2","0153","01/04/1996","01/04/2025","00046","0.648643"
"_M","2","0153","01/04/1996","19/03/2014","00212","0.528571"
"_M","2","0153","01/04/1996","01/04/2023","00212","0.341862"
"_M","2","0153","01/04/1996","01/04/2025","00212","0.351357"
"_P","2","0153","01/04/1996","19/03/2014","00046","0.471429"
"_P","2","0153","01/04/1996","19/03/2014","00212","0.528571"
"_G","2","0153","01/04/1996","17/07/2013","00046","0.48682"
"_G","2","0153","01/04/1996","01/04/2020","00046","0.469184"
"_G","2","0153","01/04/1996","01/04/2022","00046","0.510966"
"_G","2","0153","01/04/1996","01/04/2023","00046","0.57549"
"_G","2","0153","01/04/1996","01/04/2024","00046","0.550769"
"_G","2","0153","01/04/1996","01/04/2025","00046","0.598755"
"_G","2","0153","01/04/1996","17/07/2013","00212","0.51318"
"_G","2","0153","01/04/1996","01/04/2020","00212","0.530816"
"_G","2","0153","01/04/1996","01/04/2022","00212","0.489034"
"_G","2","0153","01/04/1996","01/04/2023","00212","0.42451"
"_G","2","0153","01/04/1996","01/04/2024","00212","0.449231"
"_G","2","0153","01/04/1996","01/04/2025","00212","0.401245"
"_H","2","0153","01/04/1996","19/03/2014","00046","0.471429"
"_H","2","0153","01/04/1996","01/04/2023","00046","0.118233"
"_H","2","0153","01/04/1996","19/03/2014","00212","0.528571"
"_H","2","0153","01/04/1996","01/04/2023","00212","0.881767"
"_K","2","0153","01/04/1996","01/04/2018","00046","0.45708"
"_K","2","0153","01/04/1996","01/04/2020","00046","0.474655"
"_K","2","0153","01/04/1996","01/04/2022","00046","0.552979"
"_K","2","0153","01/04/1996","01/04/2023","00046","0.557617"
"_K","2","0153","01/04/1996","01/04/2024","00046","0.547305"
"_K","2","0153","01/04/1996","01/04/2025","00046","0.553696"
"_K","2","0153","01/04/1996","01/04/2018","00212","0.54292"
"_K","2","0153","01/04/1996","01/04/2020","00212","0.525345"
"_K","2","0153","01/04/1996","01/04/2022","00212","0.447021"
"_K","2","0153","01/04/1996","01/04/2023","00212","0.442383"
"_K","2","0153","01/04/1996","01/04/2024","00212","0.452695"
"_K","2","0153","01/04/1996","01/04/2025","00212","0.446304"
"_F","4","0153","01/04/1996","19/03/2014","00046","0.679557"
"_F","4","0153","01/04/1996","19/03/2014","00212","0.320443"
"_G","4","0153","01/04/1996","17/07/2013","00046","0.703314"
"_G","4","0153","01/04/1996","01/04/2023","00046","0.580656"
"_G","4","0153","01/04/1996","01/04/2024","00046","0.585121"
"_G","4","0153","01/04/1996","17/07/2013","00212","0.296686"
"_G","4","0153","01/04/1996","01/04/2023","00212","0.419344"
"_G","4","0153","01/04/1996","01/04/2024","00212","0.414879"
"_H","4","0153","01/04/1996","19/03/2014","00046","0.679557"
"_H","4","0153","01/04/1996","01/04/2022","00046","0.74455"
"_H","4","0153","01/04/1996","01/04/2025","00046","0.723436"
"_H","4","0153","01/04/1996","19/03/2014","00212","0.320443"
"_H","4","0153","01/04/1996","01/04/2022","00212","0.25545"
"_H","4","0153","01/04/1996","01/04/2025","00212","0.276564"
"_K","4","0153","01/04/1996","01/04/2019","00046","0.622483"
"_K","4","0153","01/04/1996","01/04/2020","00046","0.615078"
"_K","4","0153","01/04/1996","01/04/2022","00046","0.619583"
"_K","4","0153","01/04/1996","01/04/2019","00212","0.377517"
"_K","4","0153","01/04/1996","01/04/2020","00212","0.384922"
"_K","4","0153","01/04/1996","01/04/2022","00212","0.380417"
"_A","4","0153","01/04/1996","01/04/2019","00046","0.72689"
"_A","4","0153","01/04/1996","01/04/2020","00046","0.731531"
"_A","4","0153","01/04/1996","01/04/2022","00046","0.723487"
"_A","4","0153","01/04/1996","01/04/2023","00046","0.73189"
"_A","4","0153","01/04/1996","01/04/2024","00046","0.73385"
"_A","4","0153","01/04/1996","01/04/2025","00046","0.73572"
"_A","4","0153","01/04/1996","01/04/2019","00212","0.27311"
"_A","4","0153","01/04/1996","01/04/2020","00212","0.268469"
"_A","4","0153","01/04/1996","01/04/2022","00212","0.276513"
"_A","4","0153","01/04/1996","01/04/2023","00212","0.26811"
"_A","4","0153","01/04/1996","01/04/2024","00212","0.26615"
"_A","4","0153","01/04/1996","01/04/2025","00212","0.26428"
"_B","4","0153","01/04/1996","01/04/2022","00046","0.731606"
"_B","4","0153","01/04/1996","01/04/2019","00046","0.747461"
"_B","4","0153","01/04/1996","01/04/2020","00046","0.756517"
"_B","4","0153","01/04/1996","01/04/2023","00046","0.748967"
"_B","4","0153","01/04/1996","01/04/2024","00046","0.769121"
"_B","4","0153","01/04/1996","01/04/2025","00046","0.751843"
"_B","4","0153","01/04/1996","01/04/2019","00212","0.252539"
"_B","4","0153","01/04/1996","01/04/2020","00212","0.243483"
"_B","4","0153","01/04/1996","01/04/2025","00212","0.248157"
"_B","4","0153","01/04/1996","01/04/2022","00212","0.268394"
"_B","4","0153","01/04/1996","01/04/2023","00212","0.251033"
"_B","4","0153","01/04/1996","01/04/2024","00212","0.230879"
"_C","4","0153","01/04/1996","19/03/2014","00046","0.679557"
"_C","4","0153","01/04/1996","19/03/2014","00212","0.320443"
"_E","4","0153","01/04/1996","17/07/2013","00046","0.703314"
"_E","4","0153","01/04/1996","17/07/2013","00212","0.296686"
"_M","4","0153","01/04/1996","19/03/2014","00212","0.320443"
"_M","4","0153","01/04/1996","19/03/2014","00046","0.679557"
"_M","4","0153","01/04/1996","01/04/2023","00046","0.681461"
"_M","4","0153","01/04/1996","01/04/2023","00212","0.318539"
"_P","4","0153","01/04/1996","19/03/2014","00046","0.679557"
"_P","4","0153","01/04/1996","01/04/2022","00046","0.855509"
"_P","4","0153","01/04/1996","01/04/2024","00046","0.326256"
"_P","4","0153","01/04/1996","19/03/2014","00212","0.320443"
"_P","4","0153","01/04/1996","01/04/2022","00212","0.144491"
"_P","4","0153","01/04/1996","01/04/2024","00212","0.673744"
"_L","4","0154","29/10/1999","01/04/2023","00039","0.723686"
"_L","4","0154","29/10/1999","01/04/2019","00039","0.716932"
"_L","4","0154","29/10/1999","01/04/2020","00039","0.726212"
"_L","4","0154","29/10/1999","01/04/2022","00039","0.727866"
"_L","4","0154","29/10/1999","01/04/2024","00039","0.720771"
"_L","4","0154","29/10/1999","01/04/2025","00039","0.717006"
"_L","4","0154","29/10/1999","01/04/2019","00221","0.283068"
"_L","4","0154","29/10/1999","01/04/2020","00221","0.273788"
"_L","4","0154","29/10/1999","01/04/2022","00221","0.272134"
"_L","4","0154","29/10/1999","01/04/2023","00221","0.276314"
"_L","4","0154","29/10/1999","01/04/2024","00221","0.279229"
"_L","4","0154","29/10/1999","01/04/2025","00221","0.282994"
"_L","5","0154","01/04/1996","01/04/2019","00039","0.68691"
"_L","5","0154","01/04/1996","01/04/2022","00039","0.662546"
"_L","5","0154","01/04/1996","01/04/2019","00221","0.31309"
"_L","5","0154","01/04/1996","01/04/2022","00221","0.337454"
"_L","6","0154","01/04/1996","01/04/2019","00039","0.764445"
"_L","6","0154","01/04/1996","01/04/2023","00039","0.760924"
"_L","6","0154","01/04/1996","01/04/2024","00039","0.727188"
"_L","6","0154","01/04/1996","01/04/2025","00039","0.756116"
"_L","6","0154","01/04/1996","01/04/2019","00221","0.235555"
"_L","6","0154","01/04/1996","01/04/2023","00221","0.239076"
"_L","6","0154","01/04/1996","01/04/2024","00221","0.272812"
"_L","6","0154","01/04/1996","01/04/2025","00221","0.243884"
"_L","7","0154","01/04/1996","01/04/2019","00039","0.799705"
"_L","7","0154","01/04/1996","01/04/2020","00039","0.711783"
"_L","7","0154","01/04/1996","01/04/2024","00039","0.738853"
"_L","7","0154","01/04/1996","01/04/2025","00039","0.67315"
"_L","7","0154","01/04/1996","01/04/2019","00221","0.200295"
"_L","7","0154","01/04/1996","01/04/2020","00221","0.288217"
"_L","7","0154","01/04/1996","01/04/2024","00221","0.261147"
"_L","7","0154","01/04/1996","01/04/2025","00221","0.32685"
"_L","8","0154","01/04/1996","01/04/2019","00039","0.767193"
"_L","8","0154","01/04/1996","01/04/2023","00039","0.714309"
"_L","8","0154","01/04/1996","01/04/2025","00039","0.722484"
"_L","8","0154","01/04/1996","01/04/2019","00221","0.232807"
"_L","8","0154","01/04/1996","01/04/2023","00221","0.285691"
"_L","8","0154","01/04/1996","01/04/2025","00221","0.277516"
"_B","2","0155","01/04/1996","01/04/2019","00051","0.541946"
"_B","2","0155","01/04/1996","01/04/2022","00200","0.50169"
"_B","2","0155","01/04/1996","01/04/2022","00051","0.49831"
"_B","2","0155","01/04/1996","01/04/2024","00051","0.649818"
"_B","2","0155","01/04/1996","01/04/2019","00200","0.458054"
"_B","2","0155","01/04/1996","01/04/2024","00200","0.350182"
"_C","2","0156","01/04/1996","01/04/2019","01000","0.384988"
"_C","2","0156","01/04/1996","01/04/2020","01000","0.37446"
"_C","2","0156","01/04/1996","01/04/2022","01000","0.336603"
"_C","2","0156","01/04/1996","01/04/2023","01000","0.342268"
"_C","2","0156","01/04/1996","01/04/2024","01000","0.373305"
"_C","2","0156","01/04/1996","01/04/2025","01000","0.350902"
"_C","2","0156","01/04/1996","01/04/2019","01001","0.615012"
